#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.72674e+07 8.03786e+08 2.78473e+06 5.83553e+08 6.78575e+08 2.36781e+08 1.52584e+09 6.02037e+06 1.13677e+09 1.30731e+09 5.69412e+08 48213
1.5768e+08 8.2827e+08 4.73688e+06 5.89973e+08 6.92179e+08 2.41955e+08 1.50913e+09 1.0018e+07 1.05478e+09 1.37114e+09 4.70706e+08 18288
2.50174e+08 8.77207e+08 5.54886e+06 6.11936e+08 7.82282e+08 2.62692e+08 1.48567e+09 1.05864e+07 1.05478e+09 1.2713e+09 4.49546e+08 15623
3.97624e+08 9.0884e+08 5.97171e+06 6.79528e+08 8.06491e+08 3.29079e+08 1.51152e+09 1.12279e+07 1.16825e+09 1.27584e+09 5.63017e+08 14003
6.28531e+08 9.42439e+08 6.61767e+06 6.87229e+08 8.25746e+08 3.34393e+08 1.55566e+09 1.24402e+07 1.16825e+09 1.27584e+09 5.63017e+08 12716
9.94797e+08 9.85956e+08 7.43594e+06 7.06788e+08 9.17319e+08 3.50516e+08 1.57819e+09 1.27633e+07 1.16825e+09 1.27584e+09 5.63017e+08 11319
1.57915e+09 1.0089e+09 8.19623e+06 7.1696e+08 9.31696e+08 3.59569e+08 1.66699e+09 1.4654e+07 1.28215e+09 1.39907e+09 6.76918e+08 10255
2.51141e+09 1.04651e+09 8.80683e+06 7.27833e+08 1.00551e+09 3.66215e+08 1.67673e+09 1.50469e+07 1.28215e+09 1.39907e+09 6.76918e+08 9515
3.97448e+09 1.0926e+09 9.74048e+06 7.91253e+08 1.01064e+09 4.26731e+08 1.81249e+09 1.67549e+07 1.39649e+09 1.52337e+09 7.91253e+08 9122
6.31243e+09 1.17603e+09 1.10195e+07 8.29125e+08 1.10594e+09 4.58191e+08 1.85184e+09 1.69362e+07 1.39649e+09 1.64322e+09 7.91253e+08 8891
9.99089e+09 1.27523e+09 1.26772e+07 8.43665e+08 1.27551e+09 3.95873e+08 1.95382e+09 1.73354e+07 1.51125e+09 1.64866e+09 7.94287e+08 8778
1.58854e+10 1.41364e+09 1.48552e+07 9.23002e+08 1.40308e+09 4.71711e+08 2.16947e+09 1.9169e+07 1.72085e+09 1.80167e+09 1.00389e+09 8923
2.51615e+10 1.59296e+09 1.66778e+07 1.0173e+09 1.69376e+09 5.59136e+08 2.32275e+09 2.01419e+07 1.74201e+09 2.14595e+09 1.02505e+09 9353
3.98436e+10 1.79583e+09 1.90854e+07 1.0905e+09 2.05973e+09 6.22432e+08 2.59265e+09 2.14868e+07 1.97444e+09 2.52813e+09 1.17714e+09 9429
6.27209e+10 2.02141e+09 2.23135e+07 1.20674e+09 2.50578e+09 7.26924e+08 2.76082e+09 2.36884e+07 2.09125e+09 2.65883e+09 1.26213e+09 8699
9.81987e+10 2.30628e+09 2.87497e+07 1.35163e+09 3.1673e+09 8.54581e+08 2.8536e+09 2.72909e+07 2.20847e+09 2.89363e+09 1.37934e+09 6562
1.52933e+11 2.75187e+09 4.62746e+07 1.51125e+09 4.4652e+09 9.29199e+08 2.75381e+09 3.55135e+07 2.20847e+09 2.66568e+09 1.37934e+09 3410
2.38441e+11 3.15069e+09 8.84147e+07 1.83023e+09 5.21907e+09 1.21972e+09 2.42674e+09 5.50468e+07 1.85802e+09 2.52113e+09 1.11216e+09 1143
3.7468e+11 3.40913e+09 1.94024e+08 2.09125e+09 5.3841e+09 1.26213e+09 1.93913e+09 1.06365e+08 1.28215e+09 2.11917e+09 6.84718e+08 244
5.8757e+11 4.61144e+09 6.20304e+08 2.80036e+09 6.53691e+09 1.60275e+09 1.33317e+09 2.2271e+08 1.0327e+09 1.00322e+09 6.73161e+08 34
8.52131e+11 7.69454e+09 9.30508e+08 8.94173e+09 3.16968e+08 3.75655e+09 8.49241e+08 2.80801e+08 1.29158e+09 8.38566e+07 9.74613e+08 4
