#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.8211 4.7787e+08 1.08483e+07 4.20356e+08 2.04646e+08 9.72089e+07 3.54769e+09 7.56484e+07 4.10191e+09 4.10865e+08 2.53669e+09 297
62.9429 4.37494e+08 8.17284e+06 3.84989e+08 1.69087e+08 6.23632e+07 4.25826e+09 3.00507e+07 4.39903e+09 2.788e+08 5.46096e+08 340
81.4414 4.73786e+08 8.54091e+06 4.10865e+08 2.08424e+08 8.82393e+07 4.16557e+09 2.1907e+07 4.22253e+09 4.55301e+08 4.97762e+08 555
99.9599 5.33767e+08 8.53477e+06 4.5052e+08 2.95683e+08 1.2574e+08 3.87875e+09 2.46086e+07 3.97868e+09 5.89866e+08 7.2039e+08 915
126.547 6.00372e+08 9.29597e+06 5.0218e+08 3.65432e+08 1.66205e+08 3.3924e+09 2.73245e+07 3.52816e+09 7.53685e+08 1.05261e+09 1202
158.402 7.03816e+08 1.13564e+07 5.46527e+08 5.46471e+08 1.97681e+08 2.36281e+09 3.20023e+07 2.3272e+09 1.46196e+09 1.47378e+09 1485
195.428 7.64035e+08 1.49869e+07 6.11817e+08 5.8135e+08 2.38419e+08 1.66081e+09 3.45562e+07 1.33034e+09 1.5791e+09 7.18525e+08 964
242.62 8.28866e+08 3.71038e+07 6.93376e+08 4.92182e+08 3.03414e+08 1.25728e+09 6.43061e+07 9.3351e+08 1.09308e+09 4.02633e+08 198
309.396 1.06413e+09 8.18727e+07 9.3351e+08 6.31703e+08 3.83594e+08 9.0529e+08 8.76187e+07 6.92559e+08 7.94653e+08 1.61682e+08 47
391.834 1.5419e+09 4.43378e+08 1.48721e+09 1.27937e+09 1.1664e+09 6.81416e+08 7.14465e+07 6.92559e+08 7.28369e+07 2.10061e+08 8
481.727 1.15373e+09 4.38153e+08 7.92119e+08 1.23369e+09 1.48867e+08 5.57528e+08 1.07783e+08 4.49746e+08 3.23348e+08 0 3
602.66 6.92559e+08 6.92559e+08 6.92559e+08 0 0 4.00439e+08 4.00439e+08 4.00439e+08 0 0 1
