#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.02409e+09 0.0456853 0.0456853 0.0149144 0 0 0 0.109672 0.00717258 0.0815798 0.0987937 0.056397 197
1.46628e+10 0.111111 0.111111 0.111111 0 0 0 0.145101 0.064153 0.0563081 0.309338 0.0290381 9
4.64853e+10 0 0 0 0 0 0 0.199566 0.199566 0.199566 0 0 1
1.08472e+11 0 0 0 0 0 0 0.0229869 0.00910162 0.0222747 0.0168206 0.0146841 3
1.56388e+11 0 0 0 0 0 0 0.167718 0.0815164 0.0835215 0.106716 0.059635 8
2.71675e+11 0 0 0 0 0 0 0.0724272 0.01321 0.0395119 0.0579636 0.0310221 46
4.23974e+11 0.1125 0.120833 0.0226765 0 0 0 0.118275 0.0070847 0.0826917 0.129736 0.0589448 240
6.65894e+11 0.123478 0.136522 0.0111938 0 0 0 0.138881 0.00386691 0.0987205 0.151047 0.0756194 1150
1.03571e+12 0.152612 0.164037 0.00662027 0 0 0 0.164866 0.00227849 0.128658 0.168256 0.0903894 3676
1.61488e+12 0.178581 0.197766 0.00511229 0 1 0 0.216154 0.00180498 0.185279 0.193632 0.127798 7610
2.50939e+12 0.178968 0.194807 0.00450993 0 1 0 0.281406 0.00179019 0.259563 0.203834 0.158875 9281
3.94072e+12 0.173603 0.187222 0.00478895 0 1 0 0.359188 0.00198438 0.347103 0.199505 0.174093 7857
6.20211e+12 0.156009 0.165254 0.00549637 0 0 0 0.437702 0.00242146 0.435603 0.17965 0.181756 5192
9.81703e+12 0.144119 0.149299 0.00647054 0 0 0 0.507461 0.00280725 0.505046 0.171848 0.158757 3282
1.55855e+13 0.134352 0.139094 0.0082537 0 0 0 0.553008 0.0034524 0.559791 0.141607 0.158997 1898
2.45452e+13 0.119839 0.123867 0.0109339 0 0 0 0.598931 0.0042758 0.598195 0.135427 0.131952 993
3.85998e+13 0.130435 0.139493 0.0160407 0 0 0 0.626115 0.00599422 0.634147 0.131705 0.144153 552
6.07891e+13 0.096 0.1 0.0198387 0 0 0 0.649443 0.00815486 0.665769 0.109243 0.132863 250
9.54239e+13 0.116667 0.133333 0.0353718 0 0 0 0.686944 0.0109375 0.710495 0.0896149 0.15558 120
1.41154e+14 0.0869565 0.0869565 0.042004 0 0 0 0.695963 0.0166411 0.698097 0.110019 0.085907 46
2.33053e+14 0 0 0 0 0 0 0.775747 0.0247683 0.771188 0.058443 0.0821127 9
6.03436e+14 0 0 0 0 0 0 0.719986 0.00829443 0.72828 0 0.0165889 2
