#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.71805e+07 0.000969773 0.000976461 3.32008e-05 0 0 0 0.000551426 5.21557e-06 0 0 0 897117
1.57174e+08 0.00136778 0.00137976 6.4773e-05 0 0 0 0.000748148 1.03282e-05 0 0 0 334117
2.48953e+08 0.00184269 0.00185395 8.38415e-05 0 0 0 0.000880356 1.27342e-05 0 0 0 266458
3.94392e+08 0.00245039 0.00249355 0.000111299 0 0 0 0.00111832 1.74064e-05 0 0 0 208538
6.25022e+08 0.00360412 0.00364696 0.00015086 0 0 0 0.00140523 2.40628e-05 0 0 0 163424
9.89704e+08 0.00449545 0.00462253 0.000196376 0 0 0 0.0017507 3.23762e-05 0 0 0 125905
1.56792e+09 0.0064489 0.00670522 0.000271186 0 0 0 0.00234046 4.88987e-05 0 0 0 97536
2.49001e+09 0.00971538 0.0102156 0.000382922 0 0 0 0.00318975 6.65027e-05 0 0 0 75962
3.94635e+09 0.0138702 0.0147693 0.000523355 0 0 0 0.0044184 9.74754e-05 0 0 0 60057
6.26788e+09 0.0192875 0.0203726 0.000674356 0 0 0 0.00622716 0.000137349 0 0 0 48840
9.93563e+09 0.0262728 0.0281282 0.000877816 0 0 0 0.00833296 0.000182586 0 0 0 40422
1.57718e+10 0.0399079 0.0428792 0.00117424 0 0 0 0.0117256 0.000242747 0 0.00968468 0 34329
2.49675e+10 0.0532345 0.0577493 0.00147137 0 0 0 0.016246 0.000307776 0 0.0153726 0 29680
3.95354e+10 0.0635344 0.0697461 0.00180491 0 0 0 0.019265 0.000359702 0 0.0285154 0 23987
6.21888e+10 0.072847 0.0792164 0.00215223 0 0 0 0.0213636 0.00040787 0 0.0350835 0 18683
9.80505e+10 0.0705703 0.0752242 0.00258629 0 0 0 0.0220707 0.000526527 0 0.0402819 0 11818
1.53143e+11 0.0597403 0.0637229 0.00342235 0 0 0 0.0219239 0.00074594 0 0.0376136 0 5775
2.39224e+11 0.0620155 0.0656331 0.005954 0 0 0 0.0292309 0.00161629 0 0.0457951 0 1935
3.68222e+11 0.101266 0.101266 0.0169978 0 0 0 0.045963 0.00539636 0 0.0893233 0 316
5.70618e+11 0.178571 0.178571 0.073707 0 1 0 0.0758783 0.0242584 0.014558 0.156677 0.014558 28
8.53128e+11 0 0 0 0 0 0 0 0 0 0 0 2
