#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.69706e+07 0.0544695 0.0634498 0.00030494 0 0 0 0.00763758 2.96241e-05 0 0.00421336 0 854644
1.5708e+08 0.0580882 0.0671457 0.000522417 0 0 0 0.00809537 5.20893e-05 0 0.0084433 0 304055
2.48722e+08 0.0632209 0.0733262 0.000614439 0 0 0 0.00899385 6.36384e-05 0 0.00861829 0 238687
3.94539e+08 0.0715899 0.0835189 0.000739164 0 0 0 0.0102148 7.74523e-05 0 0.00894755 0 188616
6.25705e+08 0.0800248 0.0925167 0.000852239 0 0 0 0.0113667 9.17667e-05 0 0.00948572 0 153140
9.90785e+08 0.0888576 0.103492 0.00100908 0 0 0 0.012718 0.000110415 0 0.0170686 0 122792
1.57133e+09 0.101836 0.119525 0.00121693 0 0 0 0.0146844 0.000137274 0 0.0183096 0 97461
2.49035e+09 0.11584 0.137799 0.00146131 0 0 0 0.0168375 0.000164908 0 0.0261422 0 78600
3.94969e+09 0.137068 0.163313 0.00174639 0 0 0 0.0201214 0.00020636 0 0.0350356 0 64012
6.27081e+09 0.163144 0.200634 0.00217022 0 1 0 0.0248799 0.00026822 0 0.0457638 0 52334
9.92518e+09 0.197328 0.249521 0.00268169 0 1 0 0.0320604 0.000360953 0 0.0633793 0 42822
1.57446e+10 0.242294 0.321273 0.00339876 0 1 0 0.0434993 0.000502718 0 0.0884576 0 35655
2.49346e+10 0.30705 0.432865 0.00438229 0 1 0 0.0615736 0.000692161 0 0.134088 0 29448
3.94924e+10 0.376638 0.559773 0.00540211 0 1 0 0.0853754 0.000924598 0.00913397 0.187626 0.00913397 24501
6.24248e+10 0.46151 0.7107 0.00667185 0 2 0 0.116228 0.00122964 0.0308862 0.245252 0.0308862 19122
9.79171e+10 0.550342 0.862667 0.00844272 1 1 1 0.156763 0.00171315 0.070246 0.29871 0.070246 12852
1.51356e+11 0.652746 1.02293 0.0128336 1 1 1 0.234021 0.00300943 0.154096 0.354124 0.1365 5627
2.34144e+11 0.760705 1.17884 0.0267862 1 1 1 0.384441 0.00703015 0.387912 0.281879 0.299862 1191
3.66965e+11 0.731544 1.04698 0.0701994 1 1 1 0.565797 0.0169502 0.617175 0.157855 0.277167 149
5.72194e+11 0.666667 0.666667 0.210819 1 0 1 0.808636 0.0247872 0.834623 0.0552509 0.102685 6
