#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.59279e+09 6.42775e+08 6.14339e+07 6.27305e+08 2.26108e+08 3.09325e+08 1.38995e+09 2.41006e+08 1.093e+09 7.81121e+08 4.81181e+08 21
1.463e+10 6.45575e+08 1.70036e+08 6.92559e+08 4.08466e+08 3.72655e+08 7.79623e+08 1.90011e+08 7.73094e+08 4.78397e+08 4.52279e+08 4
1.04989e+11 1.20332e+09 1.75846e+08 1.34763e+09 6.12893e+07 4.94216e+08 8.91433e+08 2.6238e+08 8.6689e+08 4.90773e+08 4.17144e+08 3
1.4639e+11 5.82483e+08 9.6296e+07 5.11041e+08 2.62052e+08 4.77275e+07 1.7895e+09 2.69539e+08 1.5541e+09 7.73094e+08 6.68901e+07 3
2.71189e+11 8.3885e+08 1.50286e+08 7.11799e+08 6.97119e+08 3.58161e+08 1.79877e+09 3.50834e+08 1.64153e+09 1.12505e+09 1.01199e+09 12
4.04148e+11 8.84011e+08 1.22653e+08 7.35943e+08 4.45617e+08 3.50954e+08 1.73871e+09 2.60617e+08 1.56521e+09 1.6243e+09 1.03434e+09 23
6.79867e+11 7.72173e+08 6.98807e+07 6.33798e+08 6.63658e+08 2.32241e+08 1.51814e+09 1.91736e+08 1.25149e+09 1.79585e+09 7.74562e+08 36
1.05087e+12 7.57096e+08 5.59731e+07 5.63628e+08 6.13804e+08 1.5996e+08 1.33391e+09 1.26402e+08 1.01337e+09 1.23923e+09 5.63628e+08 62
1.56519e+12 7.82667e+08 4.30478e+07 6.92559e+08 5.00609e+08 2.66809e+08 1.1269e+09 7.72287e+07 8.53413e+08 8.6689e+08 3.22537e+08 97
2.51323e+12 8.28429e+08 4.49765e+07 6.92559e+08 5.77999e+08 2.81509e+08 1.06534e+09 5.55839e+07 8.53413e+08 7.89499e+08 3.22537e+08 119
3.91875e+12 8.63184e+08 4.19449e+07 7.73094e+08 5.57248e+08 3.23348e+08 8.84313e+08 5.78997e+07 7.73094e+08 4.78397e+08 2.9328e+08 92
6.03843e+12 9.82467e+08 8.68093e+07 7.73094e+08 7.14118e+08 3.23348e+08 8.3042e+08 7.5855e+07 7.15606e+08 5.35884e+08 3.20062e+08 53
9.9051e+12 1.19684e+09 1.25587e+08 1.17237e+09 4.7054e+08 6.37648e+08 7.32954e+08 6.20744e+07 7.01746e+08 3.11628e+08 2.40371e+08 29
1.56697e+13 1.24425e+09 1.42841e+08 1.17237e+09 5.4793e+08 6.13441e+08 7.07455e+08 8.19512e+07 6.92559e+08 3.20815e+08 3.7772e+08 17
2.46702e+13 1.08863e+09 1.58775e+08 8.78042e+08 6.01472e+08 1.04948e+08 9.32982e+08 1.91294e+08 7.92119e+08 3.23348e+08 3.47833e+08 10
4.74739e+13 6.05711e+08 7.81504e+07 6.74828e+08 1.77306e+07 2.25083e+08 8.92742e+08 4.90689e+08 4.03668e+08 1.47045e+09 3.22886e+06 3
5.81912e+13 4.49746e+08 4.49746e+08 4.49746e+08 0 0 5.63628e+08 5.63628e+08 5.63628e+08 0 0 1
2.15588e+14 6.92559e+08 6.92559e+08 6.92559e+08 0 0 3.20815e+08 3.20815e+08 3.20815e+08 0 0 1
