#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
6.75727e+07 8.96792e+08 2.04233e+08 1.10102e+09 0 4.08466e+08 5.46954e+08 2.26139e+08 7.73094e+08 0 4.52279e+08 2
2.32914e+08 9.99357e+08 9.99357e+08 9.99357e+08 0 0 2.3272e+09 2.3272e+09 2.3272e+09 0 0 1
3.49859e+08 1.40892e+09 1.40892e+09 1.40892e+09 0 0 1.35766e+09 1.35766e+09 1.35766e+09 0 0 1
1.15742e+09 8.56898e+08 8.56898e+08 8.56898e+08 0 0 2.40139e+09 2.40139e+09 2.40139e+09 0 0 1
1.5069e+09 1.09101e+09 3.17912e+08 1.40892e+09 0 6.35825e+08 1.59782e+09 4.37136e+07 1.64153e+09 0 8.74272e+07 2
2.45747e+09 7.53848e+08 1.9637e+08 5.92175e+08 5.89384e+08 2.1685e+08 1.81458e+09 5.15995e+08 2.10229e+09 5.6818e+08 1.40974e+09 8
4.14374e+09 8.67827e+08 1.39433e+08 6.31703e+08 8.55508e+08 3.09166e+08 1.16128e+09 2.24145e+08 9.3351e+08 1.55267e+09 4.83764e+08 16
6.75204e+09 1.05322e+09 1.66768e+08 1.04532e+09 6.74986e+08 6.60329e+08 1.64538e+09 3.05198e+08 1.5221e+09 2.00606e+09 1.07235e+09 18
1.0133e+10 1.08272e+09 1.35954e+08 8.86535e+08 1.03484e+09 4.87256e+08 1.42956e+09 2.01641e+08 1.02774e+09 1.81049e+09 4.96868e+08 33
1.62835e+10 1.14995e+09 9.1604e+07 9.56335e+08 9.91511e+08 5.0659e+08 1.26699e+09 1.09221e+08 1.01337e+09 1.08892e+09 4.82497e+08 61
2.61604e+10 1.04474e+09 6.95821e+07 8.1165e+08 7.53563e+08 3.54316e+08 1.32392e+09 8.59638e+07 1.01337e+09 1.16426e+09 4.01557e+08 101
4.04135e+10 1.06248e+09 5.94936e+07 8.50804e+08 7.92109e+08 4.01058e+08 1.35214e+09 8.41543e+07 9.3351e+08 1.61544e+09 4.53696e+08 151
6.24544e+10 9.41556e+08 4.48877e+07 7.73094e+08 7.14118e+08 3.23348e+08 1.31192e+09 6.52052e+07 1.093e+09 1.15961e+09 5.34066e+08 157
9.87845e+10 1.01145e+09 5.55946e+07 7.81121e+08 7.84092e+08 3.31375e+08 1.39162e+09 8.14243e+07 1.08023e+09 1.32749e+09 4.68418e+08 137
1.52319e+11 1.04028e+09 6.80432e+07 8.53413e+08 7.11799e+08 4.03668e+08 1.25838e+09 1.01558e+08 8.53413e+08 1.46342e+09 3.90099e+08 102
2.37099e+11 1.27041e+09 1.15381e+08 9.64118e+08 1.36308e+09 4.33242e+08 9.73197e+08 1.16037e+08 7.73094e+08 3.19904e+08 3.23348e+08 54
3.82991e+11 1.19641e+09 2.08029e+08 1.02428e+09 1.00231e+09 4.63725e+08 7.82572e+08 2.39633e+08 6.11817e+08 1.61277e+08 2.92858e+08 13
5.51577e+11 2.11081e+09 3.27819e+08 2.43863e+09 0 6.55638e+08 6.52188e+08 4.03709e+07 6.92559e+08 0 8.07418e+07 2
