#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.75 - 12.25
#HM   Stats: 7.704410e+11 (median) + 3.788190e+11  / - 1.576470e+11
#SM   Stats: 1.750600e+10 (median) + 2.791560e+10  / - 1.037732e+10
#VMP  Stats: 2.065600e+02 (median) + 2.929001e+01  / - 1.961000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.066473e-09 (median) + 2.607245e-09  / - 1.149994e-09
sfh 0.055623 0 0 0 #avg: 5.21243e-05; avg_err: 5.21243e-05; sd: 0.00548396; counts: 11070
sfh 0.060123 0 0 0 #avg: 0.00128496; avg_err: 0.000453527; sd: 0.0477153; counts: 11070
sfh 0.062373 0 0 0 #avg: 0.00672079; avg_err: 0.00219068; sd: 0.23048; counts: 11070
sfh 0.064623 0 0 0 #avg: 0.0146932; avg_err: 0.0041219; sd: 0.433662; counts: 11070
sfh 0.066873 0 0 0 #avg: 0.0224252; avg_err: 0.00455977; sd: 0.47973; counts: 11070
sfh 0.069123 0 0 0 #avg: 0.0376826; avg_err: 0.00671886; sd: 0.706886; counts: 11070
sfh 0.071373 0 0 0 #avg: 0.0585453; avg_err: 0.00789061; sd: 0.830166; counts: 11070
sfh 0.073623 0 0 0 #avg: 0.094972; avg_err: 0.0145294; sd: 1.52863; counts: 11070
sfh 0.075873 0 0.00092692 0 #avg: 0.125159; avg_err: 0.013101; sd: 1.37835; counts: 11070
sfh 0.078123 0 0.0308804 0 #avg: 0.152034; avg_err: 0.0122148; sd: 1.28511; counts: 11070
sfh 0.080373 0 0.0854705 0 #avg: 0.165232; avg_err: 0.00907492; sd: 0.954766; counts: 11070
sfh 0.082623 0 0.148162 0 #avg: 0.175048; avg_err: 0.00824442; sd: 0.86739; counts: 11070
sfh 0.085998 0 0.257993 0 #avg: 0.241272; avg_err: 0.00916923; sd: 0.964689; counts: 11070
sfh 0.089373 0.00340091 0.357034 0.00340091 #avg: 0.309659; avg_err: 0.0115535; sd: 1.21553; counts: 11070
sfh 0.092748 0.020947 0.46435 0.020947 #avg: 0.390199; avg_err: 0.0146812; sd: 1.5446; counts: 11070
sfh 0.096123 0.0459856 0.562732 0.0459856 #avg: 0.502264; avg_err: 0.0233203; sd: 2.45351; counts: 11070
sfh 0.099498 0.0740384 0.622251 0.0740384 #avg: 0.60974; avg_err: 0.03525; sd: 3.70863; counts: 11070
sfh 0.102873 0.0992885 0.721321 0.0992885 #avg: 0.71201; avg_err: 0.0336017; sd: 3.53521; counts: 11070
sfh 0.106248 0.130094 0.869077 0.129641 #avg: 0.824973; avg_err: 0.0337745; sd: 3.55339; counts: 11070
sfh 0.109623 0.15729 1.01496 0.152006 #avg: 1.02679; avg_err: 0.0715238; sd: 7.52498; counts: 11070
sfh 0.112998 0.190771 1.19272 0.179158 #avg: 1.22584; avg_err: 0.103842; sd: 10.9251; counts: 11070
sfh 0.116373 0.226846 1.37814 0.209078 #avg: 1.50385; avg_err: 0.139529; sd: 14.6798; counts: 11070
sfh 0.119748 0.264209 1.60267 0.239371 #avg: 1.63199; avg_err: 0.117043; sd: 12.314; counts: 11070
sfh 0.123123 0.312934 1.75133 0.281771 #avg: 1.70607; avg_err: 0.0853025; sd: 8.97462; counts: 11070
