#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#mpeak range: 11.25 - 11.75
#HM   Stats: 2.619120e+11 (median) + 1.414700e+11  / - 6.426499e+10
#SM   Stats: 2.774140e+09 (median) + 6.125980e+09  / - 1.753430e+09
#VMP  Stats: 1.314000e+02 (median) + 1.971001e+01  / - 1.538999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 8.184365e-10 (median) + 5.906883e-10  / - 3.499152e-10
sfh 0.055623 0 0 0 #avg: 6.45552e-16; avg_err: 4.07702e-16; sd: 1.39354e-13; counts: 116831
sfh 0.060123 0 0 0 #avg: 1.07668e-14; avg_err: 3.85416e-15; sd: 1.31737e-12; counts: 116831
sfh 0.062373 0 0 0 #avg: 4.24812e-14; avg_err: 1.55156e-14; sd: 5.30329e-12; counts: 116831
sfh 0.064623 0 0 0 #avg: 9.73364e-14; avg_err: 2.41368e-14; sd: 8.25007e-12; counts: 116831
sfh 0.066873 0 0 0 #avg: 2.11023e-13; avg_err: 3.91115e-14; sd: 1.33685e-11; counts: 116831
sfh 0.069123 0 0 0 #avg: 3.99078e-13; avg_err: 6.52464e-14; sd: 2.23015e-11; counts: 116831
sfh 0.071373 0 0 0 #avg: 6.30715e-13; avg_err: 1.01969e-13; sd: 3.48533e-11; counts: 116831
sfh 0.073623 0 0 0 #avg: 8.80604e-13; avg_err: 6.4269e-14; sd: 2.19674e-11; counts: 116831
sfh 0.075873 0 0 0 #avg: 1.26014e-12; avg_err: 7.3828e-14; sd: 2.52347e-11; counts: 116831
sfh 0.078123 0 0 0 #avg: 1.92108e-12; avg_err: 8.63315e-14; sd: 2.95084e-11; counts: 116831
sfh 0.080373 0 0 0 #avg: 2.84936e-12; avg_err: 1.15815e-13; sd: 3.95859e-11; counts: 116831
sfh 0.082623 0 0 0 #avg: 3.69187e-12; avg_err: 1.50209e-13; sd: 5.13419e-11; counts: 116831
sfh 0.085998 0 0 0 #avg: 5.60564e-12; avg_err: 1.54557e-13; sd: 5.28282e-11; counts: 116831
sfh 0.089373 0 6.65849e-13 0 #avg: 7.62935e-12; avg_err: 1.63264e-13; sd: 5.58044e-11; counts: 116831
sfh 0.092748 0 4.28007e-12 0 #avg: 1.02331e-11; avg_err: 1.97679e-13; sd: 6.75676e-11; counts: 116831
sfh 0.096123 0 9.33455e-12 0 #avg: 1.28388e-11; avg_err: 1.89565e-13; sd: 6.47942e-11; counts: 116831
sfh 0.099498 0 1.59588e-11 0 #avg: 1.59217e-11; avg_err: 2.17115e-13; sd: 7.42109e-11; counts: 116831
sfh 0.102873 0 2.20865e-11 0 #avg: 1.89093e-11; avg_err: 2.39541e-13; sd: 8.18762e-11; counts: 116831
sfh 0.106248 2.64063e-13 2.8088e-11 2.64063e-13 #avg: 2.18738e-11; avg_err: 2.40454e-13; sd: 8.21883e-11; counts: 116831
sfh 0.109623 1.38506e-12 3.35353e-11 1.38506e-12 #avg: 2.48644e-11; avg_err: 2.47758e-13; sd: 8.46847e-11; counts: 116831
sfh 0.112998 2.85184e-12 3.76545e-11 2.85184e-12 #avg: 2.74903e-11; avg_err: 2.51739e-13; sd: 8.60453e-11; counts: 116831
