#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 7.75 - 8.25
#HM   Stats: 4.033820e+10 (median) + 1.936770e+10  / - 1.367640e+10
#SM   Stats: 9.258480e+07 (median) + 4.857619e+07  / - 2.747560e+07
#VMP  Stats: 6.173000e+01 (median) + 4.640003e+00  / - 4.220001e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.142785e-10 (median) + 2.588084e-10  / - 1.193020e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.071373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.073623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 971239
sfh 0.075873 0 0 0 #avg: 1.50181e-09; avg_err: 1.50181e-09; sd: 1.48006e-06; counts: 971239
sfh 0.078123 0 0 0 #avg: 9.7881e-08; avg_err: 6.00542e-08; sd: 5.91842e-05; counts: 971239
sfh 0.080373 0 0 0 #avg: 3.17741e-07; avg_err: 1.69133e-07; sd: 0.000166683; counts: 971239
sfh 0.082623 0 0 0 #avg: 5.67912e-07; avg_err: 2.04643e-07; sd: 0.000201679; counts: 971239
sfh 0.085998 0 0 0 #avg: 2.01933e-06; avg_err: 4.13872e-07; sd: 0.000407876; counts: 971239
sfh 0.089373 0 0 0 #avg: 4.79512e-06; avg_err: 7.19831e-07; sd: 0.000709403; counts: 971239
sfh 0.092748 0 0 0 #avg: 1.18174e-05; avg_err: 9.77869e-07; sd: 0.000963704; counts: 971239
sfh 0.096123 0 0 0 #avg: 2.30395e-05; avg_err: 1.47801e-06; sd: 0.0014566; counts: 971239
sfh 0.099498 0 0 0 #avg: 4.37e-05; avg_err: 1.80369e-06; sd: 0.00177757; counts: 971239
sfh 0.102873 0 0 0 #avg: 8.11933e-05; avg_err: 2.54904e-06; sd: 0.00251211; counts: 971239
sfh 0.106248 0 0 0 #avg: 0.000133572; avg_err: 3.20871e-06; sd: 0.00316223; counts: 971239
sfh 0.109623 0 0 0 #avg: 0.000201772; avg_err: 3.9322e-06; sd: 0.00387524; counts: 971239
sfh 0.112998 0 0 0 #avg: 0.000286232; avg_err: 4.39334e-06; sd: 0.0043297; counts: 971239
sfh 0.116373 0 0 0 #avg: 0.000370429; avg_err: 4.58471e-06; sd: 0.0045183; counts: 971239
sfh 0.119748 0 0 0 #avg: 0.00046512; avg_err: 5.13999e-06; sd: 0.00506553; counts: 971239
sfh 0.123123 0 0 0 #avg: 0.000575489; avg_err: 5.7691e-06; sd: 0.00568553; counts: 971239
sfh 0.126498 0 0 0 #avg: 0.000703921; avg_err: 6.14802e-06; sd: 0.00605896; counts: 971239
sfh 0.129873 0 0 0 #avg: 0.000873935; avg_err: 7.09486e-06; sd: 0.00699208; counts: 971239
sfh 0.133248 0 0 0 #avg: 0.00105597; avg_err: 7.1097e-06; sd: 0.00700671; counts: 971239
sfh 0.136623 0 0.000291427 0 #avg: 0.00126296; avg_err: 7.60357e-06; sd: 0.00749343; counts: 971239
sfh 0.141685 0 0.00100293 0 #avg: 0.00164847; avg_err: 9.36443e-06; sd: 0.00922878; counts: 971239
sfh 0.146748 0 0.00185352 0 #avg: 0.00207996; avg_err: 1.04778e-05; sd: 0.010326; counts: 971239
sfh 0.15181 0 0.00279427 0 #avg: 0.00255619; avg_err: 1.19694e-05; sd: 0.011796; counts: 971239
sfh 0.156873 0 0.00383964 0 #avg: 0.00307438; avg_err: 1.28512e-05; sd: 0.012665; counts: 971239
sfh 0.161935 0 0.00495776 0 #avg: 0.00356196; avg_err: 1.38851e-05; sd: 0.013684; counts: 971239
sfh 0.166998 9.31506e-05 0.00597103 9.31506e-05 #avg: 0.00404828; avg_err: 1.44488e-05; sd: 0.0142395; counts: 971239
sfh 0.17206 0.000303335 0.00656389 0.000303335 #avg: 0.00437122; avg_err: 1.43646e-05; sd: 0.0141565; counts: 971239
sfh 0.177123 0.000567871 0.00671883 0.000567871 #avg: 0.0045358; avg_err: 1.40579e-05; sd: 0.0138543; counts: 971239
sfh 0.182185 0.000843881 0.00678067 0.000843881 #avg: 0.00466468; avg_err: 1.36791e-05; sd: 0.0134809; counts: 971239
sfh 0.187248 0.00108436 0.00691233 0.00108436 #avg: 0.00487284; avg_err: 1.35411e-05; sd: 0.013345; counts: 971239
sfh 0.19231 0.00131689 0.00692818 0.00131689 #avg: 0.00507212; avg_err: 1.41428e-05; sd: 0.0139379; counts: 971239
