#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.16658e+09 1.05688e+09 1.58782e+06 7.94287e+08 9.29958e+08 4.24032e+08 2.16235e+09 2.88282e+06 1.74201e+09 2.14595e+09 1.02505e+09 267335
1.56507e+10 8.62185e+08 1.91948e+06 6.79528e+08 6.63141e+08 3.23255e+08 1.87521e+09 4.36293e+06 1.39649e+09 1.88396e+09 7.91253e+08 108767
2.46859e+10 8.29659e+08 2.30035e+06 6.05234e+08 6.76918e+08 2.54786e+08 1.72829e+09 5.30326e+06 1.28215e+09 1.75756e+09 6.76918e+08 72135
3.91974e+10 8.21588e+08 2.8002e+06 5.96767e+08 6.85385e+08 2.48749e+08 1.59568e+09 6.24458e+06 1.16825e+09 1.39422e+09 5.63017e+08 49433
6.23508e+10 8.53535e+08 3.46504e+06 6.05234e+08 7.58842e+08 2.5599e+08 1.54459e+09 7.16242e+06 1.16825e+09 1.27584e+09 5.63017e+08 36216
9.91369e+10 9.11145e+08 4.28518e+06 6.82122e+08 7.84193e+08 3.30476e+08 1.5528e+09 8.37882e+06 1.16825e+09 1.27584e+09 5.63017e+08 27865
1.57336e+11 9.73524e+08 5.21857e+06 6.99664e+08 9.0946e+08 3.43392e+08 1.60728e+09 9.56575e+06 1.16825e+09 1.39422e+09 5.63017e+08 22141
2.49357e+11 1.02998e+09 6.0774e+06 7.24166e+08 9.50428e+08 3.62548e+08 1.72092e+09 1.12018e+07 1.28215e+09 1.51821e+09 6.76918e+08 18635
3.95447e+11 1.13488e+09 7.3327e+06 8.2046e+08 1.06962e+09 4.46237e+08 1.86481e+09 1.28242e+07 1.39649e+09 1.64322e+09 7.91253e+08 15917
6.27146e+11 1.26465e+09 9.19828e+06 9.02545e+08 1.19543e+09 4.52999e+08 2.08725e+09 1.53096e+07 1.62642e+09 1.77491e+09 9.0946e+08 13759
9.92078e+11 1.40823e+09 1.14871e+07 9.68104e+08 1.41583e+09 5.09935e+08 2.39348e+09 1.8465e+07 1.85802e+09 2.15234e+09 1.14106e+09 11493
1.57076e+12 1.67781e+09 1.55624e+07 1.14293e+09 1.82184e+09 6.65012e+08 2.67099e+09 2.17205e+07 2.09125e+09 2.53496e+09 1.26213e+09 9478
2.46765e+12 2.0511e+09 2.21583e+07 1.33944e+09 2.54576e+09 7.72082e+08 2.85123e+09 2.48021e+07 2.30013e+09 2.80197e+09 1.47101e+09 7227
3.91827e+12 2.67e+09 3.55194e+07 1.66266e+09 3.73894e+09 1.05743e+09 2.70441e+09 2.91909e+07 2.20847e+09 2.66568e+09 1.37934e+09 4711
6.13741e+12 3.30527e+09 5.4423e+07 2.13278e+09 4.82916e+09 1.43312e+09 2.61956e+09 3.5363e+07 2.09125e+09 2.53496e+09 1.26213e+09 2760
9.7546e+12 4.01265e+09 8.13114e+07 2.97016e+09 5.10946e+09 2.25006e+09 2.31284e+09 4.31226e+07 1.85802e+09 2.15234e+09 1.12811e+09 1552
1.55901e+13 5.14096e+09 1.2652e+08 5.33135e+09 3.94552e+09 4.38961e+09 2.06919e+09 5.23254e+07 1.63253e+09 2.0115e+09 9.15567e+08 790
2.43294e+13 5.21766e+09 1.9922e+08 5.53937e+09 3.9542e+09 4.62164e+09 2.00825e+09 8.32431e+07 1.51125e+09 1.89008e+09 7.94287e+08 348
3.86582e+13 5.52661e+09 2.98324e+08 6.35636e+09 3.60538e+09 5.41463e+09 1.74888e+09 9.76704e+07 1.28215e+09 1.54196e+09 5.94923e+08 171
6.00785e+13 5.58868e+09 4.50285e+08 6.05989e+09 4.31367e+09 4.77774e+09 1.50408e+09 1.47994e+08 1.05478e+09 1.2713e+09 4.49546e+08 74
9.5459e+13 5.91611e+09 7.34803e+08 7.45519e+09 1.9576e+09 6.51345e+09 1.37606e+09 1.2403e+08 1.28215e+09 6.92286e+08 4.53027e+08 26
1.61659e+14 6.67424e+09 1.18732e+09 7.88776e+09 3.0644e+09 6.58588e+09 1.7408e+09 4.05313e+08 1.28215e+09 1.39907e+09 5.65192e+08 11
2.41805e+14 7.12598e+09 2.09814e+09 9.21138e+09 2.56991e+09 6.88529e+09 1.21193e+09 1.85285e+08 1.37544e+09 2.50981e+08 6.04806e+08 4
3.85187e+14 7.31235e+09 4.0775e+09 1.13898e+10 0 8.15499e+09 3.51773e+09 3.12629e+09 6.64402e+09 0 6.25258e+09 2
5.06765e+14 1.16825e+09 1.16825e+09 1.16825e+09 0 0 3.42996e+08 3.42996e+08 3.42996e+08 0 0 1
