#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.57758e+09 4.92974e+08 6.65432e+06 4.2435e+08 2.20541e+08 1.03535e+08 2.71987e+09 5.01071e+07 3.59426e+09 6.87579e+08 2.82117e+09 986
1.60973e+10 4.66607e+08 6.73757e+06 4.01037e+08 2.12348e+08 8.25871e+07 3.79133e+09 3.78377e+07 4.10191e+09 4.10865e+08 7.75354e+08 772
2.50973e+10 4.65709e+08 6.60332e+06 4.05994e+08 1.99157e+08 8.28467e+07 4.16351e+09 2.14803e+07 4.28184e+09 3.95991e+08 4.9269e+08 821
3.96335e+10 4.63034e+08 6.79984e+06 3.90856e+08 2.09009e+08 6.82307e+07 4.20027e+09 1.92053e+07 4.34047e+09 3.37367e+08 6.15695e+08 811
6.34784e+10 4.85052e+08 7.62222e+06 4.07939e+08 2.51894e+08 8.6086e+07 4.09452e+09 2.2492e+07 4.28184e+09 3.95991e+08 8.20345e+08 845
1.0024e+11 5.40565e+08 9.57436e+06 4.46348e+08 2.99855e+08 1.18589e+08 3.85098e+09 2.64324e+07 3.97868e+09 6.44891e+08 7.89168e+08 948
1.58895e+11 5.61791e+08 9.50379e+06 4.51982e+08 3.45858e+08 1.27202e+08 3.62531e+09 2.84608e+07 3.85294e+09 6.59833e+08 1.08636e+09 1057
2.50223e+11 6.06336e+08 1.12333e+07 4.81314e+08 3.86298e+08 1.50834e+08 3.25264e+09 3.45972e+07 3.59426e+09 8.0477e+08 1.72015e+09 1137
3.99888e+11 6.30101e+08 1.0905e+07 4.88316e+08 4.3979e+08 1.55824e+08 2.73622e+09 3.64252e+07 2.90944e+09 1.19246e+09 1.81645e+09 1276
6.34994e+11 6.71353e+08 1.07132e+07 5.39375e+08 4.9172e+08 1.95531e+08 2.19792e+09 3.40189e+07 2.02659e+09 1.69818e+09 1.33403e+09 1409
9.98828e+11 6.73072e+08 1.01545e+07 5.45884e+08 4.76687e+08 2.21104e+08 1.66614e+09 2.79013e+07 1.33034e+09 1.64984e+09 7.18525e+08 1587
1.57313e+12 7.29583e+08 1.19698e+07 5.88944e+08 5.12081e+08 2.15546e+08 1.36615e+09 2.56327e+07 1.01337e+09 1.31382e+09 4.82497e+08 1384
2.42042e+12 7.84528e+08 1.65382e+07 6.41496e+08 5.44061e+08 2.5304e+08 1.11109e+09 2.5098e+07 8.53413e+08 8.6689e+08 3.22537e+08 821
3.83819e+12 8.29348e+08 2.59155e+07 7.1636e+08 6.13982e+08 3.19528e+08 9.95108e+08 3.6166e+07 7.73094e+08 7.14118e+08 2.42217e+08 314
6.12944e+12 9.54147e+08 5.67696e+07 7.71952e+08 7.9326e+08 3.49024e+08 8.52606e+08 4.74118e+07 7.15606e+08 5.35884e+08 2.65861e+08 122
1.00198e+13 9.9988e+08 7.32902e+07 8.80596e+08 6.84617e+08 4.06758e+08 7.51149e+08 4.95969e+07 6.43252e+08 3.70122e+08 1.79938e+08 61
1.58637e+13 1.15163e+09 1.03821e+08 1.17237e+09 5.4793e+08 6.92559e+08 7.46863e+08 7.91257e+07 6.11817e+08 4.01557e+08 2.08149e+08 29
2.37059e+13 1.13761e+09 1.37888e+08 9.59173e+08 1.06663e+09 3.5228e+08 9.239e+08 1.18225e+08 8.53413e+08 2.62054e+08 4.03668e+08 20
3.87951e+13 7.95641e+08 1.59847e+08 6.33798e+08 7.90575e+08 3.11261e+08 7.80788e+08 1.34493e+08 5.30876e+08 6.41496e+08 1.27209e+08 11
6.03833e+13 9.58192e+08 3.2801e+08 8.53413e+08 7.18004e+08 4.03668e+08 4.71155e+08 7.66828e+07 5.30876e+08 3.27517e+07 2.11917e+08 3
8.06595e+13 3.21626e+08 1.72203e+06 3.23348e+08 0 3.44406e+06 6.1142e+08 1.61674e+08 7.73094e+08 0 3.23348e+08 2
2.15588e+14 6.92559e+08 6.92559e+08 6.92559e+08 0 0 3.20815e+08 3.20815e+08 3.20815e+08 0 0 1
