#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.01799e+07 5.70935e+08 7.29081e+06 4.77585e+08 3.37621e+08 1.45296e+08 1.28096e+09 1.3187e+07 1.26943e+09 6.03326e+08 5.94649e+08 1507
1.58467e+08 5.78349e+08 1.07212e+07 4.9269e+08 3.27656e+08 1.54042e+08 1.21788e+09 1.93626e+07 1.20565e+09 5.51314e+08 5.30864e+08 695
2.52271e+08 5.72997e+08 1.01224e+07 4.7771e+08 3.57617e+08 1.44458e+08 1.16595e+09 1.88647e+07 1.0763e+09 6.80662e+08 4.01517e+08 730
3.97513e+08 5.8807e+08 1.0565e+07 5.0879e+08 3.36694e+08 1.67512e+08 1.12175e+09 1.87855e+07 1.0763e+09 6.22037e+08 4.70296e+08 705
6.34607e+08 5.91903e+08 1.12462e+07 4.97185e+08 3.81785e+08 1.58537e+08 1.06989e+09 1.95521e+07 1.01076e+09 6.28269e+08 4.74045e+08 650
9.81817e+08 6.13053e+08 1.2391e+07 5.43816e+08 3.21853e+08 1.99972e+08 1.06478e+09 2.07767e+07 1.01076e+09 5.68287e+08 4.74045e+08 547
1.56185e+09 5.7162e+08 1.31648e+07 5.07642e+08 2.97128e+08 1.7439e+08 1.04019e+09 2.2719e+07 9.44654e+08 5.73748e+08 3.38648e+08 443
2.51784e+09 6.00704e+08 1.57425e+07 4.97762e+08 3.9092e+08 1.59114e+08 9.87739e+08 2.62512e+07 8.77994e+08 6.40409e+08 4.1105e+08 349
4.05495e+09 5.89138e+08 1.61669e+07 5.0218e+08 3.50786e+08 1.47823e+08 1.01515e+09 3.03875e+07 9.44654e+08 5.73748e+08 4.07939e+08 268
6.22082e+09 5.742e+08 1.95791e+07 4.66483e+08 3.79001e+08 1.22638e+08 9.81411e+08 3.23284e+07 9.44654e+08 4.5052e+08 4.07939e+08 193
9.90009e+09 5.58786e+08 1.83724e+07 4.9269e+08 2.89633e+08 1.55323e+08 9.80931e+08 3.95078e+07 8.77994e+08 5.79115e+08 4.1105e+08 165
1.5577e+10 5.80277e+08 2.32338e+07 5.17181e+08 3.60812e+08 1.81206e+08 9.19666e+08 3.76353e+07 8.77994e+08 4.54619e+08 4.1105e+08 122
2.52155e+10 6.28534e+08 3.48028e+07 5.39586e+08 4.50578e+08 1.98308e+08 9.3313e+08 5.51436e+07 7.43049e+08 7.14059e+08 2.76105e+08 81
3.90121e+10 5.61424e+08 3.18359e+07 4.7771e+08 3.46361e+08 1.33866e+08 7.94704e+08 4.95438e+07 6.74785e+08 5.30864e+08 2.07841e+08 61
6.26294e+10 6.02785e+08 3.9122e+07 5.17828e+08 4.88723e+08 1.63471e+08 8.50589e+08 5.33791e+07 8.10788e+08 4.58646e+08 4.50623e+08 50
9.68311e+10 5.40915e+08 4.87803e+07 4.46348e+08 4.38368e+08 1.077e+08 9.69003e+08 9.55647e+07 8.77994e+08 6.40409e+08 4.1105e+08 24
1.54944e+11 5.3648e+08 8.2302e+07 5.12454e+08 1.69662e+08 1.49402e+08 1.20762e+09 1.86293e+08 1.0763e+09 4.42101e+08 2.65513e+08 7
2.31076e+11 3.54089e+08 4.62126e+07 3.12754e+08 1.33594e+08 9.58934e+06 1.20386e+09 1.10974e+08 1.20565e+09 1.89526e+08 1.94889e+08 3
