#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.73288e+07 1 0 2.74755e+08 1.07813e+08 0 6.92559e+08 0 0.262027 0.0334169 0.228808 0.206981 0.0742112 0.316885 0.0302257 0.32591 0.111795 0.13938 0.38419 0.0297679 0.439621 0.0276424 0.191677 12
1.5986e+08 1 0 1.18293e+09 4.96077e+08 6.11817e+08 3.11295e+09 6.11817e+08 0.258976 0.0402025 0.23905 0.216603 0.103528 0.340303 0.0333912 0.366011 0.126585 0.141418 0.387412 0.0297274 0.420731 0.0746091 0.168703 12
2.6104e+08 1 0 1.02961e+09 2.37743e+08 4.49746e+08 2.02581e+09 4.49746e+08 0.237754 0.0164365 0.227671 0.091433 0.0600948 0.317989 0.0136465 0.314309 0.0714711 0.0513364 0.391291 0.0124514 0.414161 0.0447727 0.0866524 32
4.04142e+08 1 0 1.24992e+09 2.01699e+08 6.11817e+08 2.71474e+09 6.11817e+08 0.202741 0.0101609 0.184633 0.083774 0.0447527 0.280729 0.00977715 0.275872 0.0943691 0.0717583 0.36649 0.0119424 0.397191 0.0501443 0.145081 56
6.60289e+08 1 0 1.06036e+09 1.03638e+08 6.92559e+08 1.63464e+09 6.92559e+08 0.209089 0.00600823 0.20079 0.0529615 0.0561716 0.302643 0.0057229 0.299586 0.0726987 0.0585088 0.395859 0.00601095 0.417376 0.0436272 0.0877304 146
1.01876e+09 1 0 1.01573e+09 7.26397e+07 6.11817e+08 1.64079e+09 6.11817e+08 0.212143 0.00374659 0.203996 0.0620539 0.0436134 0.298016 0.00387663 0.298706 0.0613405 0.0655067 0.397226 0.0041007 0.415496 0.0415418 0.0847976 281
1.60661e+09 1 0 1.20967e+09 5.35936e+07 8.53413e+08 1.84106e+09 8.53413e+08 0.204538 0.00241177 0.20244 0.0534266 0.0502269 0.304256 0.00284684 0.305364 0.0685678 0.0700311 0.393951 0.003139 0.417539 0.043451 0.11147 547
2.56796e+09 1 0 1.13627e+09 3.85463e+07 7.73094e+08 1.6283e+09 7.73094e+08 0.218546 0.00197684 0.213893 0.0606002 0.0540013 0.31659 0.00216494 0.321333 0.0622137 0.073199 0.400702 0.00234889 0.42285 0.0415521 0.0997159 893
4.07522e+09 1 0 1.18014e+09 3.19473e+07 8.53413e+08 1.54798e+09 8.53413e+08 0.222927 0.00157142 0.220838 0.0585526 0.0566891 0.323303 0.0017924 0.330516 0.0581457 0.0752411 0.402056 0.00186774 0.424912 0.0390009 0.0944211 1366
6.39068e+09 1 0 1.30081e+09 2.6906e+07 1.01337e+09 1.60855e+09 1.01337e+09 0.227907 0.00136254 0.223713 0.0619965 0.0547324 0.324765 0.00151131 0.330916 0.0612415 0.0770084 0.397271 0.00155733 0.416139 0.045155 0.0945801 1915
