#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.81044e+09 0.198047 0.225182 0.00122152 0 1 0 0.167899 0.000348933 0.135027 0.169182 0.0977288 156180
1.58502e+10 0.20059 0.230417 0.00143799 0 1 0 0.149319 0.00035142 0.121137 0.146017 0.0875724 117309
2.49756e+10 0.191363 0.218888 0.00146262 0 1 0 0.148149 0.000355662 0.122631 0.140138 0.0850928 108375
3.94594e+10 0.179365 0.203513 0.00151774 0 1 0 0.153216 0.000387604 0.129113 0.141401 0.090534 93134
6.26016e+10 0.174826 0.195967 0.001616 0 1 0 0.166381 0.000435837 0.144344 0.144783 0.0981005 77952
9.90796e+10 0.177249 0.197582 0.0017762 0 1 0 0.181047 0.000493563 0.16217 0.148523 0.10812 64181
1.56481e+11 0.189388 0.213017 0.0021354 0 1 0 0.199337 0.000600205 0.183899 0.150437 0.1207 47907
2.47713e+11 0.214842 0.244155 0.00272887 0 1 0 0.221621 0.000763858 0.20923 0.160053 0.137274 33364
3.92387e+11 0.249095 0.291868 0.00362353 0 1 0 0.252058 0.000992595 0.240715 0.172967 0.152559 22935
6.2045e+11 0.307817 0.376666 0.00494089 0 1 0 0.28927 0.00131001 0.281457 0.181669 0.173789 15977
9.84644e+11 0.379404 0.492075 0.00685841 0 1 0 0.344101 0.00175541 0.341314 0.196664 0.202081 11041
1.55588e+12 0.466298 0.639723 0.00951083 0 1 0 0.406608 0.00235391 0.414706 0.206049 0.234659 7225
2.46621e+12 0.511878 0.741582 0.012664 1 1 1 0.483244 0.00297238 0.509084 0.185587 0.25949 4841
3.92672e+12 0.509835 0.738261 0.0156323 1 1 1 0.560104 0.00355329 0.597761 0.154065 0.261265 3152
6.20266e+12 0.457953 0.66616 0.0195922 0 1 0 0.626949 0.00414843 0.677903 0.111983 0.252266 1974
9.81555e+12 0.377543 0.52319 0.022002 0 1 0 0.701461 0.00433402 0.734999 0.0970889 0.170067 1229
1.5565e+13 0.389323 0.53125 0.027922 0 1 0 0.723258 0.00537591 0.756891 0.0900592 0.151321 768
2.4815e+13 0.314149 0.405276 0.0329648 0 1 0 0.768938 0.00540583 0.779683 0.0822133 0.0914419 417
3.85586e+13 0.272358 0.325203 0.0382077 0 1 0 0.794985 0.00732431 0.816023 0.0713149 0.0906911 246
6.1368e+13 0.309677 0.387097 0.0520925 0 1 0 0.79459 0.0080848 0.819629 0.0573359 0.111499 155
9.85224e+13 0.25974 0.311688 0.0647297 0 1 0 0.800934 0.0137163 0.830478 0.0606687 0.119925 77
1.53276e+14 0.25 0.277778 0.0855525 0 1 0 0.844143 0.00977168 0.844631 0.0690417 0.0412951 36
2.44446e+14 0.142857 0.142857 0.0970523 0 0 0 0.879561 0.0127011 0.877188 0.0491737 0.0398211 14
3.34412e+14 0 0 0 0 0 0 0.727051 0.727051 0.727051 0 0 1
7.53676e+14 0 0 0 0 0 0 0.897917 0.897917 0.897917 0 0 1
