#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.03661e+09 0.0425532 0.0425532 0.0131952 0 0 0 0.113265 0.00666135 0.0862316 0.100319 0.0602207 235
1.57051e+10 0.0625 0.0625 0.0625 0 0 0 0.146313 0.0385755 0.116646 0.175709 0.0921945 16
2.42343e+10 0 0 0 0 0 0 0.157825 0.139144 0.022537 0.691449 0.0149464 5
4.42336e+10 0 0 0 0 0 0 0.266491 0.143795 0.183396 0.500188 0.159649 4
6.7434e+10 0.0833333 0.0833333 0.0576303 0 0 0 0.160483 0.0295922 0.0886718 0.25625 0.0511439 24
1.06798e+11 0.121622 0.121622 0.0382547 0 0 0 0.142823 0.0173744 0.0718861 0.238354 0.0635704 74
1.65609e+11 0.121951 0.138211 0.0202987 0 0 0 0.140959 0.00805155 0.0848275 0.17171 0.0621839 369
2.62808e+11 0.149613 0.159071 0.0114629 0 0 0 0.154998 0.0045659 0.100268 0.196393 0.077045 1163
4.11377e+11 0.125243 0.13303 0.00656663 0 0 0 0.170649 0.00283074 0.123403 0.205506 0.0982205 3082
6.46674e+11 0.120947 0.129179 0.00465463 0 0 0 0.189237 0.00206037 0.145178 0.206414 0.106711 5953
1.01332e+12 0.104721 0.110875 0.0034401 0 0 0 0.1958 0.00161397 0.157022 0.201344 0.117247 9425
1.59627e+12 0.104452 0.10967 0.00292559 0 0 0 0.207914 0.0013586 0.176167 0.190201 0.122641 12647
2.4991e+12 0.0928092 0.0972547 0.00274836 0 0 0 0.237565 0.00135708 0.214725 0.181275 0.133181 12822
3.9332e+12 0.0877541 0.0915221 0.00299877 0 0 0 0.278447 0.0015885 0.260789 0.183676 0.149202 10085
6.19691e+12 0.0781274 0.080476 0.00351046 0 0 0 0.311705 0.00204141 0.306852 0.175655 0.168991 6387
9.81372e+12 0.0730453 0.0748457 0.00432904 0 0 0 0.336347 0.0026093 0.336109 0.170881 0.179825 3888
1.55638e+13 0.0849013 0.0876549 0.00626469 0 0 0 0.335293 0.00354237 0.339943 0.170436 0.198376 2179
2.45923e+13 0.0859445 0.0859445 0.00839002 0 0 0 0.33968 0.00507604 0.347042 0.171966 0.193609 1117
3.85926e+13 0.0930233 0.0963455 0.0124868 0 0 0 0.314452 0.00693457 0.311038 0.180839 0.187868 602
6.07608e+13 0.0752688 0.0752688 0.0158231 0 0 0 0.304727 0.0103705 0.307392 0.184242 0.197722 279
9.52186e+13 0.0634921 0.0634921 0.0218102 0 0 0 0.284991 0.0137753 0.277261 0.173669 0.167288 126
1.41154e+14 0.0652174 0.0652174 0.036807 0 0 0 0.234955 0.025412 0.195459 0.188147 0.130234 46
2.35974e+14 0 0 0 0 0 0 0.144154 0.036184 0.108849 0.14595 0.0867838 10
6.03436e+14 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
