#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.13247e+09 0.000246256 0.000248334 1.61953e-05 0 0 0 9.88835e-05 2.49581e-06 0 0 0 962412
1.58024e+10 0.000492995 0.000495058 3.20809e-05 0 0 0 0.000229196 4.85965e-06 0 0 0 484792
2.4919e+10 0.00086119 0.000863589 4.56218e-05 0 0 0 0.000418018 6.89853e-06 0 0 0 416865
3.93489e+10 0.00136062 0.00136657 6.40201e-05 0 0 0 0.000650839 9.686e-06 0 0 0 335877
6.2202e+10 0.00203153 0.00205925 9.14201e-05 0 0 0 0.000932291 1.41255e-05 0 0 0 252519
9.81433e+10 0.00400986 0.00406479 0.000159306 0 0 0 0.00147856 2.50437e-05 0 0 0 163846
1.55492e+11 0.00754042 0.00776399 0.000287806 0 0 0 0.00248552 4.71819e-05 0 0 0 98403
2.45964e+11 0.0138512 0.0146408 0.000525821 0 0 0 0.00428792 9.31004e-05 0 0 0 58262
3.89012e+11 0.0259485 0.0274624 0.00094985 0 0 0 0.00813535 0.000181052 0 0 0 33027
6.11024e+11 0.0489239 0.0523795 0.00185158 0 0 0 0.0153308 0.000376653 0 0.0193018 0 16495
9.61736e+11 0.0786928 0.0854338 0.00368774 0 0 0 0.0252191 0.000750376 0 0.046212 0 6824
1.5105e+12 0.120429 0.12628 0.00774628 0 0 0 0.0451425 0.00190493 0 0.100133 0 2051
2.3648e+12 0.169312 0.19224 0.0188512 0 1 0 0.0659891 0.00445422 0.0146758 0.143724 0.0146758 567
3.79309e+12 0.278195 0.338346 0.0521657 0 1 0 0.0898191 0.0108561 0.0300094 0.201028 0.0300094 133
6.09019e+12 0.365854 0.439024 0.0990736 0 1 0 0.193598 0.0313338 0.103372 0.333142 0.103372 41
1.00727e+13 0.3 0.3 0.152753 0 1 0 0.135807 0.0496417 0.0598033 0.279968 0.0598033 10
1.45512e+13 0.333333 0.5 0.341565 0 2 0 0.195994 0.0651968 0.20915 0.257585 0.20915 6
2.31131e+13 0.8 0.8 0.2 1 0 1 0.395098 0.122264 0.53405 0.0821244 0.518463 5
3.31471e+13 0 0 0 0 0 0 0 0 0 0 0 1
