#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.27353e+09 1.15388e+09 1.10924e+07 8.65372e+08 9.92647e+08 3.89601e+08 1.51747e+09 1.56278e+07 1.05478e+09 1.55909e+09 4.83141e+08 5666
1.5709e+10 1.03044e+09 1.44944e+07 8.03239e+08 8.23181e+08 3.48486e+08 1.40793e+09 2.07664e+07 1.05478e+09 1.34316e+09 5.60837e+08 2708
2.49135e+10 9.91416e+08 1.55793e+07 7.1696e+08 8.26346e+08 2.65669e+08 1.28655e+09 2.29208e+07 9.41735e+08 1.12679e+09 4.47792e+08 2157
3.92994e+10 9.67933e+08 1.72198e+07 7.1696e+08 7.94287e+08 3.45379e+08 1.24404e+09 2.49611e+07 9.23002e+08 1.05512e+09 4.29059e+08 1692
6.25436e+10 1.03591e+09 2.1076e+07 7.1696e+08 1.01638e+09 2.67414e+08 1.15618e+09 2.53209e+07 8.29125e+08 9.12884e+08 3.35182e+08 1365
9.91061e+10 1.06017e+09 2.39309e+07 8.17669e+08 9.2434e+08 3.64642e+08 1.16656e+09 2.89803e+07 8.29125e+08 1.02889e+09 3.35182e+08 1074
1.56886e+11 1.12315e+09 2.88851e+07 8.29125e+08 9.22484e+08 3.4766e+08 1.18203e+09 3.45987e+07 9.02545e+08 9.55474e+08 4.08602e+08 836
2.48192e+11 1.16357e+09 3.17967e+07 9.02545e+08 1.06172e+09 4.47792e+08 1.28184e+09 3.94106e+07 9.41735e+08 1.0327e+09 4.47792e+08 766
3.93239e+11 1.36067e+09 3.97609e+07 1.05478e+09 1.2713e+09 5.60837e+08 1.45495e+09 5.48265e+07 1.05478e+09 1.2713e+09 5.60837e+08 658
6.28051e+11 1.47154e+09 5.2268e+07 1.05478e+09 1.38931e+09 5.60837e+08 1.54441e+09 6.49844e+07 1.13248e+09 1.31047e+09 6.38534e+08 551
1.00735e+12 1.66542e+09 6.31589e+07 1.16825e+09 1.75161e+09 6.74308e+08 1.79092e+09 7.78536e+07 1.16825e+09 1.77812e+09 6.74308e+08 515
1.58421e+12 1.93417e+09 7.45055e+07 1.24807e+09 2.39596e+09 6.61997e+08 2.05095e+09 8.34448e+07 1.39649e+09 2.17495e+09 7.91253e+08 524
2.49744e+12 2.19342e+09 8.70645e+07 1.46631e+09 2.66671e+09 8.61081e+08 2.37041e+09 8.58401e+07 1.82165e+09 2.31137e+09 1.10469e+09 497
3.94815e+12 2.30683e+09 1.03234e+08 1.39649e+09 2.98266e+09 8.12413e+08 2.35633e+09 9.06539e+07 1.74201e+09 2.51395e+09 1.13677e+09 466
6.16897e+12 2.66425e+09 1.37911e+08 1.65403e+09 3.79839e+09 1.04879e+09 2.22422e+09 9.46906e+07 1.76342e+09 2.04493e+09 1.04646e+09 338
9.83696e+12 3.49135e+09 1.98047e+08 2.09125e+09 5.49823e+09 1.37429e+09 2.02324e+09 1.01302e+08 1.51125e+09 2.37672e+09 9.06013e+08 237
1.59996e+13 3.78181e+09 2.60831e+08 2.44409e+09 5.60774e+09 1.61496e+09 1.9782e+09 1.24548e+08 1.41329e+09 2.23074e+09 8.08053e+08 152
2.43746e+13 4.861e+09 4.06325e+08 4.25596e+09 4.63237e+09 3.42684e+09 1.51255e+09 1.54914e+08 1.05478e+09 1.38931e+09 5.60837e+08 79
3.79733e+13 5.10354e+09 5.9651e+08 4.50257e+09 5.84128e+09 3.69933e+09 1.5144e+09 1.89005e+08 1.05478e+09 1.90999e+09 4.94809e+08 48
6.02743e+13 4.96602e+09 6.09771e+08 4.81376e+09 4.60181e+09 3.53161e+09 1.31835e+09 1.77403e+08 1.05478e+09 1.26797e+09 6.08432e+08 35
9.67544e+13 5.15364e+09 1.14269e+09 6.7274e+09 2.13166e+09 5.89828e+09 1.16656e+09 1.55484e+08 1.04532e+09 6.96692e+08 2.94955e+08 13
1.55469e+14 6.15194e+09 8.83439e+08 5.56966e+09 2.3181e+09 5.71267e+08 2.40893e+09 1.4328e+09 1.14496e+09 4.12318e+09 3.3127e+08 3
2.2474e+14 6.43085e+09 2.79964e+09 5.18518e+09 6.59611e+09 2.8591e+09 1.07377e+09 1.74594e+08 1.07524e+09 3.00197e+08 3.04609e+08 3
3.16471e+14 1.13898e+10 1.13898e+10 1.13898e+10 0 0 3.91441e+08 3.91441e+08 3.91441e+08 0 0 1
