#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.28333 - 2.45
#HM   Stats: 3.102940e+12 (median) + 1.867650e+12  / - 1.038230e+12
#SM   Stats: 8.225050e+10 (median) + 7.253051e+10  / - 4.302490e+10
#VMP  Stats: 2.238000e+02 (median) + 3.468001e+01  / - 2.302000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.241683e-12 (median) + 3.869508e-12  / - 1.451172e-12
sfh 0.055623 0 0 0 #avg: 3.53339e-09; avg_err: 3.53339e-09; sd: 5.12158e-07; counts: 21011
sfh 0.060123 0 0 0 #avg: 0.00269418; avg_err: 0.00124088; sd: 0.179864; counts: 21011
sfh 0.062373 0 0 0 #avg: 0.00837368; avg_err: 0.00296496; sd: 0.429766; counts: 21011
sfh 0.064623 0 0 0 #avg: 0.011567; avg_err: 0.00363177; sd: 0.526419; counts: 21011
sfh 0.066873 0 0 0 #avg: 0.02145; avg_err: 0.00700883; sd: 1.01592; counts: 21011
sfh 0.069123 0 0 0 #avg: 0.030361; avg_err: 0.00475808; sd: 0.689676; counts: 21011
sfh 0.071373 0 0 0 #avg: 0.0391647; avg_err: 0.00379265; sd: 0.549738; counts: 21011
sfh 0.073623 0 0 0 #avg: 0.0564436; avg_err: 0.00371654; sd: 0.538706; counts: 21011
sfh 0.075873 0 0 0 #avg: 0.0828172; avg_err: 0.00535928; sd: 0.776818; counts: 21011
sfh 0.078123 0 0.0218872 0 #avg: 0.112446; avg_err: 0.00726897; sd: 1.05362; counts: 21011
sfh 0.080373 0 0.068096 0 #avg: 0.137564; avg_err: 0.00580835; sd: 0.84191; counts: 21011
sfh 0.082623 0 0.126731 0 #avg: 0.149449; avg_err: 0.00569339; sd: 0.825247; counts: 21011
sfh 0.085998 0 0.246188 0 #avg: 0.218447; avg_err: 0.0070237; sd: 1.01807; counts: 21011
sfh 0.089373 0.013048 0.34836 0.013048 #avg: 0.274291; avg_err: 0.00721052; sd: 1.04515; counts: 21011
sfh 0.092748 0.0423567 0.426287 0.0423567 #avg: 0.355332; avg_err: 0.0120312; sd: 1.7439; counts: 21011
sfh 0.096123 0.0803933 0.509822 0.0803933 #avg: 0.42014; avg_err: 0.0142973; sd: 2.07237; counts: 21011
sfh 0.099498 0.124314 0.565762 0.12227 #avg: 0.47378; avg_err: 0.0102839; sd: 1.49063; counts: 21011
sfh 0.102873 0.164165 0.644681 0.153053 #avg: 0.559064; avg_err: 0.0117328; sd: 1.70065; counts: 21011
sfh 0.106248 0.19994 0.734857 0.176706 #avg: 0.659786; avg_err: 0.0150637; sd: 2.18345; counts: 21011
sfh 0.109623 0.243841 0.844569 0.207038 #avg: 0.753867; avg_err: 0.0141896; sd: 2.05677; counts: 21011
sfh 0.112998 0.287567 0.942703 0.237309 #avg: 0.870691; avg_err: 0.0180037; sd: 2.6096; counts: 21011
sfh 0.116373 0.324474 1.07021 0.261107 #avg: 0.984242; avg_err: 0.0220303; sd: 3.19325; counts: 21011
sfh 0.119748 0.367096 1.22043 0.289813 #avg: 1.09244; avg_err: 0.0224994; sd: 3.26124; counts: 21011
sfh 0.123123 0.417976 1.32096 0.32664 #avg: 1.20017; avg_err: 0.0223438; sd: 3.2387; counts: 21011
sfh 0.126498 0.472776 1.44389 0.364684 #avg: 1.31545; avg_err: 0.0248904; sd: 3.60781; counts: 21011
sfh 0.129873 0.534729 1.57178 0.409198 #avg: 1.4361; avg_err: 0.0249819; sd: 3.62108; counts: 21011
sfh 0.133248 0.596491 1.73902 0.451516 #avg: 1.58784; avg_err: 0.0301922; sd: 4.37631; counts: 21011
sfh 0.136623 0.665052 1.90619 0.499692 #avg: 1.74539; avg_err: 0.0421619; sd: 6.11129; counts: 21011
sfh 0.141685 0.773149 2.2289 0.577865 #avg: 1.92654; avg_err: 0.031025; sd: 4.49703; counts: 21011
sfh 0.146748 0.883238 2.40165 0.650069 #avg: 2.17186; avg_err: 0.0456302; sd: 6.61402; counts: 21011
sfh 0.15181 1.00152 2.69599 0.731428 #avg: 2.4232; avg_err: 0.0373559; sd: 5.41467; counts: 21011
sfh 0.156873 1.11803 2.94873 0.805603 #avg: 2.72446; avg_err: 0.04917; sd: 7.1271; counts: 21011
sfh 0.161935 1.24511 3.25817 0.895754 #avg: 2.99437; avg_err: 0.0490412; sd: 7.10843; counts: 21011
sfh 0.166998 1.39536 3.61881 0.997216 #avg: 3.33221; avg_err: 0.0495614; sd: 7.18384; counts: 21011
sfh 0.17206 1.54995 3.98442 1.11261 #avg: 3.67057; avg_err: 0.0566833; sd: 8.21615; counts: 21011
sfh 0.177123 1.71136 4.35589 1.23098 #avg: 3.98501; avg_err: 0.0661916; sd: 9.59435; counts: 21011
sfh 0.182185 1.8764 4.78799 1.33916 #avg: 4.33771; avg_err: 0.0666337; sd: 9.65844; counts: 21011
sfh 0.187248 2.03045 5.18936 1.44428 #avg: 4.69283; avg_err: 0.0696842; sd: 10.1006; counts: 21011
sfh 0.19231 2.20702 5.56939 1.57018 #avg: 5.03698; avg_err: 0.0695012; sd: 10.0741; counts: 21011
sfh 0.197373 2.39072 6.07112 1.70223 #avg: 5.37439; avg_err: 0.0699243; sd: 10.1354; counts: 21011
sfh 0.202435 2.63026 6.39129 1.87423 #avg: 5.84541; avg_err: 0.0794221; sd: 11.5121; counts: 21011
sfh 0.207498 2.84129 6.91608 2.01429 #avg: 6.23639; avg_err: 0.0824047; sd: 11.9444; counts: 21011
sfh 0.21256 3.06495 7.47125 2.19088 #avg: 6.66492; avg_err: 0.0858501; sd: 12.4438; counts: 21011
sfh 0.217623 3.26165 8.05875 2.30777 #avg: 7.14192; avg_err: 0.0916165; sd: 13.2797; counts: 21011
sfh 0.222685 3.48786 8.43324 2.47653 #avg: 7.60234; avg_err: 0.0971877; sd: 14.0872; counts: 21011
sfh 0.227748 3.73074 9.08096 2.64521 #avg: 8.11069; avg_err: 0.10415; sd: 15.0964; counts: 21011
sfh 0.23281 3.97278 9.72782 2.8187 #avg: 8.63144; avg_err: 0.108521; sd: 15.7299; counts: 21011
sfh 0.237873 4.2552 10.445 3.02378 #avg: 9.25623; avg_err: 0.123934; sd: 17.964; counts: 21011
sfh 0.242935 4.50428 11.1672 3.20128 #avg: 9.88658; avg_err: 0.127487; sd: 18.479; counts: 21011
sfh 0.247998 4.80495 11.9142 3.42383 #avg: 10.571; avg_err: 0.137138; sd: 19.8779; counts: 21011
sfh 0.25306 5.11366 12.6385 3.64282 #avg: 11.3469; avg_err: 0.147844; sd: 21.4298; counts: 21011
sfh 0.258123 5.45598 13.6972 3.88911 #avg: 12.0361; avg_err: 0.154883; sd: 22.45; counts: 21011
sfh 0.263185 5.74205 14.799 4.07659 #avg: 12.7871; avg_err: 0.158603; sd: 22.9892; counts: 21011
sfh 0.268248 6.11786 15.8736 4.34807 #avg: 13.6341; avg_err: 0.167829; sd: 24.3265; counts: 21011
