#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.91861e+09 0 0 0 0 0 0 0.100904 0.0877406 0.188645 0 0.175481 2
1.60253e+10 0.0833333 0.0833333 0.0833333 0 0 0 0.217122 0.0606177 0.224523 0.287217 0.210147 12
2.58998e+10 0.115385 0.115385 0.0638971 0 0 0 0.230581 0.0358191 0.221553 0.166936 0.197521 26
4.14669e+10 0.10989 0.10989 0.032967 0 0 0 0.198873 0.0166204 0.171318 0.195862 0.13071 91
6.55165e+10 0.0714286 0.0714286 0.0172461 0 0 0 0.249231 0.0131396 0.205933 0.240654 0.160517 224
1.03115e+11 0.0661765 0.0661765 0.010668 0 0 0 0.230996 0.00741384 0.202713 0.216101 0.141037 544
1.60973e+11 0.0636277 0.0636277 0.00752557 0 0 0 0.243065 0.005698 0.202136 0.25126 0.139468 1053
2.5473e+11 0.0628049 0.0634146 0.00608124 0 0 0 0.238629 0.00445116 0.201714 0.228866 0.139083 1640
3.99482e+11 0.0511228 0.0525561 0.00501721 0 0 0 0.248419 0.00370477 0.218202 0.211415 0.149909 2093
6.31641e+11 0.047141 0.0475775 0.00449098 0 0 0 0.235341 0.00338349 0.209521 0.199053 0.144102 2291
9.91639e+11 0.0448589 0.0458669 0.00480478 0 0 0 0.238006 0.00352999 0.212704 0.193965 0.137025 1984
1.55848e+12 0.0542857 0.0542857 0.00605779 0 0 0 0.236909 0.00409128 0.216083 0.180389 0.139038 1400
2.43727e+12 0.0458824 0.0458824 0.00718075 0 0 0 0.254581 0.00546882 0.230731 0.190923 0.142781 850
3.87725e+12 0.0351967 0.0351967 0.00839357 0 0 0 0.272722 0.00689484 0.267218 0.161865 0.15717 483
6.05119e+12 0.0707547 0.0707547 0.0176523 0 0 0 0.284017 0.0106715 0.265823 0.183737 0.15455 212
9.71127e+12 0.0408163 0.0408163 0.0200901 0 0 0 0.265203 0.0143794 0.251732 0.141805 0.140292 98
1.45815e+13 0.0666667 0.0666667 0.0463206 0 0 0 0.310188 0.0228482 0.304815 0.13568 0.10511 30
2.54924e+13 0 0 0 0 0 0 0.340828 0.0513354 0.290361 0.190515 0.109686 11
3.33971e+13 0 0 0 0 0 0 0.460317 0.460317 0.460317 0 0 1
