#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.25 - 10.75
#HM   Stats: 8.582350e+11 (median) + 8.505850e+11  / - 3.276470e+11
#SM   Stats: 3.013010e+10 (median) + 1.529570e+10  / - 9.310001e+09
#VMP  Stats: 1.548800e+02 (median) + 3.365999e+01  / - 1.751001e+01
#ICL  Stats: 1.755390e+08 (median) + 8.348410e+08  / - 1.506262e+08
#SSFR Stats: 1.855532e-11 (median) + 5.342659e-11  / - 1.731707e-11
sfh 0.055623 0 0 0 #avg: 3.85894e-05; avg_err: 2.73234e-05; sd: 0.00947397; counts: 120226
sfh 0.060123 0 0 0 #avg: 0.000839485; avg_err: 0.000342689; sd: 0.118822; counts: 120226
sfh 0.062373 0 0 0 #avg: 0.00247062; avg_err: 0.000841438; sd: 0.291756; counts: 120226
sfh 0.064623 0 0 0 #avg: 0.00359547; avg_err: 0.000840129; sd: 0.291302; counts: 120226
sfh 0.066873 0 0 0 #avg: 0.00559015; avg_err: 0.000939529; sd: 0.325767; counts: 120226
sfh 0.069123 0 0 0 #avg: 0.00896149; avg_err: 0.00118732; sd: 0.411685; counts: 120226
sfh 0.071373 0 0 0 #avg: 0.0122039; avg_err: 0.000886577; sd: 0.307407; counts: 120226
sfh 0.073623 0 0 0 #avg: 0.0178124; avg_err: 0.00103763; sd: 0.359782; counts: 120226
sfh 0.075873 0 0 0 #avg: 0.0253668; avg_err: 0.00152272; sd: 0.527978; counts: 120226
sfh 0.078123 0 0 0 #avg: 0.0347063; avg_err: 0.00199012; sd: 0.690045; counts: 120226
sfh 0.080373 0 0 0 #avg: 0.0429703; avg_err: 0.00227529; sd: 0.788922; counts: 120226
sfh 0.082623 0 0 0 #avg: 0.0470554; avg_err: 0.00134379; sd: 0.465938; counts: 120226
sfh 0.085998 0 0.0151918 0 #avg: 0.0689415; avg_err: 0.00166539; sd: 0.577448; counts: 120226
sfh 0.089373 0 0.0478138 0 #avg: 0.0895871; avg_err: 0.00221232; sd: 0.76709; counts: 120226
sfh 0.092748 0 0.0891345 0 #avg: 0.112555; avg_err: 0.00239243; sd: 0.829539; counts: 120226
sfh 0.096123 0 0.134161 0 #avg: 0.136277; avg_err: 0.00268109; sd: 0.929628; counts: 120226
sfh 0.099498 0.00335033 0.171344 0.00335033 #avg: 0.161125; avg_err: 0.00292895; sd: 1.01557; counts: 120226
sfh 0.102873 0.0122108 0.199308 0.0122108 #avg: 0.189199; avg_err: 0.00329753; sd: 1.14337; counts: 120226
sfh 0.106248 0.0231189 0.223942 0.0231189 #avg: 0.219273; avg_err: 0.00408968; sd: 1.41803; counts: 120226
sfh 0.109623 0.0345431 0.247395 0.0345431 #avg: 0.250129; avg_err: 0.00476241; sd: 1.65129; counts: 120226
sfh 0.112998 0.045324 0.26832 0.045324 #avg: 0.279729; avg_err: 0.00480024; sd: 1.66441; counts: 120226
sfh 0.116373 0.0540974 0.291609 0.0533787 #avg: 0.309531; avg_err: 0.00496122; sd: 1.72023; counts: 120226
sfh 0.119748 0.0629884 0.319972 0.0599123 #avg: 0.342674; avg_err: 0.00577992; sd: 2.0041; counts: 120226
sfh 0.123123 0.0724667 0.351464 0.0669733 #avg: 0.373983; avg_err: 0.00570237; sd: 1.97721; counts: 120226
sfh 0.126498 0.0837429 0.378759 0.0755512 #avg: 0.410301; avg_err: 0.0066764; sd: 2.31494; counts: 120226
sfh 0.129873 0.0956032 0.414142 0.0844213 #avg: 0.450503; avg_err: 0.00791738; sd: 2.74523; counts: 120226
sfh 0.133248 0.107429 0.450725 0.0927636 #avg: 0.500072; avg_err: 0.00868755; sd: 3.01227; counts: 120226
sfh 0.136623 0.120193 0.493886 0.101843 #avg: 0.543767; avg_err: 0.00837494; sd: 2.90388; counts: 120226
sfh 0.141685 0.139803 0.551696 0.115962 #avg: 0.604571; avg_err: 0.00798704; sd: 2.76938; counts: 120226
sfh 0.146748 0.161251 0.613491 0.131252 #avg: 0.666503; avg_err: 0.00823379; sd: 2.85494; counts: 120226
sfh 0.15181 0.182724 0.678853 0.146305 #avg: 0.735374; avg_err: 0.00897736; sd: 3.11276; counts: 120226
sfh 0.156873 0.205841 0.743964 0.163122 #avg: 0.810017; avg_err: 0.0100811; sd: 3.49548; counts: 120226
sfh 0.161935 0.230875 0.812755 0.181644 #avg: 0.879818; avg_err: 0.0104207; sd: 3.61323; counts: 120226
sfh 0.166998 0.256058 0.887402 0.19994 #avg: 0.954699; avg_err: 0.0108683; sd: 3.76842; counts: 120226
sfh 0.17206 0.278533 0.957147 0.215761 #avg: 1.0271; avg_err: 0.011213; sd: 3.88795; counts: 120226
sfh 0.177123 0.305467 1.03206 0.235116 #avg: 1.09889; avg_err: 0.0115661; sd: 4.01038; counts: 120226
sfh 0.182185 0.334118 1.10691 0.255114 #avg: 1.17295; avg_err: 0.0120022; sd: 4.16159; counts: 120226
sfh 0.187248 0.356673 1.19193 0.270405 #avg: 1.24428; avg_err: 0.0123226; sd: 4.27269; counts: 120226
sfh 0.19231 0.385143 1.25597 0.290004 #avg: 1.32744; avg_err: 0.0132347; sd: 4.58894; counts: 120226
sfh 0.197373 0.413525 1.34161 0.310305 #avg: 1.39725; avg_err: 0.0136664; sd: 4.7386; counts: 120226
sfh 0.202435 0.443374 1.40598 0.331045 #avg: 1.48422; avg_err: 0.0147156; sd: 5.10242; counts: 120226
sfh 0.207498 0.476808 1.50257 0.354394 #avg: 1.56983; avg_err: 0.0154849; sd: 5.36915; counts: 120226
sfh 0.21256 0.510026 1.58223 0.377851 #avg: 1.64826; avg_err: 0.0157209; sd: 5.45098; counts: 120226
sfh 0.217623 0.544904 1.65204 0.402305 #avg: 1.72304; avg_err: 0.0157763; sd: 5.47019; counts: 120226
sfh 0.222685 0.577277 1.73465 0.425495 #avg: 1.80226; avg_err: 0.016417; sd: 5.69235; counts: 120226
sfh 0.227748 0.611528 1.8093 0.44817 #avg: 1.8852; avg_err: 0.016829; sd: 5.8352; counts: 120226
sfh 0.23281 0.643636 1.89373 0.469291 #avg: 1.96472; avg_err: 0.0171322; sd: 5.94032; counts: 120226
sfh 0.237873 0.681035 1.96803 0.495296 #avg: 2.03723; avg_err: 0.017316; sd: 6.00407; counts: 120226
sfh 0.242935 0.717569 2.06728 0.52182 #avg: 2.11513; avg_err: 0.0175177; sd: 6.074; counts: 120226
sfh 0.247998 0.754118 2.12133 0.544926 #avg: 2.18318; avg_err: 0.017832; sd: 6.18299; counts: 120226
sfh 0.25306 0.790992 2.20366 0.570214 #avg: 2.27172; avg_err: 0.0184471; sd: 6.39626; counts: 120226
sfh 0.258123 0.832383 2.27227 0.596251 #avg: 2.34466; avg_err: 0.0182777; sd: 6.3375; counts: 120226
sfh 0.263185 0.874883 2.34799 0.624395 #avg: 2.43625; avg_err: 0.0188454; sd: 6.53435; counts: 120226
sfh 0.268248 0.92135 2.45299 0.656327 #avg: 2.51845; avg_err: 0.0189114; sd: 6.55724; counts: 120226
sfh 0.27331 0.964007 2.54554 0.684844 #avg: 2.61228; avg_err: 0.0193354; sd: 6.70425; counts: 120226
sfh 0.278373 1.00774 2.64421 0.711596 #avg: 2.71059; avg_err: 0.019607; sd: 6.79844; counts: 120226
sfh 0.283435 1.0453 2.74035 0.732456 #avg: 2.8261; avg_err: 0.0205266; sd: 7.11727; counts: 120226
sfh 0.288498 1.09121 2.82507 0.76195 #avg: 2.94126; avg_err: 0.0213112; sd: 7.38932; counts: 120226
sfh 0.29356 1.14358 2.93144 0.79741 #avg: 3.04951; avg_err: 0.0218311; sd: 7.5696; counts: 120226
sfh 0.298623 1.19828 3.05279 0.836677 #avg: 3.16832; avg_err: 0.0222817; sd: 7.72582; counts: 120226
sfh 0.303685 1.24424 3.17747 0.864512 #avg: 3.26305; avg_err: 0.0223643; sd: 7.75449; counts: 120226
sfh 0.308748 1.29611 3.30881 0.896881 #avg: 3.37936; avg_err: 0.0225498; sd: 7.8188; counts: 120226
sfh 0.31381 1.34849 3.43565 0.92816 #avg: 3.50236; avg_err: 0.0229219; sd: 7.94783; counts: 120226
sfh 0.318873 1.40316 3.59598 0.96121 #avg: 3.61413; avg_err: 0.0230219; sd: 7.9825; counts: 120226
sfh 0.323935 1.46297 3.74029 0.999468 #avg: 3.73789; avg_err: 0.0233678; sd: 8.10243; counts: 120226
sfh 0.328997 1.52651 3.94716 1.04267 #avg: 3.87624; avg_err: 0.0237592; sd: 8.23814; counts: 120226
sfh 0.33406 1.59602 4.14529 1.08968 #avg: 4.02061; avg_err: 0.0240868; sd: 8.35171; counts: 120226
sfh 0.339122 1.662 4.30873 1.1319 #avg: 4.18092; avg_err: 0.0247058; sd: 8.56637; counts: 120226
sfh 0.344185 1.7306 4.56972 1.17883 #avg: 4.34826; avg_err: 0.0252277; sd: 8.74733; counts: 120226
sfh 0.349247 1.8089 4.83526 1.23432 #avg: 4.50883; avg_err: 0.0254518; sd: 8.82504; counts: 120226
sfh 0.35431 1.88599 5.04272 1.28782 #avg: 4.63577; avg_err: 0.0256215; sd: 8.88386; counts: 120226
sfh 0.359372 1.97094 5.26938 1.34494 #avg: 4.79156; avg_err: 0.0259646; sd: 9.00283; counts: 120226
sfh 0.364435 2.07056 5.52919 1.41739 #avg: 4.95505; avg_err: 0.0261845; sd: 9.07908; counts: 120226
sfh 0.369497 2.16547 5.80727 1.48372 #avg: 5.12372; avg_err: 0.0262929; sd: 9.11667; counts: 120226
sfh 0.37456 2.27164 6.11797 1.55964 #avg: 5.26634; avg_err: 0.0262384; sd: 9.09778; counts: 120226
sfh 0.379622 2.38495 6.47509 1.64234 #avg: 5.4681; avg_err: 0.0266179; sd: 9.22934; counts: 120226
sfh 0.384685 2.51843 6.77293 1.74559 #avg: 5.62935; avg_err: 0.0265573; sd: 9.20833; counts: 120226
sfh 0.389747 2.64484 7.05544 1.83493 #avg: 5.80719; avg_err: 0.0268099; sd: 9.29593; counts: 120226
sfh 0.39481 2.78217 7.30893 1.93375 #avg: 5.98243; avg_err: 0.0267627; sd: 9.27957; counts: 120226
sfh 0.399872 2.92614 7.65336 2.03888 #avg: 6.1703; avg_err: 0.0267885; sd: 9.2885; counts: 120226
sfh 0.404935 3.08825 7.90655 2.16266 #avg: 6.3701; avg_err: 0.0269875; sd: 9.35749; counts: 120226
sfh 0.409997 3.2651 8.1979 2.29283 #avg: 6.55257; avg_err: 0.0270939; sd: 9.39439; counts: 120226
sfh 0.41506 3.44076 8.42364 2.42128 #avg: 6.73295; avg_err: 0.0269596; sd: 9.34781; counts: 120226
sfh 0.420122 3.62576 8.57924 2.55692 #avg: 6.9109; avg_err: 0.0270952; sd: 9.39484; counts: 120226
sfh 0.425185 3.81942 8.81278 2.70442 #avg: 7.10675; avg_err: 0.027243; sd: 9.44609; counts: 120226
sfh 0.430247 4.01571 9.02229 2.84141 #avg: 7.31564; avg_err: 0.0273871; sd: 9.49608; counts: 120226
sfh 0.43531 4.22128 9.26142 2.9822 #avg: 7.51198; avg_err: 0.0274963; sd: 9.53393; counts: 120226
sfh 0.440372 4.43197 9.33733 3.13299 #avg: 7.69317; avg_err: 0.02752; sd: 9.54214; counts: 120226
sfh 0.445435 4.66141 9.44659 3.29677 #avg: 7.86266; avg_err: 0.0273957; sd: 9.49906; counts: 120226
sfh 0.450497 4.86919 9.43831 3.44242 #avg: 8.01192; avg_err: 0.0272635; sd: 9.4532; counts: 120226
sfh 0.45556 5.07594 9.55896 3.57426 #avg: 8.16933; avg_err: 0.0271296; sd: 9.40678; counts: 120226
sfh 0.460622 5.30904 9.55676 3.74642 #avg: 8.33506; avg_err: 0.0271519; sd: 9.41452; counts: 120226
sfh 0.465685 5.50541 9.54749 3.86256 #avg: 8.46884; avg_err: 0.0269253; sd: 9.33594; counts: 120226
sfh 0.470747 5.72959 9.49351 4.00132 #avg: 8.62321; avg_err: 0.026892; sd: 9.32438; counts: 120226
sfh 0.47581 5.92829 9.49281 4.1376 #avg: 8.74667; avg_err: 0.0267646; sd: 9.28022; counts: 120226
sfh 0.480872 6.11354 9.50036 4.24189 #avg: 8.86322; avg_err: 0.026573; sd: 9.21378; counts: 120226
sfh 0.485935 6.2854 9.3972 4.31983 #avg: 8.97101; avg_err: 0.026344; sd: 9.1344; counts: 120226
sfh 0.490997 6.47957 9.32333 4.43431 #avg: 9.06584; avg_err: 0.02611; sd: 9.05323; counts: 120226
sfh 0.49606 6.64229 9.18041 4.51138 #avg: 9.12927; avg_err: 0.025832; sd: 8.95685; counts: 120226
sfh 0.501122 6.79458 9.07692 4.59771 #avg: 9.19699; avg_err: 0.0256364; sd: 8.88905; counts: 120226
sfh 0.506185 6.91261 9.03039 4.63209 #avg: 9.26318; avg_err: 0.0254059; sd: 8.80911; counts: 120226
sfh 0.511247 7.05261 8.91939 4.71377 #avg: 9.32189; avg_err: 0.0252514; sd: 8.75553; counts: 120226
