#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
3.49859e+08 1.40892e+09 1.40892e+09 1.40892e+09 0 0 1.35766e+09 1.35766e+09 1.35766e+09 0 0 1
1.15742e+09 8.56898e+08 8.56898e+08 8.56898e+08 0 0 2.40139e+09 2.40139e+09 2.40139e+09 0 0 1
1.5069e+09 1.09101e+09 3.17912e+08 1.40892e+09 0 6.35825e+08 1.59782e+09 4.37136e+07 1.64153e+09 0 8.74272e+07 2
2.48944e+09 8.76855e+08 2.44121e+08 7.11799e+08 1.23873e+09 3.36474e+08 1.84552e+09 6.60481e+08 2.10229e+09 2.62903e+09 1.72562e+09 6
4.23059e+09 7.62695e+08 1.36698e+08 6.11817e+08 7.02005e+08 2.8928e+08 1.26677e+09 2.43422e+08 9.3351e+08 1.55267e+09 4.52329e+08 14
6.63035e+09 9.60773e+08 1.42844e+08 1.04532e+09 2.98913e+08 6.57358e+08 1.90384e+09 3.61623e+08 1.56521e+09 1.96295e+09 1.03434e+09 14
1.00736e+10 9.91532e+08 2.53709e+08 6.92559e+08 3.12706e+08 2.29245e+08 1.60889e+09 3.26258e+08 1.33034e+09 1.5079e+09 6.37783e+08 14
1.57868e+10 1.22131e+09 1.55988e+08 1.15096e+09 5.57875e+08 5.17159e+08 1.14167e+09 1.77008e+08 8.53413e+08 9.27178e+08 3.22537e+08 20
2.59381e+10 8.08018e+08 7.21201e+07 6.92559e+08 5.58931e+08 2.29245e+08 1.3693e+09 1.65394e+08 1.093e+09 9.47948e+08 4.25115e+08 30
3.84411e+10 7.99341e+08 1.00384e+08 6.43252e+08 3.13083e+08 2.18902e+08 1.90414e+09 2.38587e+08 1.25149e+09 2.47328e+09 6.39673e+08 32
6.04062e+10 8.61153e+08 9.41223e+07 7.89499e+08 6.19419e+08 3.17284e+08 1.57815e+09 2.02893e+08 1.34324e+09 1.27868e+09 8.60745e+08 23
9.54692e+10 8.82216e+08 1.75765e+08 6.11817e+08 8.02953e+08 1.52436e+08 1.55519e+09 2.70336e+08 1.49571e+09 8.24598e+08 8.83894e+08 14
1.59659e+11 9.31009e+08 9.8728e+07 7.86794e+08 4.64697e+08 1.52995e+08 1.68026e+09 2.93859e+08 1.33034e+09 1.99847e+09 9.29903e+08 18
2.34904e+11 8.54364e+08 1.62988e+08 1.0093e+09 3.99622e+08 5.59551e+08 8.74075e+08 9.44368e+07 9.59173e+08 1.33825e+08 4.76676e+08 6
