#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
43.0456 1 0 1.10295e+08 5.45037e+07 0 3.60165e+08 0 0.180928 0.00585276 0.173541 0.0253084 0.00960416 0.197939 0.00713813 0.192468 0.0293046 0.0182996 0.248934 0.00881003 0.256844 0.0331039 0.0499346 20
63.5233 1 0 3.37599e+08 2.04179e+08 0 9.44654e+08 0 0.161879 0.0163281 0.148598 0.080897 0.0445919 0.200616 0.020915 0.208546 0.0536556 0.0826688 0.248452 0.020699 0.286233 0.0124924 0.12965 9
82.8393 1 0 3.39416e+08 5.91526e+07 0 1.01076e+09 0 0.161562 0.00485034 0.152235 0.0441862 0.0231941 0.203665 0.00457149 0.1947 0.0458898 0.0232147 0.262833 0.00360948 0.261547 0.0364048 0.02914 66
103.109 1 0 4.06464e+08 2.90324e+07 0 9.44654e+08 0 0.158174 0.0018774 0.155596 0.0329034 0.0297918 0.20638 0.00194972 0.206689 0.0369303 0.0351172 0.267393 0.00168087 0.273658 0.0221406 0.0369633 319
129.051 1 0 4.37349e+08 1.39733e+07 3.43845e+08 6.66916e+08 3.43845e+08 0.163832 0.00100605 0.161204 0.0401069 0.0343629 0.217698 0.00100529 0.217597 0.0400283 0.0384724 0.27382 0.000796572 0.279645 0.0229296 0.0353882 1397
160.836 0.999738 0.000261712 4.78765e+08 8.55697e+06 3.60165e+08 6.50595e+08 3.60165e+08 0.17166 0.000613076 0.16891 0.040421 0.0353141 0.227688 0.000613275 0.227932 0.0400153 0.0400487 0.278069 0.000508073 0.285512 0.0219629 0.0387847 3821
200.854 0.999845 0.000154799 4.89517e+08 6.41168e+06 4.66944e+08 5.43816e+08 4.66944e+08 0.182727 0.000501361 0.179536 0.0454499 0.0367831 0.240322 0.000474618 0.242697 0.0392271 0.0426838 0.283547 0.000395666 0.292249 0.020436 0.0407469 6460
250.344 0.99986 0.000140233 5.17998e+08 6.04443e+06 4.66944e+08 6.09358e+08 4.66944e+08 0.192497 0.000488395 0.190976 0.0458735 0.0414698 0.246806 0.00044713 0.251804 0.0340782 0.0449576 0.283338 0.000379624 0.291361 0.0216384 0.0404386 7131
313.453 0.999815 0.000184604 5.71419e+08 6.86451e+06 5.36715e+08 5.39586e+08 5.36715e+08 0.187403 0.00053215 0.185832 0.0428499 0.0377153 0.240633 0.000505139 0.244791 0.0340159 0.0431191 0.275871 0.000456794 0.283449 0.0244772 0.0413281 5417
391.184 1 0 6.52636e+08 9.3789e+06 6.06006e+08 5.35262e+08 6.06006e+08 0.176634 0.000653064 0.175309 0.0365784 0.0339556 0.226808 0.00066578 0.229137 0.0343692 0.0375602 0.264031 0.0006425 0.270327 0.0273849 0.0416906 2802
490.896 1 0 7.1475e+08 1.46174e+07 6.74785e+08 5.30864e+08 6.74785e+08 0.164666 0.000935944 0.162684 0.0346793 0.0283087 0.212116 0.00101501 0.212199 0.0348693 0.0359848 0.251565 0.00101232 0.253592 0.0338554 0.0374345 1128
616.706 1 0 7.63923e+08 2.8043e+07 8.10788e+08 4.58646e+08 8.10788e+08 0.15137 0.00161841 0.150447 0.0276324 0.0264528 0.192848 0.00188658 0.1912 0.0369026 0.0300072 0.235757 0.00195823 0.237717 0.0349729 0.036345 293
768.804 1 0 8.11251e+08 6.39955e+07 8.77994e+08 4.54619e+08 8.77994e+08 0.140835 0.00323857 0.140857 0.0233647 0.0256233 0.176534 0.0035868 0.177608 0.0293113 0.031814 0.220621 0.00383385 0.221588 0.0309733 0.0287049 64
971.228 1 0 5.71681e+08 1.81294e+08 8.77994e+08 6.66607e+07 8.77994e+08 0.149117 0.00651002 0.147954 0.0165854 0.00600241 0.181835 0.00620111 0.189183 0.00935565 0.025053 0.238492 0.00966771 0.226561 0.0236909 0.00198302 8
