#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.1631 0.000191933 0.000193881 5.66649e-06 0 0 0 7.65099e-05 9.23216e-07 0 0 0 6158401
61.9802 0.00036933 0.000369849 1.38678e-05 0 0 0 0.000226755 2.14153e-06 0 0 0 1927815
78.2971 0.000654014 0.000656393 2.80298e-05 0 0 0 0.000489764 4.55656e-06 0 0 0 840960
98.6181 0.00160525 0.00161031 6.39517e-05 0 0 0 0.000924897 9.85506e-06 0 0 0 395576
124.239 0.00521215 0.00532041 0.000168522 0 0 0 0.00201452 2.45467e-05 0 0 0 193970
156.422 0.0234587 0.0245052 0.000520053 0 0 0 0.0083571 0.000107693 0 0.0046868 0 96510
196.896 0.0998048 0.108716 0.00154895 0 0 0 0.0566973 0.000485671 0 0.129984 0 48144
247.712 0.186679 0.2061 0.00295912 0 1 0 0.206901 0.00121234 0.172714 0.233539 0.172714 23377
311.52 0.17559 0.188631 0.0040665 0 1 0 0.381074 0.0018349 0.383805 0.1946 0.206008 10889
392.069 0.154755 0.164565 0.00560877 0 0 0 0.499105 0.00247003 0.506253 0.170504 0.181537 4995
492.859 0.139209 0.145719 0.00833016 0 0 0 0.574626 0.00333773 0.582799 0.140421 0.146634 1997
617.368 0.138889 0.152116 0.0144698 0 0 0 0.62477 0.0052889 0.639448 0.126001 0.149125 756
781.606 0.119342 0.127572 0.0229767 0 0 0 0.66116 0.00836716 0.675267 0.111535 0.139032 243
960.333 0.116279 0.116279 0.0494634 0 0 0 0.726396 0.0149578 0.721936 0.126343 0.0973555 43
1164.59 0 0 0 0 0 0 0.705919 0.0461461 0.752065 0 0.0922922 2
1455.08 0 0 0 0 0 0 0.719986 0.00829443 0.72828 0 0.0165889 2
