#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 1.95 - 2.11667
#HM   Stats: 7.247060e+10 (median) + 4.557340e+10  / - 2.689710e+10
#SM   Stats: 1.869280e+08 (median) + 2.906210e+08  / - 1.013541e+08
#VMP  Stats: 1.010800e+02 (median) + 1.593000e+01  / - 8.900002e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.082234e-09 (median) + 1.054098e-09  / - 5.220882e-10
sfh 0.055623 0 0 0 #avg: 4.16752e-07; avg_err: 4.10941e-07; sd: 0.00025942; counts: 398518
sfh 0.060123 0 0 0 #avg: 1.70195e-05; avg_err: 7.63496e-06; sd: 0.00481981; counts: 398518
sfh 0.062373 0 0 0 #avg: 4.69286e-05; avg_err: 1.45958e-05; sd: 0.00921408; counts: 398518
sfh 0.064623 0 0 0 #avg: 0.000152688; avg_err: 5.69843e-05; sd: 0.0359732; counts: 398518
sfh 0.066873 0 0 0 #avg: 0.000243613; avg_err: 4.96507e-05; sd: 0.0313436; counts: 398518
sfh 0.069123 0 0 0 #avg: 0.000471164; avg_err: 5.87252e-05; sd: 0.0370722; counts: 398518
sfh 0.071373 0 0 0 #avg: 0.000768406; avg_err: 6.05428e-05; sd: 0.0382196; counts: 398518
sfh 0.073623 0 0 0 #avg: 0.00148193; avg_err: 0.000104406; sd: 0.0659095; counts: 398518
sfh 0.075873 0 0 0 #avg: 0.00234938; avg_err: 0.000119282; sd: 0.0753004; counts: 398518
sfh 0.078123 0 0 0 #avg: 0.00357917; avg_err: 0.000138844; sd: 0.0876494; counts: 398518
sfh 0.080373 0 0 0 #avg: 0.00518197; avg_err: 0.000153072; sd: 0.0966315; counts: 398518
sfh 0.082623 0 0 0 #avg: 0.00650227; avg_err: 0.000166005; sd: 0.104796; counts: 398518
sfh 0.085998 0 0 0 #avg: 0.0103894; avg_err: 0.00017911; sd: 0.113069; counts: 398518
sfh 0.089373 0 0 0 #avg: 0.0146483; avg_err: 0.000222573; sd: 0.140506; counts: 398518
sfh 0.092748 0 0.000886517 0 #avg: 0.0187262; avg_err: 0.00020445; sd: 0.129066; counts: 398518
sfh 0.096123 0 0.00997209 0 #avg: 0.0241581; avg_err: 0.000231289; sd: 0.146009; counts: 398518
sfh 0.099498 0 0.0233625 0 #avg: 0.0294216; avg_err: 0.00025358; sd: 0.16008; counts: 398518
sfh 0.102873 0 0.0371338 0 #avg: 0.0345185; avg_err: 0.000283915; sd: 0.179231; counts: 398518
sfh 0.106248 0 0.0495016 0 #avg: 0.0395658; avg_err: 0.000279703; sd: 0.176571; counts: 398518
sfh 0.109623 0 0.0611022 0 #avg: 0.0450147; avg_err: 0.000293089; sd: 0.185022; counts: 398518
sfh 0.112998 0.00192925 0.0685331 0.00192925 #avg: 0.0500764; avg_err: 0.000311791; sd: 0.196828; counts: 398518
sfh 0.116373 0.0049569 0.0731811 0.0049569 #avg: 0.0547218; avg_err: 0.000316858; sd: 0.200027; counts: 398518
sfh 0.119748 0.00774082 0.0782613 0.00774082 #avg: 0.0596603; avg_err: 0.00033056; sd: 0.208676; counts: 398518
sfh 0.123123 0.010334 0.0840671 0.010334 #avg: 0.0647047; avg_err: 0.00034931; sd: 0.220513; counts: 398518
sfh 0.126498 0.0130387 0.0908463 0.0130387 #avg: 0.0700455; avg_err: 0.000379436; sd: 0.239531; counts: 398518
sfh 0.129873 0.0159867 0.0972403 0.0159867 #avg: 0.0759032; avg_err: 0.000429022; sd: 0.270834; counts: 398518
sfh 0.133248 0.0190676 0.103654 0.0190676 #avg: 0.0816465; avg_err: 0.00041677; sd: 0.263099; counts: 398518
sfh 0.136623 0.0221337 0.110624 0.0221037 #avg: 0.08772; avg_err: 0.000418336; sd: 0.264088; counts: 398518
sfh 0.141685 0.0265977 0.121272 0.0257393 #avg: 0.0961105; avg_err: 0.000436676; sd: 0.275666; counts: 398518
sfh 0.146748 0.0312766 0.131773 0.029335 #avg: 0.104445; avg_err: 0.000456601; sd: 0.288244; counts: 398518
sfh 0.15181 0.035987 0.14097 0.0328216 #avg: 0.111929; avg_err: 0.000589665; sd: 0.372245; counts: 398518
sfh 0.156873 0.0404347 0.150035 0.0358664 #avg: 0.119503; avg_err: 0.00096484; sd: 0.609086; counts: 398518
sfh 0.161935 0.0451937 0.15953 0.0391758 #avg: 0.126332; avg_err: 0.000622425; sd: 0.392926; counts: 398518
sfh 0.166998 0.0502562 0.167319 0.0428148 #avg: 0.133323; avg_err: 0.000489748; sd: 0.309169; counts: 398518
sfh 0.17206 0.0543312 0.173476 0.0455585 #avg: 0.139272; avg_err: 0.000518643; sd: 0.32741; counts: 398518
sfh 0.177123 0.0593637 0.17983 0.0493184 #avg: 0.14609; avg_err: 0.00056423; sd: 0.356188; counts: 398518
sfh 0.182185 0.0644939 0.185806 0.052856 #avg: 0.152442; avg_err: 0.000568614; sd: 0.358956; counts: 398518
sfh 0.187248 0.0687075 0.190256 0.0557615 #avg: 0.157322; avg_err: 0.000528674; sd: 0.333742; counts: 398518
sfh 0.19231 0.0728083 0.192833 0.0582099 #avg: 0.160971; avg_err: 0.000533214; sd: 0.336609; counts: 398518
sfh 0.197373 0.0766388 0.198104 0.0603777 #avg: 0.165552; avg_err: 0.000535808; sd: 0.338246; counts: 398518
sfh 0.202435 0.0798335 0.201045 0.0618051 #avg: 0.169042; avg_err: 0.000544762; sd: 0.343898; counts: 398518
sfh 0.207498 0.0828328 0.201737 0.0629749 #avg: 0.171465; avg_err: 0.000558933; sd: 0.352844; counts: 398518
sfh 0.21256 0.0855994 0.20237 0.0638313 #avg: 0.173798; avg_err: 0.000604125; sd: 0.381373; counts: 398518
sfh 0.217623 0.0879084 0.202786 0.0643372 #avg: 0.175335; avg_err: 0.000613619; sd: 0.387367; counts: 398518
sfh 0.222685 0.0897531 0.203154 0.06436 #avg: 0.176853; avg_err: 0.000680682; sd: 0.429702; counts: 398518
sfh 0.227748 0.0920282 0.203522 0.0649191 #avg: 0.178688; avg_err: 0.000827425; sd: 0.522339; counts: 398518
sfh 0.23281 0.0940866 0.205385 0.065507 #avg: 0.180498; avg_err: 0.000686055; sd: 0.433094; counts: 398518
sfh 0.237873 0.0950391 0.205238 0.065186 #avg: 0.180959; avg_err: 0.000570992; sd: 0.360457; counts: 398518
sfh 0.242935 0.0957118 0.203846 0.0648239 #avg: 0.180477; avg_err: 0.000480742; sd: 0.303484; counts: 398518
sfh 0.247998 0.0967164 0.202379 0.0645396 #avg: 0.180089; avg_err: 0.000455263; sd: 0.287399; counts: 398518
sfh 0.25306 0.0970432 0.201038 0.0639451 #avg: 0.179537; avg_err: 0.000456082; sd: 0.287917; counts: 398518
sfh 0.258123 0.0980217 0.200163 0.0639928 #avg: 0.17999; avg_err: 0.00046551; sd: 0.293868; counts: 398518
sfh 0.263185 0.0984265 0.197594 0.0636454 #avg: 0.17974; avg_err: 0.000500819; sd: 0.316158; counts: 398518
sfh 0.268248 0.0982371 0.197444 0.0629621 #avg: 0.179094; avg_err: 0.000483292; sd: 0.305094; counts: 398518
