#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.00082e+07 1 0 4.3143e+08 1.24245e+08 4.49746e+08 6.43252e+08 4.49746e+08 0.243423 0.0222296 0.223022 0.207422 0.068425 0.278239 0.0226731 0.275164 0.157337 0.10724 0.331566 0.0246118 0.38822 0.0730367 0.1858 22
1.62269e+08 1 0 1.36693e+09 4.19983e+08 6.11817e+08 3.11295e+09 6.11817e+08 0.24313 0.0302769 0.189855 0.21248 0.0541705 0.308355 0.0291096 0.273215 0.179452 0.112749 0.358774 0.0276837 0.404444 0.0555099 0.202663 19
2.56008e+08 1 0 1.05072e+09 2.28876e+08 4.49746e+08 2.0992e+09 4.49746e+08 0.234305 0.0146675 0.211719 0.107385 0.0537626 0.312869 0.0126908 0.313533 0.0722467 0.0560334 0.385591 0.0127894 0.407942 0.0513307 0.100034 37
4.05337e+08 1 0 1.31624e+09 1.97786e+08 5.30876e+08 2.79568e+09 5.30876e+08 0.208433 0.00988595 0.188315 0.0960375 0.0448822 0.287513 0.00972851 0.282692 0.0886716 0.0781462 0.366757 0.0112957 0.397191 0.0528431 0.145081 63
6.54926e+08 1 0 1.15816e+09 1.03075e+08 7.73094e+08 1.92138e+09 7.73094e+08 0.208323 0.00540902 0.199906 0.0591637 0.0559899 0.302067 0.00546663 0.299586 0.0754564 0.0627126 0.390619 0.00593258 0.411475 0.0497686 0.103741 170
1.01689e+09 1 0 1.07892e+09 7.1511e+07 6.11817e+08 1.93713e+09 6.11817e+08 0.212521 0.00355539 0.204808 0.0641192 0.0484035 0.300045 0.003868 0.3001 0.0754029 0.0703004 0.395201 0.00402261 0.415496 0.0419791 0.0915027 326
1.61115e+09 1 0 1.33526e+09 5.17069e+07 9.3351e+08 1.97593e+09 9.3351e+08 0.206821 0.00231456 0.202776 0.0608823 0.054058 0.305487 0.00266754 0.307933 0.0698572 0.0760445 0.390822 0.0029302 0.415781 0.0452285 0.111072 686
2.5685e+09 1 0 1.2776e+09 3.6924e+07 8.53413e+08 1.76851e+09 8.53413e+08 0.219304 0.00176952 0.214366 0.0623747 0.0550078 0.317386 0.00200581 0.322268 0.0666263 0.0774502 0.398304 0.00212245 0.419176 0.0449138 0.0970266 1156
4.0781e+09 1 0 1.35692e+09 3.01992e+07 9.3351e+08 1.97593e+09 9.3351e+08 0.224397 0.00142697 0.221123 0.063156 0.0582142 0.324518 0.00164325 0.332699 0.0627492 0.0827507 0.398917 0.00166551 0.421796 0.042117 0.0959302 1874
6.39195e+09 1 0 1.43751e+09 2.34609e+07 1.093e+09 1.88719e+09 1.093e+09 0.231979 0.00117988 0.226401 0.0679656 0.0582905 0.328957 0.00129646 0.336263 0.0628236 0.0843655 0.397529 0.00129239 0.41738 0.0455226 0.0958841 2898
