#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
6.95691e+09 0 0 0 0 0 0 0.080907 0.0168339 0.0440867 0.126366 0.0291539 23
1.6166e+10 0.0666667 0.0666667 0.0666667 0 0 0 0.185128 0.0515549 0.127808 0.181291 0.114644 15
2.58127e+10 0.103448 0.103448 0.0575533 0 0 0 0.220798 0.0335533 0.206009 0.182481 0.189808 29
4.13215e+10 0.104167 0.104167 0.0313412 0 0 0 0.192602 0.0162794 0.16966 0.189399 0.130054 96
6.54792e+10 0.0692308 0.0692308 0.0157732 0 0 0 0.237378 0.0121041 0.194944 0.229617 0.153893 260
1.02972e+11 0.0662359 0.0662359 0.0100039 0 0 0 0.224238 0.00691596 0.193751 0.21963 0.15224 619
1.60882e+11 0.0689076 0.0689076 0.0073458 0 0 0 0.234519 0.00535343 0.192367 0.25586 0.150379 1190
2.54924e+11 0.0638412 0.0654506 0.0058788 0 0 0 0.230074 0.00414539 0.186912 0.233142 0.129978 1864
3.99777e+11 0.050833 0.0521145 0.0047123 0 0 0 0.237667 0.00351671 0.206309 0.214683 0.143295 2341
6.30586e+11 0.0500591 0.0504533 0.004382 0 0 0 0.226062 0.00320213 0.199772 0.197787 0.136954 2537
9.91315e+11 0.0457275 0.0466513 0.00462666 0 0 0 0.227981 0.00338594 0.204379 0.193587 0.141269 2165
1.55768e+12 0.0537135 0.0537135 0.0058076 0 0 0 0.229157 0.00398055 0.207466 0.183834 0.143884 1508
2.44436e+12 0.0493421 0.0493421 0.00717566 0 0 0 0.247264 0.0052855 0.225049 0.192516 0.139504 912
3.87499e+12 0.0368932 0.0368932 0.00831436 0 0 0 0.26352 0.00686173 0.254452 0.168484 0.164352 515
6.04737e+12 0.08 0.08 0.0181265 0 0 0 0.27844 0.0103838 0.257862 0.189762 0.14721 225
9.68211e+12 0.0380952 0.0380952 0.0187709 0 0 0 0.262888 0.0141943 0.251653 0.141885 0.142769 105
1.45453e+13 0.0606061 0.0606061 0.04218 0 0 0 0.296482 0.0236303 0.303971 0.135013 0.145487 33
2.54924e+13 0 0 0 0 0 0 0.340828 0.0513354 0.290361 0.190515 0.109686 11
3.49914e+13 0 0 0 0 0 0 0.381459 0.0788576 0.460317 0 0.157715 2
