#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.61793e+07 0.00122456 0.00123354 4.73749e-05 0 0 0 0.00142232 1.51591e-05 0 0 0 556935
1.57036e+08 0.00192637 0.00193719 0.000102856 0 0 0 0.00197652 3.22258e-05 0 0 0 184804
2.48795e+08 0.00269087 0.00271162 0.000137818 0 0 0 0.00252147 4.5233e-05 0 0 0 144563
3.94427e+08 0.00396336 0.0039811 0.000188343 0 0 0 0.00323755 6.0592e-05 0 0 0 112783
6.24894e+08 0.00513442 0.00517976 0.000243789 0 0 0 0.0042546 8.52839e-05 0 0 0 88228
9.9041e+08 0.00614376 0.0062169 0.000304166 0 0 0 0.00539393 0.000114624 0 0 0 68362
1.57003e+09 0.00887376 0.00898538 0.000412082 0 0 0 0.00719435 0.000153557 0 0 0 53754
2.48412e+09 0.010013 0.010133 0.000496608 0 0 0 0.00954087 0.000214333 0 0 0 41646
3.93938e+09 0.0131809 0.0133371 0.000648682 0 0 0 0.0136108 0.000298747 0 0 0 32016
6.25491e+09 0.016254 0.0164546 0.000815871 0 0 0 0.0192955 0.000416136 0 0.0125876 0 24917
9.91987e+09 0.01917 0.0193229 0.000990843 0 0 0 0.0243025 0.000514678 0 0.0247798 0 19614
1.57475e+10 0.0218289 0.0220791 0.00117553 0 0 0 0.0322706 0.000666764 0 0.0504769 0 15988
2.49649e+10 0.0274646 0.0279186 0.00145678 0 0 0 0.0408445 0.00079819 0 0.0887432 0 13217
3.9463e+10 0.0296822 0.0303196 0.00167129 0 0 0 0.0507717 0.000965148 0 0.120032 0 10983
6.24772e+10 0.026572 0.0266865 0.00173249 0 0 0 0.0546148 0.00106156 0 0.13557 0 8731
9.85914e+10 0.0241 0.0241 0.00188232 0 0 0 0.0605932 0.00127686 0 0.157099 0 6639
1.54967e+11 0.0171429 0.0171429 0.00200315 0 0 0 0.0631572 0.00162256 0 0.156275 0 4200
2.42072e+11 0.00935065 0.00935065 0.00219421 0 0 0 0.0671891 0.0023972 0 0.173752 0 1925
3.78398e+11 0.00681431 0.00681431 0.00339842 0 0 0 0.0759347 0.00434728 0.0130359 0.168612 0.0130359 587
5.85904e+11 0 0 0 0 0 0 0.0586561 0.0100574 0 0.155473 0 84
8.71754e+11 0 0 0 0 0 0 0.0609714 0.0297637 0.0125161 0.167211 0.0125161 8
