#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.2696 0.279692 0.000468609 5.06918e+08 1.0818e+06 0 1.16825e+09 0 0.400685 0.000118174 0.39433 0.106437 0.101478 0.683388 0.000107371 0.693749 0.0866858 0.10933 0.920567 6.63429e-05 0.942008 0.0210997 0.0631033 917438
62.4713 0.366884 0.000709672 6.98005e+08 1.75971e+06 0 1.74201e+09 0 0.350938 0.000143238 0.345919 0.0907414 0.0878658 0.674935 0.000140028 0.686428 0.0765076 0.0977992 0.910663 0.000104508 0.938074 0.0210776 0.0847009 461209
79.1043 0.446198 0.000932325 9.88048e+08 2.65214e+06 0 2.55467e+09 0 0.359035 0.000181668 0.355383 0.0853339 0.0872472 0.672468 0.000179012 0.686833 0.0721174 0.101965 0.894895 0.000156741 0.931495 0.0245788 0.117838 284282
98.6225 0.524021 0.00121688 1.37908e+09 4.06273e+06 7.1696e+08 2.56349e+09 7.1696e+08 0.380038 0.000245074 0.376032 0.0848132 0.0883195 0.66137 0.00023206 0.676202 0.0680817 0.102243 0.865252 0.000231708 0.902855 0.0417268 0.138502 168438
124.135 0.594883 0.00172795 1.88957e+09 6.93792e+06 1.28215e+09 2.97381e+09 1.28215e+09 0.39404 0.000342337 0.391561 0.0785404 0.0862065 0.610294 0.000293799 0.614408 0.0655234 0.0792134 0.803176 0.000359687 0.825325 0.0765935 0.136529 80715
156.144 0.678689 0.00240842 2.69526e+09 1.23061e+07 2.20847e+09 3.35111e+09 2.20847e+09 0.378145 0.000449763 0.375362 0.0691797 0.0738981 0.532568 0.000400193 0.530071 0.0626537 0.0646416 0.703511 0.000560899 0.708977 0.104377 0.122937 37596
196.571 0.757595 0.00327884 3.80644e+09 2.20033e+07 3.52252e+09 3.70415e+09 2.91728e+09 0.337637 0.000635326 0.333027 0.066495 0.0668617 0.457844 0.000641596 0.452217 0.0668084 0.0640188 0.605807 0.000922666 0.598513 0.124706 0.11191 17083
247.338 0.824469 0.00437063 5.0092e+09 3.68562e+07 5.1021e+09 3.59935e+09 3.93458e+09 0.292079 0.000907474 0.286452 0.0671837 0.0634404 0.391916 0.00100655 0.383314 0.0743967 0.0649945 0.524668 0.00155732 0.499601 0.165055 0.101738 7577
311.164 0.888654 0.00546503 6.1063e+09 5.54082e+07 6.7274e+09 2.68816e+09 4.86877e+09 0.256048 0.00122939 0.250892 0.0593577 0.0553968 0.342044 0.00139792 0.337058 0.0612149 0.0617488 0.457678 0.00228239 0.429937 0.135347 0.0831682 3314
391.679 0.927782 0.00702937 6.61294e+09 8.29842e+07 7.22667e+09 2.57581e+09 4.54544e+09 0.227352 0.00166424 0.220497 0.0532488 0.0454175 0.309228 0.00199787 0.303918 0.0586856 0.0594349 0.418607 0.0031609 0.397636 0.10757 0.0753664 1357
491.338 0.954459 0.00909047 6.71804e+09 1.17924e+08 6.97729e+09 2.51627e+09 3.08933e+09 0.210477 0.0024528 0.205655 0.0466091 0.0393429 0.291207 0.002997 0.285204 0.0548666 0.0493011 0.40644 0.00454212 0.395044 0.100611 0.0799379 527
620.108 0.971429 0.0115239 6.80394e+09 1.76315e+08 6.89404e+09 2.83168e+09 2.63808e+09 0.197555 0.00359646 0.190339 0.0381759 0.0355513 0.273085 0.00404841 0.267773 0.0515835 0.0439236 0.386412 0.00637959 0.377458 0.0831487 0.076386 210
767.545 0.953846 0.0262273 6.22888e+09 3.19753e+08 6.31028e+09 2.14895e+09 2.78776e+09 0.18453 0.00604671 0.176325 0.0445607 0.0303112 0.266125 0.00779546 0.263735 0.0444215 0.0515153 0.393086 0.0126352 0.385149 0.0735395 0.0844947 65
961.47 1 0 6.83462e+09 4.39966e+08 6.56062e+09 9.97441e+08 1.00104e+09 0.169422 0.0100354 0.166026 0.0445 0.031533 0.234353 0.0106093 0.223889 0.0599111 0.0364459 0.358299 0.0114395 0.370042 0.030958 0.0556191 11
1234.8 1 1 2.32608e+09 2.32608e+09 2.32608e+09 0 0 0.16482 0.16482 0.16482 0 0 0.246346 0.246346 0.246346 0 0 0.459568 0.459568 0.459568 0 0 1
