#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.2298 4.597e+08 4.05917e+06 4.11571e+08 1.91755e+08 8.39153e+07 1.62966e+09 8.73296e+06 1.63903e+09 3.46011e+08 3.69595e+08 1489
62.8893 4.40139e+08 4.3494e+06 3.84989e+08 1.77739e+08 6.65392e+07 1.7081e+09 1.06683e+07 1.75696e+09 3.37367e+08 4.2435e+08 1286
79.0915 4.34965e+08 4.9839e+06 3.77759e+08 1.79312e+08 5.93096e+07 1.74498e+09 1.27508e+07 1.81553e+09 3.32289e+08 4.82918e+08 997
100.192 4.59676e+08 5.53792e+06 3.9259e+08 2.17292e+08 7.37166e+07 1.5513e+09 1.47947e+07 1.57905e+09 4.61019e+08 5.68287e+08 1050
126.813 4.95758e+08 5.33134e+06 4.24463e+08 2.56199e+08 1.01316e+08 1.34694e+09 1.29742e+07 1.33261e+09 5.96654e+08 5.21825e+08 1493
159.347 5.32621e+08 5.83063e+06 4.43556e+08 3.02647e+08 1.11267e+08 1.19003e+09 1.17563e+07 1.14127e+09 6.15695e+08 5.35262e+08 1921
198.321 5.59938e+08 6.32132e+06 4.66596e+08 3.22572e+08 1.30621e+08 1.05459e+09 1.14091e+07 1.01076e+09 6.28269e+08 4.74045e+08 1952
247.932 5.78565e+08 7.59541e+06 4.8097e+08 3.31339e+08 1.39692e+08 9.91187e+08 1.32415e+07 9.44654e+08 5.73748e+08 4.7771e+08 1335
308.421 5.97344e+08 1.24355e+07 4.97762e+08 3.53341e+08 1.47541e+08 9.46152e+08 1.95477e+07 8.10788e+08 6.44577e+08 3.43845e+08 549
389.303 5.95324e+08 2.43957e+07 5.07642e+08 3.88338e+08 1.68994e+08 9.02779e+08 3.59448e+07 7.43049e+08 6.52126e+08 2.76105e+08 153
485.07 6.50577e+08 4.8342e+07 5.36715e+08 5.39586e+08 1.45275e+08 8.22245e+08 8.21868e+07 6.74785e+08 7.2039e+08 3.1462e+08 36
624.547 4.93073e+08 6.39842e+07 3.95131e+08 4.01328e+08 8.55179e+07 1.19151e+09 1.56818e+08 1.20565e+09 1.26964e+08 4.79042e+08 10
789.618 7.71102e+08 4.26873e+08 1.19797e+09 0 8.53746e+08 1.4113e+09 7.36517e+08 2.14782e+09 0 1.47303e+09 2
