#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0058 0.068964 0.0799833 0.000385165 0 0 0 0.0106244 4.67108e-05 0 0.00865436 0 660838
62.3462 0.0702811 0.0817434 0.000587028 0 0 0 0.0106996 6.55704e-05 0 0.00909469 0 291999
78.8253 0.0947814 0.108552 0.000897042 0 0 0 0.0148485 0.00010959 0 0.0182478 0 157436
98.3154 0.1388 0.160179 0.0015016 0 0 0 0.0224994 0.000197761 0 0.0420698 0 80173
123.673 0.21649 0.26013 0.00297536 0 1 0 0.0367605 0.000416858 0 0.0805639 0 32699
155.338 0.350993 0.457781 0.00641915 0 1 0 0.0688097 0.000990754 0.00918254 0.155184 0.00918254 12080
195.186 0.56653 0.825646 0.0137646 1 1 1 0.14133 0.00244367 0.0827566 0.234845 0.0827566 4141
245.073 0.769173 1.21278 0.0260859 1 1 1 0.257631 0.00538439 0.238235 0.242664 0.205014 1330
309.712 0.818428 1.18699 0.0422239 1 1 1 0.34955 0.0111483 0.351464 0.225967 0.267078 369
388.311 0.77551 1.09184 0.0859187 1 1 1 0.367496 0.0221965 0.411699 0.17556 0.331407 98
481.185 0.833333 1.20833 0.159018 1 1 1 0.317336 0.0421 0.283513 0.345157 0.186802 24
603.015 1 1.5 0.341565 1 2 0 0.398885 0.076727 0.433598 0.229968 0.294688 6
727.486 0.666667 1.33333 0.881917 1 2 1 0.312455 0.114161 0.378511 0.0901918 0.28836 3
