#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.85163e+07 0.111111 0.111111 0.111111 0 0 0 0.20767 0.102446 0.126483 0.105129 0.101802 9
1.61123e+08 0 0 0 0 0 0 0.268247 0.103176 0.146096 0.544706 0.120086 10
2.60404e+08 0.172414 0.172414 0.0713861 0 1 0 0.261615 0.0492672 0.161589 0.405868 0.123122 29
4.05139e+08 0.0566038 0.0566038 0.0320456 0 0 0 0.276862 0.0393525 0.133167 0.548996 0.094898 53
6.58824e+08 0.188811 0.202797 0.0365446 0 1 0 0.24193 0.0192567 0.167324 0.335675 0.142644 143
1.01842e+09 0.121324 0.128676 0.021633 0 0 0 0.224236 0.0135177 0.14542 0.333105 0.122438 272
1.60762e+09 0.188785 0.205607 0.0192061 0 1 0 0.26618 0.0099928 0.208282 0.325936 0.171593 535
2.56742e+09 0.181818 0.19697 0.0149213 0 1 0 0.2556 0.00729685 0.191112 0.302345 0.150854 858
4.07907e+09 0.163985 0.176245 0.0114593 0 1 0 0.25846 0.00590939 0.197375 0.308512 0.145253 1305
6.3869e+09 0.161605 0.176247 0.00972961 0 1 0 0.279393 0.00504128 0.230305 0.306998 0.176216 1844
1.00852e+10 0.183941 0.19787 0.00876361 0 1 0 0.276204 0.00422862 0.232047 0.278061 0.174836 2441
1.60124e+10 0.169602 0.184932 0.00774807 0 1 0 0.277333 0.00361626 0.236204 0.267673 0.165967 3066
2.51951e+10 0.176127 0.190716 0.00698806 0 1 0 0.285925 0.00319702 0.257902 0.245292 0.178273 3770
3.99106e+10 0.173459 0.187288 0.00661546 0 1 0 0.294108 0.00300301 0.267366 0.233928 0.182573 4122
6.28391e+10 0.145626 0.152698 0.006132 0 0 0 0.293817 0.00301096 0.27192 0.230084 0.179191 3818
9.89497e+10 0.119842 0.124794 0.00627224 0 0 0 0.303706 0.00335122 0.288722 0.216878 0.19095 3029
1.53721e+11 0.0902587 0.0924601 0.0069736 0 0 0 0.319701 0.00428306 0.306791 0.209517 0.185244 1817
2.39371e+11 0.0759331 0.0772201 0.00975414 0 0 0 0.335357 0.00643074 0.328998 0.191348 0.190014 777
3.73659e+11 0.0736196 0.0736196 0.020518 0 0 0 0.358402 0.0140712 0.34831 0.19546 0.191605 163
5.58186e+11 0.0526316 0.0526316 0.0526316 0 0 0 0.406605 0.0324043 0.431879 0.11908 0.155709 19
8.2016e+11 0 0 0 0 0 0 0.24477 0.24477 0.24477 0 0 1
