#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0149 0.070589 0.0818428 0.000387042 0 0 0 0.0113569 4.82952e-05 0 0.00911742 0 668220
62.3512 0.0725787 0.0843753 0.000590646 0 0 0 0.011733 6.87018e-05 0 0.00975464 0 296864
78.8391 0.0977128 0.111991 0.000900578 0 0 0 0.0164609 0.000115418 0 0.0257057 0 160941
98.3299 0.14212 0.164021 0.00149428 0 0 0 0.0251219 0.000208953 0 0.047593 0 82599
123.675 0.221174 0.265338 0.00294266 0 1 0 0.0407018 0.000434266 0 0.0925582 0 33806
155.269 0.359774 0.470285 0.00644862 0 1 0 0.0760404 0.0010396 0.0168061 0.166738 0.0168061 12216
195.316 0.567866 0.832134 0.0137744 1 1 1 0.153602 0.00254579 0.0961662 0.242106 0.0961662 4170
245.581 0.759393 1.19147 0.0257003 1 1 1 0.271234 0.00539538 0.24975 0.254393 0.201574 1384
310.033 0.774882 1.13744 0.0413676 1 1 1 0.361028 0.0102775 0.377089 0.208583 0.282112 422
387.644 0.70339 0.983051 0.0789096 1 1 1 0.380437 0.0199672 0.41972 0.1861 0.250448 118
498.072 0.805556 1.16667 0.129099 1 1 1 0.365671 0.0311232 0.371457 0.217032 0.238218 36
608.555 1 1.42857 0.297381 1 1 0 0.405017 0.0651354 0.433598 0.0748863 0.194801 7
741.527 0.5 1 0.707107 1 2 1 0.300339 0.081628 0.378511 0.0901918 0.28836 4
