#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.53158e+09 1.06123e+09 4.67491e+06 7.97294e+08 9.36049e+08 4.285e+08 1.97313e+09 8.18858e+06 1.51125e+09 2.01127e+09 8.26562e+08 31079
1.58193e+10 9.33853e+08 5.19976e+06 7.0208e+08 7.89428e+08 3.42538e+08 1.77173e+09 1.03441e+07 1.28215e+09 1.75756e+09 6.76918e+08 18486
2.48387e+10 9.30798e+08 5.92914e+06 6.92286e+08 8.04673e+08 3.38284e+08 1.64738e+09 1.11735e+07 1.16825e+09 1.63211e+09 5.63017e+08 14927
3.93614e+10 9.28259e+08 6.68117e+06 6.84684e+08 8.17669e+08 3.33038e+08 1.55026e+09 1.26912e+07 1.16825e+09 1.27584e+09 5.63017e+08 11822
6.25905e+10 1.01018e+09 8.15925e+06 7.1696e+08 9.57635e+08 3.59569e+08 1.55267e+09 1.4227e+07 1.16825e+09 1.27584e+09 5.63017e+08 9547
9.93169e+10 1.08124e+09 9.55464e+06 7.94287e+08 1.04457e+09 4.33699e+08 1.58566e+09 1.60515e+07 1.16825e+09 1.39422e+09 5.63017e+08 7937
1.57207e+11 1.16773e+09 1.20544e+07 8.29125e+08 1.17571e+09 4.64603e+08 1.68988e+09 1.94596e+07 1.28215e+09 1.39907e+09 6.76918e+08 6107
2.47925e+11 1.24915e+09 1.49119e+07 8.6037e+08 1.29197e+09 4.10824e+08 1.81621e+09 2.30146e+07 1.39649e+09 1.52337e+09 7.91253e+08 4789
3.94497e+11 1.37858e+09 1.88922e+07 9.41735e+08 1.49274e+09 4.88708e+08 1.9742e+09 2.85609e+07 1.51125e+09 1.64866e+09 8.04458e+08 3703
6.23103e+11 1.5428e+09 2.61368e+07 1.04164e+09 1.74829e+09 5.90346e+08 2.23688e+09 3.67548e+07 1.74201e+09 2.02384e+09 1.02505e+09 2799
9.87176e+11 1.765e+09 3.54475e+07 1.18547e+09 2.05862e+09 7.08537e+08 2.48351e+09 4.58427e+07 1.85802e+09 2.39794e+09 1.14106e+09 1966
1.5588e+12 2.09239e+09 4.96489e+07 1.37934e+09 2.57225e+09 8.81774e+08 2.77838e+09 5.90846e+07 2.09125e+09 2.90714e+09 1.26213e+09 1460
2.45621e+12 2.32303e+09 7.1276e+07 1.39649e+09 3.29689e+09 8.15937e+08 2.85617e+09 7.03452e+07 2.2879e+09 2.89728e+09 1.45877e+09 909
3.89071e+12 3.08995e+09 1.18169e+08 2.07929e+09 4.34021e+09 1.38025e+09 2.81824e+09 9.48513e+07 2.21058e+09 3.12005e+09 1.48642e+09 508
6.08758e+12 3.57256e+09 1.89399e+08 2.5976e+09 4.78858e+09 1.89081e+09 2.51047e+09 1.17782e+08 1.97444e+09 2.52813e+09 1.25748e+09 242
9.7607e+12 4.00125e+09 2.87814e+08 3.00455e+09 5.21075e+09 2.32502e+09 2.15966e+09 1.4091e+08 1.74201e+09 2.14595e+09 9.12884e+08 129
1.58034e+13 4.01794e+09 5.77393e+08 2.10314e+09 7.20539e+09 1.27402e+09 2.06237e+09 2.21056e+08 1.62642e+09 1.8961e+09 9.0946e+08 41
2.48289e+13 5.80142e+09 7.66997e+08 6.94798e+09 2.81236e+09 5.85082e+09 1.979e+09 2.76266e+08 1.74201e+09 2.39102e+09 1.02505e+09 24
3.7033e+13 4.93099e+09 1.13155e+09 4.01036e+09 5.77025e+09 2.96276e+09 1.86705e+09 2.28025e+08 1.74201e+09 1.17785e+09 6.87229e+08 12
6.8141e+13 3.28911e+09 1.74015e+09 2.76817e+09 3.76149e+09 2.19865e+09 1.86515e+09 4.8133e+08 2.09125e+09 4.71216e+08 1.14952e+09 3
9.79559e+13 9.00436e+09 9.00436e+09 9.00436e+09 0 0 1.97444e+09 1.97444e+09 1.97444e+09 0 0 1
1.70018e+14 1.19325e+09 1.08631e+08 1.30188e+09 0 2.17263e+08 2.26962e+09 4.11603e+08 2.68123e+09 0 8.23207e+08 2
