#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.70808e+09 4.96296e+08 1.35463e+07 4.24463e+08 2.38965e+08 1.01316e+08 3.37261e+09 8.69906e+07 3.97868e+09 5.34093e+08 2.72719e+09 244
1.62766e+10 4.93226e+08 1.47069e+07 4.11571e+08 2.48262e+08 9.31214e+07 4.06115e+09 4.51679e+07 4.22253e+09 3.46011e+08 4.97762e+08 239
2.55691e+10 4.912e+08 1.1321e+07 4.20356e+08 2.32072e+08 9.72089e+07 4.15632e+09 2.66692e+07 4.22253e+09 4.01036e+08 5.62728e+08 357
3.97639e+10 4.90309e+08 1.04281e+07 4.14234e+08 2.36151e+08 9.10868e+07 4.09602e+09 2.87566e+07 4.22253e+09 4.55301e+08 6.94375e+08 452
6.35212e+10 5.29023e+08 1.12444e+07 4.43556e+08 3.01169e+08 1.18776e+08 3.88826e+09 3.28938e+07 4.04061e+09 5.27933e+08 8.51102e+08 505
1.00386e+11 5.81778e+08 1.33247e+07 4.77585e+08 3.34724e+08 1.45296e+08 3.63311e+09 3.48332e+07 3.78915e+09 6.67111e+08 8.79709e+08 624
1.58952e+11 6.0285e+08 1.27282e+07 4.82497e+08 4.16301e+08 1.52018e+08 3.39817e+09 3.73575e+07 3.59426e+09 7.46203e+08 1.19287e+09 687
2.50462e+11 6.71087e+08 1.6271e+07 5.21825e+08 4.43511e+08 1.80097e+08 2.91883e+09 4.54385e+07 3.12022e+09 1.10231e+09 1.7322e+09 715
3.97401e+11 7.09723e+08 1.63841e+07 5.46096e+08 5.46901e+08 2.00085e+08 2.30257e+09 4.59337e+07 2.17764e+09 1.6753e+09 1.32422e+09 756
6.26978e+11 7.14182e+08 1.64818e+07 5.58931e+08 5.52215e+08 1.98435e+08 1.89195e+09 4.50288e+07 1.64291e+09 1.61538e+09 1.0311e+09 665
9.7055e+11 7.28863e+08 2.16713e+07 5.62728e+08 5.52739e+08 1.97538e+08 1.50274e+09 4.94695e+07 1.17237e+09 1.37657e+09 6.08744e+08 418
1.53797e+12 7.69981e+08 3.13178e+07 6.41496e+08 4.6332e+08 2.61234e+08 1.46402e+09 7.04109e+07 1.093e+09 1.30839e+09 5.62121e+08 204
2.38458e+12 8.12386e+08 5.44259e+07 6.43252e+08 5.42305e+08 2.53291e+08 1.08678e+09 6.81248e+07 8.53413e+08 8.6689e+08 3.22537e+08 91
3.79832e+12 8.66167e+08 7.15242e+07 7.92119e+08 5.38223e+08 3.15191e+08 1.03184e+09 1.45637e+08 7.01746e+08 7.85466e+08 1.70869e+08 34
6.165e+12 1.43117e+09 1.8781e+08 1.32422e+09 1.07717e+09 8.45827e+08 7.85936e+08 5.90693e+07 7.65396e+08 2.47978e+08 1.53579e+08 22
1.08358e+13 1.15137e+09 4.34075e+08 8.80596e+08 1.88598e+09 5.59781e+08 5.75466e+08 5.10443e+07 5.59971e+08 1.32587e+08 1.10226e+08 5
1.64118e+13 6.43252e+08 6.43252e+08 6.43252e+08 0 0 4.49746e+08 4.49746e+08 4.49746e+08 0 0 1
2.25157e+13 1.40896e+09 6.16843e+08 2.02581e+09 0 1.23369e+09 6.1142e+08 1.61674e+08 7.73094e+08 0 3.23348e+08 2
4.69559e+13 6.92559e+08 6.92559e+08 6.92559e+08 0 0 4.00439e+08 4.00439e+08 4.00439e+08 0 0 1
