#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.53477e+09 4.92924e+08 7.70139e+06 4.2435e+08 2.18902e+08 1.04446e+08 2.49883e+09 5.81497e+07 2.02659e+09 2.19595e+09 1.33403e+09 739
1.60234e+10 4.54407e+08 7.05114e+06 3.95991e+08 2.00663e+08 7.71183e+07 3.66442e+09 5.05056e+07 4.04061e+09 4.72159e+08 2.09009e+09 526
2.4753e+10 4.47621e+08 7.81284e+06 3.95991e+08 1.8367e+08 7.33659e+07 4.16316e+09 3.22237e+07 4.28184e+09 3.95991e+08 4.28905e+08 460
3.95767e+10 4.22812e+08 7.20738e+06 3.65726e+08 1.8835e+08 5.20618e+07 4.32824e+09 2.35918e+07 4.39903e+09 3.32289e+08 4.20356e+08 359
6.36113e+10 4.20102e+08 7.42198e+06 3.74223e+08 1.63977e+08 6.05585e+07 4.38722e+09 1.90584e+07 4.45626e+09 2.7506e+08 4.15652e+08 354
1.00391e+11 4.57263e+08 9.11998e+06 3.97386e+08 2.05939e+08 7.42393e+07 4.24229e+09 2.78973e+07 4.34047e+09 3.90856e+08 5.51314e+08 352
1.59234e+11 4.80608e+08 1.07862e+07 4.05994e+08 2.28399e+08 8.71206e+07 4.05006e+09 2.89829e+07 4.16255e+09 4.61019e+08 6.34393e+08 438
2.53056e+11 4.96553e+08 9.30177e+06 4.15652e+08 2.6501e+08 9.37988e+07 3.78894e+09 3.47201e+07 3.91612e+09 6.52428e+08 7.95898e+08 563
4.04882e+11 5.35016e+08 9.58596e+06 4.3338e+08 3.27656e+08 1.05725e+08 3.42404e+09 3.62301e+07 3.65981e+09 7.39229e+08 1.25841e+09 813
6.42822e+11 6.30874e+08 1.07311e+07 4.87529e+08 4.5308e+08 1.50162e+08 2.77319e+09 3.47875e+07 2.98018e+09 1.12172e+09 1.80781e+09 1341
1.00892e+12 6.89935e+08 9.55176e+06 5.49915e+08 4.87551e+08 2.0607e+08 2.11581e+09 2.80844e+07 1.87412e+09 1.78569e+09 1.10102e+09 2006
1.57663e+12 7.59529e+08 1.11893e+07 6.04016e+08 5.73416e+08 2.34701e+08 1.72226e+09 2.69386e+07 1.33034e+09 1.85917e+09 7.18525e+08 1927
2.42951e+12 8.3984e+08 1.63785e+07 6.43252e+08 6.42299e+08 2.59578e+08 1.42916e+09 3.03718e+07 1.01337e+09 1.46218e+09 4.82497e+08 1153
3.82413e+12 9.0777e+08 2.67007e+07 7.73094e+08 6.8782e+08 3.72655e+08 1.33429e+09 4.6593e+07 9.43961e+08 1.33271e+09 4.13085e+08 455
6.08533e+12 1.03605e+09 5.30838e+07 7.89169e+08 9.06365e+08 3.39423e+08 1.13993e+09 6.4113e+07 7.94653e+08 1.23193e+09 3.44907e+08 163
9.64808e+12 1.32898e+09 7.87457e+07 1.25149e+09 8.7528e+08 7.16766e+08 1.09282e+09 8.91939e+07 7.68719e+08 9.51584e+08 3.05405e+08 92
1.5305e+13 1.57215e+09 1.32161e+08 1.41477e+09 1.07042e+09 7.99688e+08 9.12366e+08 9.40712e+07 6.92559e+08 7.94653e+08 2.42813e+08 44
2.37779e+13 1.71319e+09 1.56596e+08 1.48721e+09 1.13471e+09 8.53413e+08 9.25494e+08 1.03989e+08 7.09342e+08 6.99576e+08 2.59596e+08 31
3.82906e+13 1.8571e+09 2.19343e+08 1.58738e+09 1.46307e+09 8.71019e+08 9.03535e+08 1.04701e+08 7.73094e+08 3.99279e+08 3.02798e+08 21
6.07004e+13 1.57296e+09 4.00172e+08 2.01807e+09 2.34537e+08 1.56832e+09 4.38604e+08 5.40935e+07 5.30876e+08 0 2.07528e+08 4
8.19435e+13 2.14589e+09 4.34817e+08 1.78299e+09 1.22876e+09 1.40079e+08 5.0866e+08 9.39069e+07 4.49746e+08 2.42813e+08 6.60712e+07 3
1.3525e+14 2.68057e+09 2.68057e+09 2.68057e+09 0 0 1.17237e+09 1.17237e+09 1.17237e+09 0 0 1
