#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.69706e+07 0 0 6.85446e+07 327736 0 0 0 0.357415 0.00010215 0.353071 0.0930299 0.0880552 0.679304 9.10051e-05 0.684889 0.0747617 0.0837791 0.934566 3.6621e-05 0.941938 0.0182003 0.0306916 854644
1.5708e+08 0 0 7.53869e+07 590754 0 0 0 0.362446 0.000171585 0.358335 0.0926769 0.0882744 0.68204 0.000141279 0.684021 0.0732706 0.0758874 0.935345 5.61702e-05 0.941793 0.0176171 0.0289305 304055
2.48722e+08 0 0 8.53193e+07 731409 0 0 0 0.37032 0.000191465 0.366651 0.0897798 0.0868751 0.686369 0.000154503 0.687948 0.0712759 0.0747324 0.936384 6.10954e-05 0.942346 0.0170367 0.0272209 238687
3.94539e+08 0 0 9.86116e+07 894733 0 0 0 0.380233 0.000212734 0.376558 0.0872095 0.0841807 0.692629 0.000170362 0.694367 0.069279 0.0753293 0.937178 6.61081e-05 0.942615 0.0165407 0.0255786 188616
6.25705e+08 0 0 1.11904e+08 1.07961e+06 0 0 0 0.390549 0.00023166 0.385992 0.0853284 0.0799751 0.697968 0.000180523 0.700707 0.0641807 0.0730735 0.936761 7.16982e-05 0.941861 0.0158004 0.0239953 153140
9.90785e+08 0 0 1.2618e+08 1.29838e+06 0 0 0 0.399381 0.000253201 0.394278 0.0844172 0.0775985 0.699599 0.00019291 0.702839 0.0597423 0.0704232 0.93388 8.15908e-05 0.938815 0.0159907 0.0233622 122792
1.57133e+09 0 0 1.45528e+08 1.60193e+06 0 0 0 0.409295 0.000278137 0.404083 0.0835694 0.075715 0.697806 0.000203123 0.700663 0.0545324 0.0642745 0.928136 9.77955e-05 0.933187 0.0165684 0.0236688 97461
2.49035e+09 0 0 1.67853e+08 1.9421e+06 0 0 0 0.416633 0.000299952 0.411715 0.0817024 0.0742013 0.689882 0.00020793 0.692018 0.0502336 0.0570946 0.918584 0.000119727 0.924183 0.0178334 0.0252301 78600
3.94969e+09 0 0 2.02452e+08 2.43135e+06 0 3.45522e+08 0 0.424093 0.00032427 0.419445 0.0797347 0.0728143 0.676529 0.00021382 0.677642 0.0463305 0.0501657 0.90409 0.00015187 0.91032 0.0204676 0.028554 64012
6.27081e+09 0 0 2.49471e+08 3.09182e+06 0 4.71216e+08 0 0.427533 0.00034442 0.424343 0.0761661 0.0714391 0.65607 0.000221838 0.657441 0.0419095 0.0446271 0.882598 0.000198109 0.890065 0.0242429 0.0336473 52334
9.92518e+09 0 0 3.15156e+08 4.02788e+06 0 6.13304e+08 0 0.42742 0.000370664 0.425457 0.07267 0.0700959 0.631196 0.0002432 0.633261 0.0386454 0.0423133 0.852994 0.000255668 0.861113 0.02989 0.0409966 42822
1.57446e+10 0 0 4.1707e+08 5.46825e+06 0 8.29125e+08 0 0.423139 0.000399362 0.422054 0.0700846 0.0694548 0.601997 0.000288018 0.606091 0.0370727 0.0448523 0.812962 0.000343616 0.821953 0.036818 0.049489 35655
2.49346e+10 0 0 5.65885e+08 7.32874e+06 0 1.14496e+09 0 0.411697 0.000432069 0.412485 0.0673648 0.0689536 0.568753 0.000362739 0.575294 0.0394462 0.0519093 0.762857 0.000452486 0.77106 0.0453351 0.0544072 29448
3.94924e+10 0 0 7.6576e+08 9.88607e+06 0 1.51125e+09 0 0.396204 0.000482591 0.397732 0.0678058 0.0712197 0.535197 0.000457894 0.542593 0.0459151 0.0624942 0.710315 0.000585793 0.716714 0.0531784 0.0639157 24501
6.24248e+10 0 0 1.03175e+09 1.34082e+07 0 2.04177e+09 0 0.375109 0.000543699 0.376845 0.0665687 0.0718248 0.500877 0.000584185 0.506661 0.0538818 0.0730946 0.660592 0.000787356 0.66415 0.0636759 0.0868732 19122
9.79171e+10 0 0 1.39214e+09 1.94528e+07 4.88998e+08 2.35852e+09 4.88998e+08 0.353267 0.000646726 0.355674 0.0661014 0.0748823 0.472442 0.000845238 0.471318 0.0657781 0.0806597 0.626801 0.00115835 0.619138 0.113565 0.103464 12852
1.51356e+11 0 0 2.06444e+09 3.66609e+07 9.0946e+08 3.89462e+09 9.0946e+08 0.328648 0.000984411 0.330647 0.0646864 0.0746413 0.455853 0.0016685 0.437336 0.0923597 0.0819205 0.617483 0.00219026 0.5892 0.224614 0.122853 5627
2.34144e+11 0 0 3.40174e+09 9.88422e+07 1.71425e+09 6.25562e+09 1.22031e+09 0.300933 0.00236849 0.297152 0.0685733 0.0703635 0.450839 0.00456757 0.407266 0.198407 0.0850462 0.648546 0.00562705 0.621819 0.256551 0.184384 1191
3.66965e+11 0 0 4.93457e+09 3.29537e+08 3.1599e+09 6.87074e+09 2.35372e+09 0.268926 0.00607095 0.255852 0.0671363 0.0521291 0.487118 0.01702 0.410505 0.329522 0.116767 0.728392 0.0185626 0.796901 0.168552 0.357522 149
5.72194e+11 0 0 5.88813e+09 2.29943e+09 9.72573e+09 2.24324e+09 9.23179e+09 0.247529 0.0298599 0.255052 0.0913857 0.102259 0.57674 0.0863478 0.630478 0.281054 0.338211 0.816875 0.0351911 0.871075 0.0474358 0.166799 6
