#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
45.3428 1.0538e+09 8.86243e+06 8.12717e+08 8.30502e+08 3.56251e+08 1.45253e+09 1.28373e+07 1.05478e+09 1.38931e+09 4.89588e+08 7594
62.5071 9.89019e+08 1.31637e+07 7.1696e+08 8.8035e+08 2.69168e+08 1.18679e+09 1.75511e+07 8.29125e+08 1.02889e+09 3.35182e+08 3074
79.1615 1.05765e+09 1.72969e+07 8.1198e+08 9.30029e+08 3.55513e+08 1.11801e+09 1.98268e+07 8.29125e+08 8.98004e+08 3.35182e+08 1970
99.4088 1.14589e+09 2.22118e+07 9.0946e+08 9.36049e+08 4.36701e+08 1.23919e+09 2.67673e+07 9.41735e+08 1.02253e+09 4.47792e+08 1431
124.98 1.36674e+09 3.05956e+07 1.02889e+09 1.29719e+09 5.34951e+08 1.42197e+09 3.99321e+07 1.05478e+09 1.2713e+09 5.60837e+08 1118
158.445 1.59351e+09 4.29248e+07 1.16825e+09 1.63211e+09 6.74308e+08 1.76834e+09 5.92209e+07 1.15783e+09 1.78854e+09 5.96995e+08 887
199.467 2.01794e+09 6.03859e+07 1.28215e+09 2.49177e+09 6.76918e+08 2.1366e+09 6.51119e+07 1.54808e+09 2.09595e+09 8.73772e+08 873
250.145 2.42823e+09 8.38486e+07 1.51125e+09 3.23884e+09 9.19353e+08 2.43713e+09 7.25746e+07 1.84551e+09 2.45698e+09 1.16598e+09 746
311.324 3.4484e+09 1.48344e+08 2.07499e+09 5.43511e+09 1.27472e+09 2.04523e+09 7.86261e+07 1.62642e+09 2.13943e+09 1.02119e+09 404
391.209 4.14741e+09 2.42958e+08 2.80036e+09 5.66252e+09 2.0723e+09 1.7816e+09 1.03832e+08 1.28215e+09 1.83334e+09 7.19135e+08 200
500.333 5.04981e+09 4.42359e+08 4.86556e+09 4.88764e+09 4.00176e+09 1.4504e+09 1.41603e+08 1.05478e+09 1.38931e+09 5.55882e+08 75
617.344 5.47138e+09 7.3074e+08 6.7274e+09 3.30966e+09 5.78818e+09 1.14852e+09 1.2586e+08 9.48454e+08 7.93555e+08 5.02106e+08 29
790.715 6.88363e+09 1.63688e+09 5.56966e+09 6.21163e+09 5.71267e+08 2.13979e+09 1.0502e+09 1.37544e+09 3.89269e+09 6.04806e+08 4
972.028 6.85797e+09 4.53188e+09 1.13898e+10 0 9.06377e+09 7.33341e+08 3.419e+08 1.07524e+09 0 6.838e+08 2
