#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.69744e+07 0.0559504 0.0652041 0.000307739 0 0 0 0.00813851 3.08624e-05 0 0.00851446 0 861710
1.57083e+08 0.0596013 0.0689319 0.000526787 0 0 0 0.00865661 5.42519e-05 0 0.00861965 0 306839
2.48742e+08 0.0648357 0.0752854 0.000619887 0 0 0 0.00962498 6.6492e-05 0 0.00878887 0 240963
3.94567e+08 0.0734368 0.0856929 0.000743995 0 0 0 0.0109545 8.08079e-05 0 0.00923384 0 190681
6.25695e+08 0.0820265 0.0949214 0.000857582 0 0 0 0.0122208 9.55728e-05 0 0.016732 0 155023
9.90763e+08 0.0909822 0.105989 0.00101338 0 0 0 0.0137011 0.000115314 0 0.0176026 0 124409
1.57133e+09 0.103713 0.121866 0.00121989 0 0 0 0.0157606 0.000142527 0 0.0250912 0 98879
2.49083e+09 0.119112 0.141795 0.00146881 0 0 0 0.0181846 0.000172132 0 0.02798 0 79883
3.94987e+09 0.1402 0.167251 0.0017524 0 0 0 0.021506 0.000212841 0 0.0375874 0 65064
6.27047e+09 0.16676 0.205154 0.00217104 0 1 0 0.0267732 0.000279073 0 0.0519919 0 53316
9.92608e+09 0.200925 0.254303 0.00267808 0 1 0 0.0342724 0.000371924 0 0.070113 0 43688
1.5744e+10 0.245996 0.326165 0.00338866 0 1 0 0.046217 0.000518703 0 0.0954106 0 36273
2.49262e+10 0.313249 0.44149 0.00438179 0 1 0 0.0653901 0.000711325 0.00226558 0.14179 0.00226558 29858
3.94428e+10 0.386102 0.574424 0.00545532 0 1 0 0.0913806 0.000961879 0.0132758 0.198227 0.0132758 24421
6.23098e+10 0.474293 0.731258 0.00686103 0 2 0 0.125688 0.00131018 0.0369783 0.260582 0.0369783 18341
9.77409e+10 0.560663 0.883202 0.00891794 1 1 1 0.169824 0.0018822 0.0821165 0.314322 0.0821165 11704
1.5239e+11 0.634773 0.979337 0.0129687 1 1 1 0.240641 0.00314996 0.154746 0.367043 0.133481 5372
2.37857e+11 0.69951 1.05141 0.0225569 1 1 1 0.367481 0.00607801 0.347671 0.318867 0.25891 1634
3.75185e+11 0.633766 0.909091 0.0438151 1 1 1 0.558188 0.0111837 0.604762 0.17464 0.33772 385
5.87427e+11 0.523077 0.723077 0.101687 1 1 1 0.689701 0.0236499 0.722497 0.12424 0.175276 65
9.10217e+11 0.307692 0.307692 0.133235 0 1 0 0.802085 0.0253457 0.821515 0.0676245 0.107081 13
