#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.8804e+07 1.03901e-05 5.99871e-06 850510 42291.5 0 0 0 0.217615 0.000103838 0.211045 0.0590236 0.0468304 0.34489 9.8905e-05 0.348096 0.0484388 0.0557699 0.466107 3.51272e-05 0.47002 0.0122013 0.0196872 288736
1.57403e+08 1.60458e-05 1.13461e-05 1.20809e+06 81596 0 0 0 0.218354 0.000160058 0.212399 0.0590966 0.0482285 0.347623 0.000146312 0.351396 0.045869 0.0544693 0.467377 4.90105e-05 0.470929 0.0114153 0.0183631 124643
2.48871e+08 2.9666e-05 1.71275e-05 1.48176e+06 96984.4 0 0 0 0.222141 0.000179087 0.216457 0.0585058 0.0486209 0.351303 0.000157243 0.354658 0.0447347 0.0526073 0.468404 5.19587e-05 0.471722 0.0110532 0.017455 101126
3.94254e+08 3.83054e-05 2.21153e-05 2.03849e+06 135967 0 0 0 0.226052 0.000203379 0.220624 0.0584334 0.0488592 0.354844 0.000173314 0.358326 0.0429133 0.0509102 0.469619 5.69919e-05 0.472843 0.0105836 0.0168993 78318
6.24535e+08 4.92797e-05 2.84512e-05 3.37721e+06 215520 0 0 0 0.230547 0.000230256 0.225082 0.0586854 0.0487722 0.359199 0.000191768 0.36236 0.0420395 0.0491677 0.471292 6.20652e-05 0.474426 0.0101028 0.0161785 60877
9.89013e+08 0.000195075 6.50195e-05 4.23851e+06 289741 0 0 0 0.234981 0.000264769 0.229827 0.0589392 0.049166 0.364634 0.000215439 0.367655 0.0412728 0.0479898 0.473627 6.79547e-05 0.476704 0.00923249 0.0150246 46136
1.56608e+09 0.000342495 9.88543e-05 8.01992e+06 512481 0 0 0 0.240565 0.000305998 0.235644 0.0588094 0.0501821 0.372199 0.000243563 0.375814 0.0400914 0.0480607 0.476457 7.19186e-05 0.479348 0.00819576 0.0137274 35037
2.48766e+09 0.00131179 0.000221592 1.115e+07 657778 0 0 0 0.247127 0.000349136 0.242824 0.0588674 0.051415 0.3812 0.000271875 0.385741 0.0376104 0.0479035 0.479104 7.72353e-05 0.481878 0.00694492 0.0120772 26681
3.93732e+09 0.00298976 0.000382236 1.80721e+07 1.00063e+06 0 0 0 0.255943 0.000408459 0.251808 0.0599639 0.0525832 0.391738 0.000294286 0.397027 0.0337723 0.0458792 0.481364 8.17641e-05 0.483753 0.00617203 0.0101334 20403
6.25761e+09 0.00443861 0.000525612 2.5554e+07 1.31951e+06 0 0 0 0.264564 0.000458937 0.260647 0.0599874 0.0531074 0.401407 0.00031048 0.406787 0.0296677 0.0409164 0.482615 9.42402e-05 0.484895 0.00558916 0.00897637 15996
9.91767e+09 0.00696582 0.000748553 3.33771e+07 1.75736e+06 0 0 0 0.274417 0.000533756 0.271082 0.0606101 0.0544512 0.407341 0.000326174 0.411928 0.0276677 0.036683 0.482616 0.000112384 0.484919 0.00564218 0.00894433 12346
1.57359e+10 0.0116983 0.00108928 4.63988e+07 2.32268e+06 0 0 0 0.283898 0.000601436 0.281086 0.0585067 0.0550596 0.411793 0.000344381 0.415575 0.0259441 0.0334721 0.482308 0.000126134 0.484619 0.00598547 0.00912043 9745
2.48457e+10 0.0178177 0.00150874 5.63099e+07 2.83387e+06 0 0 0 0.291938 0.00066968 0.289941 0.0578234 0.0555985 0.412242 0.000379262 0.415463 0.0262413 0.0322958 0.480197 0.000177231 0.483355 0.00657943 0.0102329 7689
3.93726e+10 0.0244774 0.00206568 6.54519e+07 3.67839e+06 0 0 0 0.299106 0.000752504 0.297143 0.0552199 0.0526754 0.409437 0.000451856 0.41279 0.0268149 0.0321965 0.477128 0.000252884 0.481537 0.00740716 0.0128893 5597
6.18221e+10 0.0321014 0.00289551 6.99525e+07 4.55491e+06 0 0 0 0.303242 0.000905268 0.301314 0.0547047 0.0512487 0.403737 0.00057358 0.40643 0.0291038 0.033985 0.471885 0.000362617 0.477264 0.00964314 0.0169524 3707
9.78511e+10 0.0538894 0.00488908 9.66993e+07 7.23637e+06 0 0 0 0.302917 0.00117098 0.301487 0.0534858 0.0500584 0.394516 0.000807555 0.398069 0.0301561 0.0350488 0.463746 0.000612148 0.470798 0.0125543 0.0219193 2134
1.52914e+11 0.0872618 0.00894243 1.2775e+08 1.23767e+07 0 0 0 0.300059 0.00167586 0.29777 0.054019 0.0459659 0.381541 0.00131042 0.385434 0.0325845 0.0378759 0.451836 0.00109692 0.462036 0.0160859 0.0346788 997
2.3763e+11 0.156923 0.0202071 2.02817e+08 2.74428e+07 0 5.30876e+08 0 0.287479 0.00280092 0.287971 0.0473906 0.0532545 0.359205 0.00241694 0.363429 0.0364428 0.0480038 0.432101 0.00218787 0.441902 0.0243002 0.0445789 325
3.68944e+11 0.27451 0.0631117 3.96173e+08 1.04527e+08 0 8.53413e+08 0 0.266332 0.00732079 0.267165 0.0482343 0.0564005 0.341194 0.0075273 0.348554 0.0405189 0.0577836 0.409802 0.00647792 0.422866 0.0288301 0.0477149 51
5.62774e+11 0.5 0.5 1.5796e+08 1.5796e+08 3.15921e+08 0 3.15921e+08 0.247291 0.0430188 0.29031 0 0.0860376 0.30782 0.0291574 0.336977 0 0.0583147 0.386869 0.0192545 0.406124 0 0.038509 2
