#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 9.75 - 10.25
#HM   Stats: 3.098530e+11 (median) + 1.641180e+11  / - 1.075000e+11
#SM   Stats: 9.212800e+09 (median) + 4.951999e+09  / - 2.713230e+09
#VMP  Stats: 1.213000e+02 (median) + 1.159999e+01  / - 8.220001e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 9.099447e-11 (median) + 1.060638e-10  / - 5.184406e-11
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 28591
sfh 0.060123 0 0 0 #avg: 6.57329e-06; avg_err: 6.57329e-06; sd: 0.00111145; counts: 28591
sfh 0.062373 0 0 0 #avg: 6.25368e-05; avg_err: 4.96636e-05; sd: 0.0083974; counts: 28591
sfh 0.064623 0 0 0 #avg: 0.000161911; avg_err: 0.000109504; sd: 0.0185155; counts: 28591
sfh 0.066873 0 0 0 #avg: 0.000521188; avg_err: 0.000242368; sd: 0.040981; counts: 28591
sfh 0.069123 0 0 0 #avg: 0.000867615; avg_err: 0.000300813; sd: 0.0508632; counts: 28591
sfh 0.071373 0 0 0 #avg: 0.00143411; avg_err: 0.000303431; sd: 0.0513059; counts: 28591
sfh 0.073623 0 0 0 #avg: 0.00262095; avg_err: 0.000578063; sd: 0.0977422; counts: 28591
sfh 0.075873 0 0 0 #avg: 0.00407124; avg_err: 0.000800814; sd: 0.135406; counts: 28591
sfh 0.078123 0 0 0 #avg: 0.00535802; avg_err: 0.000604093; sd: 0.102143; counts: 28591
sfh 0.080373 0 0 0 #avg: 0.00686765; avg_err: 0.000558688; sd: 0.0944662; counts: 28591
sfh 0.082623 0 0 0 #avg: 0.00928358; avg_err: 0.000704592; sd: 0.119137; counts: 28591
sfh 0.085998 0 0 0 #avg: 0.0152999; avg_err: 0.00124209; sd: 0.21002; counts: 28591
sfh 0.089373 0 0 0 #avg: 0.019744; avg_err: 0.0012887; sd: 0.217902; counts: 28591
sfh 0.092748 0 0.00347731 0 #avg: 0.0238716; avg_err: 0.000830771; sd: 0.140472; counts: 28591
sfh 0.096123 0 0.0156607 0 #avg: 0.0312429; avg_err: 0.00103884; sd: 0.175653; counts: 28591
sfh 0.099498 0 0.0330956 0 #avg: 0.037539; avg_err: 0.00129064; sd: 0.218229; counts: 28591
sfh 0.102873 0 0.0499917 0 #avg: 0.0439321; avg_err: 0.00167828; sd: 0.283773; counts: 28591
sfh 0.106248 0 0.0665185 0 #avg: 0.0505155; avg_err: 0.00126079; sd: 0.213182; counts: 28591
sfh 0.109623 0.00113193 0.0773596 0.00113193 #avg: 0.056933; avg_err: 0.00128764; sd: 0.217721; counts: 28591
sfh 0.112998 0.0048689 0.0862014 0.0048689 #avg: 0.0635858; avg_err: 0.0015534; sd: 0.262658; counts: 28591
sfh 0.116373 0.00882815 0.0910526 0.00882815 #avg: 0.0695087; avg_err: 0.00137153; sd: 0.231907; counts: 28591
sfh 0.119748 0.0121883 0.0986187 0.0121883 #avg: 0.0753663; avg_err: 0.00145149; sd: 0.245426; counts: 28591
