#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
42.4109 0 0 0 0 0 0 0.0741702 0.00604369 0.0454158 0.0845762 0.0295745 159
63.8014 0.166667 0.166667 0.112367 0 1 0 0.146441 0.0617311 0.0787261 0.226239 0.064522 12
82.7532 0.0422535 0.0422535 0.0240441 0 0 0 0.187115 0.0197238 0.122854 0.265229 0.106271 71
103.293 0.0674157 0.0674157 0.0133079 0 0 0 0.194964 0.00915698 0.145541 0.217373 0.105935 356
129.029 0.0567551 0.0567551 0.00574853 0 0 0 0.197036 0.0041011 0.15033 0.222243 0.110958 1621
160.767 0.0713461 0.0727315 0.00402682 0 0 0 0.213568 0.00258327 0.169067 0.219016 0.126069 4331
200.754 0.075446 0.0766717 0.00315849 0 0 0 0.221583 0.00195561 0.186141 0.211043 0.130036 7343
250.327 0.0840253 0.0851407 0.00315133 0 0 0 0.238507 0.00192603 0.203312 0.21983 0.140298 8069
313.484 0.0983073 0.0997721 0.00388562 0 0 0 0.274417 0.00232159 0.244041 0.22264 0.156091 6144
391.384 0.102872 0.104765 0.00554982 0 0 0 0.315984 0.00327033 0.298297 0.216638 0.182402 3169
491.253 0.0814409 0.0837901 0.00799039 0 0 0 0.364118 0.0053251 0.360552 0.204258 0.202607 1277
617.237 0.0780781 0.0780781 0.0147246 0 0 0 0.433838 0.00973434 0.438157 0.176895 0.187773 333
766.519 0.0704225 0.0704225 0.0305809 0 0 0 0.508562 0.0199925 0.477334 0.211086 0.147682 71
973.363 0 0 0 0 0 0 0.479129 0.0501622 0.452958 0.172239 0.105435 9
