#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.25 - 10.75
#HM   Stats: 2.963240e+10 (median) + 1.457350e+10  / - 8.897100e+09
#SM   Stats: 2.980230e+07 (median) + 5.362530e+07  / - 1.995638e+07
#VMP  Stats: 7.550000e+01 (median) + 1.202000e+01  / - 1.071000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.028212e-09 (median) + 1.189132e-09  / - 5.237294e-10
sfh 0.055623 0 0 0 #avg: 1.82615e-07; avg_err: 1.82135e-07; sd: 0.000172701; counts: 899095
sfh 0.060123 0 0 0 #avg: 1.17713e-06; avg_err: 1.01298e-06; sd: 0.000960517; counts: 899095
sfh 0.062373 0 0 0 #avg: 5.08038e-06; avg_err: 2.92499e-06; sd: 0.00277349; counts: 899095
sfh 0.064623 0 0 0 #avg: 3.18331e-05; avg_err: 2.35147e-05; sd: 0.0222968; counts: 899095
sfh 0.066873 0 0 0 #avg: 3.73929e-05; avg_err: 1.80485e-05; sd: 0.0171137; counts: 899095
sfh 0.069123 0 0 0 #avg: 5.36506e-05; avg_err: 1.45608e-05; sd: 0.0138066; counts: 899095
sfh 0.071373 0 0 0 #avg: 8.65482e-05; avg_err: 1.05271e-05; sd: 0.00998184; counts: 899095
sfh 0.073623 0 0 0 #avg: 0.00017117; avg_err: 1.71077e-05; sd: 0.0162216; counts: 899095
sfh 0.075873 0 0 0 #avg: 0.000323837; avg_err: 3.29088e-05; sd: 0.0312043; counts: 899095
sfh 0.078123 0 0 0 #avg: 0.000475794; avg_err: 2.4687e-05; sd: 0.0234084; counts: 899095
sfh 0.080373 0 0 0 #avg: 0.00072671; avg_err: 2.9582e-05; sd: 0.0280498; counts: 899095
sfh 0.082623 0 0 0 #avg: 0.000956132; avg_err: 2.90275e-05; sd: 0.027524; counts: 899095
sfh 0.085998 0 0 0 #avg: 0.00163545; avg_err: 4.11928e-05; sd: 0.0390592; counts: 899095
sfh 0.089373 0 0 0 #avg: 0.00242299; avg_err: 4.5317e-05; sd: 0.0429698; counts: 899095
sfh 0.092748 0 0 0 #avg: 0.00342987; avg_err: 6.06011e-05; sd: 0.0574623; counts: 899095
sfh 0.096123 0 0 0 #avg: 0.00461442; avg_err: 6.38498e-05; sd: 0.0605428; counts: 899095
sfh 0.099498 0 0 0 #avg: 0.00589881; avg_err: 6.97823e-05; sd: 0.066168; counts: 899095
sfh 0.102873 0 0 0 #avg: 0.0072146; avg_err: 6.61852e-05; sd: 0.0627572; counts: 899095
sfh 0.106248 0 0.000531337 0 #avg: 0.00862278; avg_err: 6.60254e-05; sd: 0.0626057; counts: 899095
sfh 0.109623 0 0.00346688 0 #avg: 0.0101975; avg_err: 7.28638e-05; sd: 0.0690899; counts: 899095
sfh 0.112998 0 0.00749129 0 #avg: 0.0116268; avg_err: 7.80577e-05; sd: 0.0740148; counts: 899095
sfh 0.116373 0 0.0109053 0 #avg: 0.012818; avg_err: 7.84256e-05; sd: 0.0743636; counts: 899095
sfh 0.119748 0 0.0136875 0 #avg: 0.0140474; avg_err: 8.19268e-05; sd: 0.0776834; counts: 899095
sfh 0.123123 0 0.0163696 0 #avg: 0.0153268; avg_err: 8.25558e-05; sd: 0.0782799; counts: 899095
sfh 0.126498 0 0.0192667 0 #avg: 0.0167658; avg_err: 8.42955e-05; sd: 0.0799295; counts: 899095
sfh 0.129873 0 0.0220515 0 #avg: 0.0182245; avg_err: 8.64449e-05; sd: 0.0819676; counts: 899095
sfh 0.133248 0.000493328 0.0246247 0.000493328 #avg: 0.0197811; avg_err: 9.04909e-05; sd: 0.085804; counts: 899095
sfh 0.136623 0.00117179 0.0267149 0.00117179 #avg: 0.0212445; avg_err: 9.32645e-05; sd: 0.0884339; counts: 899095
sfh 0.141685 0.00216678 0.0299127 0.00216678 #avg: 0.0230646; avg_err: 9.11014e-05; sd: 0.0863829; counts: 899095
sfh 0.146748 0.00327747 0.0326191 0.00327747 #avg: 0.0248104; avg_err: 8.91805e-05; sd: 0.0845615; counts: 899095
sfh 0.15181 0.00446862 0.0350445 0.00446862 #avg: 0.0263469; avg_err: 8.7613e-05; sd: 0.0830752; counts: 899095
sfh 0.156873 0.00573498 0.0366935 0.00573498 #avg: 0.0276236; avg_err: 8.62351e-05; sd: 0.0817687; counts: 899095
sfh 0.161935 0.00690237 0.0378758 0.00690237 #avg: 0.0288549; avg_err: 8.89603e-05; sd: 0.0843526; counts: 899095
sfh 0.166998 0.00802811 0.0391631 0.00798021 #avg: 0.0298391; avg_err: 8.58855e-05; sd: 0.0814371; counts: 899095
sfh 0.17206 0.00887406 0.0397967 0.00860847 #avg: 0.0303243; avg_err: 8.12094e-05; sd: 0.0770032; counts: 899095
sfh 0.177123 0.00948542 0.0407196 0.00894721 #avg: 0.0307844; avg_err: 7.76636e-05; sd: 0.0736411; counts: 899095
sfh 0.182185 0.0101967 0.0417316 0.00938423 #avg: 0.0313444; avg_err: 7.51787e-05; sd: 0.0712849; counts: 899095
sfh 0.187248 0.0107421 0.0422319 0.00967432 #avg: 0.0315825; avg_err: 7.30894e-05; sd: 0.0693038; counts: 899095
sfh 0.19231 0.0113209 0.0424929 0.0100052 #avg: 0.0316548; avg_err: 7.07078e-05; sd: 0.0670455; counts: 899095
sfh 0.197373 0.0118425 0.0421544 0.0102929 #avg: 0.0317187; avg_err: 6.88178e-05; sd: 0.0652534; counts: 899095
sfh 0.202435 0.0123894 0.0417689 0.0106029 #avg: 0.0316398; avg_err: 6.64968e-05; sd: 0.0630527; counts: 899095
sfh 0.207498 0.0129134 0.0412435 0.0108841 #avg: 0.0314835; avg_err: 6.90005e-05; sd: 0.0654267; counts: 899095
sfh 0.21256 0.0133737 0.040825 0.0111082 #avg: 0.0313206; avg_err: 6.46773e-05; sd: 0.0613273; counts: 899095
sfh 0.217623 0.0137829 0.0400897 0.0112784 #avg: 0.0311025; avg_err: 6.44391e-05; sd: 0.0611016; counts: 899095
sfh 0.222685 0.0141783 0.0393449 0.0115191 #avg: 0.0308597; avg_err: 6.05467e-05; sd: 0.0574107; counts: 899095
sfh 0.227748 0.0144967 0.0386625 0.0116779 #avg: 0.0306178; avg_err: 5.68098e-05; sd: 0.0538674; counts: 899095
sfh 0.23281 0.0147981 0.0381434 0.011849 #avg: 0.0305211; avg_err: 5.56488e-05; sd: 0.0527665; counts: 899095
sfh 0.237873 0.0150077 0.0371903 0.0118714 #avg: 0.0301566; avg_err: 5.38487e-05; sd: 0.0510597; counts: 899095
sfh 0.242935 0.0151841 0.0362178 0.011848 #avg: 0.02973; avg_err: 5.28773e-05; sd: 0.0501386; counts: 899095
sfh 0.247998 0.0155344 0.0354581 0.0119904 #avg: 0.0295678; avg_err: 5.09366e-05; sd: 0.0482984; counts: 899095
sfh 0.25306 0.0155903 0.034369 0.0118505 #avg: 0.0291041; avg_err: 5.09007e-05; sd: 0.0482644; counts: 899095
sfh 0.258123 0.0155817 0.0337028 0.0116856 #avg: 0.0287987; avg_err: 5.23725e-05; sd: 0.0496599; counts: 899095
sfh 0.263185 0.0156704 0.0327815 0.0116051 #avg: 0.0284044; avg_err: 5.58918e-05; sd: 0.0529969; counts: 899095
sfh 0.268248 0.0155705 0.0318513 0.0113528 #avg: 0.0278949; avg_err: 5.16968e-05; sd: 0.0490192; counts: 899095
sfh 0.27331 0.015549 0.0311326 0.0111897 #avg: 0.0275844; avg_err: 4.42921e-05; sd: 0.041998; counts: 899095
sfh 0.278373 0.0154709 0.0304891 0.0110025 #avg: 0.0272224; avg_err: 4.29156e-05; sd: 0.0406928; counts: 899095
sfh 0.283435 0.0154868 0.0302632 0.0109125 #avg: 0.0271782; avg_err: 4.26207e-05; sd: 0.0404132; counts: 899095
sfh 0.288498 0.015381 0.0296906 0.0107044 #avg: 0.0268536; avg_err: 4.23239e-05; sd: 0.0401318; counts: 899095
sfh 0.29356 0.0153665 0.0291116 0.0105724 #avg: 0.0266175; avg_err: 4.16511e-05; sd: 0.0394938; counts: 899095
sfh 0.298623 0.015273 0.0286776 0.0104148 #avg: 0.0263577; avg_err: 4.10793e-05; sd: 0.0389516; counts: 899095
sfh 0.303685 0.0151811 0.0283046 0.0102542 #avg: 0.0261477; avg_err: 4.04966e-05; sd: 0.0383991; counts: 899095
sfh 0.308748 0.0150476 0.0279334 0.0100749 #avg: 0.0259191; avg_err: 3.97258e-05; sd: 0.0376682; counts: 899095
sfh 0.31381 0.0149237 0.0274946 0.00992523 #avg: 0.0256813; avg_err: 3.91775e-05; sd: 0.0371483; counts: 899095
sfh 0.318873 0.0147885 0.027139 0.00976001 #avg: 0.0254512; avg_err: 3.87519e-05; sd: 0.0367448; counts: 899095
sfh 0.323935 0.0146264 0.0269675 0.00960296 #avg: 0.0252142; avg_err: 3.82456e-05; sd: 0.0362647; counts: 899095
sfh 0.328997 0.0144401 0.0267105 0.00944565 #avg: 0.0249806; avg_err: 3.79565e-05; sd: 0.0359906; counts: 899095
sfh 0.33406 0.0142461 0.0264821 0.00934054 #avg: 0.0247579; avg_err: 3.78493e-05; sd: 0.0358889; counts: 899095
iclh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 899095
iclh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 899095
iclh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 899095
iclh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 899095
iclh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 899095
iclh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 899095
iclh 0.071373 0 0 0 #avg: 1.2279e-08; avg_err: 8.9973e-09; sd: 8.53129e-06; counts: 899095
iclh 0.073623 0 0 0 #avg: 1.45311e-07; avg_err: 9.04271e-08; sd: 8.57435e-05; counts: 899095
iclh 0.075873 0 0 0 #avg: 2.88362e-07; avg_err: 1.82471e-07; sd: 0.00017302; counts: 899095
iclh 0.078123 0 0 0 #avg: 4.88048e-07; avg_err: 3.56066e-07; sd: 0.000337624; counts: 899095
iclh 0.080373 0 0 0 #avg: 6.60896e-07; avg_err: 3.15259e-07; sd: 0.00029893; counts: 899095
iclh 0.082623 0 0 0 #avg: 1.28444e-06; avg_err: 7.89025e-07; sd: 0.000748158; counts: 899095
iclh 0.085998 0 0 0 #avg: 1.56701e-06; avg_err: 5.63664e-07; sd: 0.00053447; counts: 899095
iclh 0.089373 0 0 0 #avg: 2.07795e-06; avg_err: 5.37183e-07; sd: 0.00050936; counts: 899095
iclh 0.092748 0 0 0 #avg: 3.50109e-06; avg_err: 7.30216e-07; sd: 0.000692395; counts: 899095
iclh 0.096123 0 0 0 #avg: 6.67839e-06; avg_err: 1.33734e-06; sd: 0.00126807; counts: 899095
iclh 0.099498 0 0 0 #avg: 9.19853e-06; avg_err: 1.6777e-06; sd: 0.00159081; counts: 899095
iclh 0.102873 0 0 0 #avg: 1.09153e-05; avg_err: 1.7954e-06; sd: 0.00170241; counts: 899095
iclh 0.106248 0 0 0 #avg: 1.32657e-05; avg_err: 1.38719e-06; sd: 0.00131535; counts: 899095
iclh 0.109623 0 0 0 #avg: 1.49684e-05; avg_err: 1.3012e-06; sd: 0.00123381; counts: 899095
iclh 0.112998 0 0 0 #avg: 1.84619e-05; avg_err: 1.79838e-06; sd: 0.00170523; counts: 899095
iclh 0.116373 0 0 0 #avg: 2.16407e-05; avg_err: 2.32586e-06; sd: 0.00220539; counts: 899095
iclh 0.119748 0 0 0 #avg: 2.12073e-05; avg_err: 1.46956e-06; sd: 0.00139344; counts: 899095
iclh 0.123123 0 0 0 #avg: 2.28814e-05; avg_err: 1.26624e-06; sd: 0.00120066; counts: 899095
iclh 0.126498 0 0 0 #avg: 2.62613e-05; avg_err: 1.48497e-06; sd: 0.00140806; counts: 899095
iclh 0.129873 0 0 0 #avg: 2.99099e-05; avg_err: 1.95262e-06; sd: 0.00185148; counts: 899095
iclh 0.133248 0 0 0 #avg: 3.13531e-05; avg_err: 1.7931e-06; sd: 0.00170023; counts: 899095
iclh 0.136623 0 0 0 #avg: 3.18688e-05; avg_err: 1.61151e-06; sd: 0.00152804; counts: 899095
iclh 0.141685 0 0 0 #avg: 3.49289e-05; avg_err: 1.89201e-06; sd: 0.00179401; counts: 899095
iclh 0.146748 0 0 0 #avg: 3.63432e-05; avg_err: 2.20195e-06; sd: 0.0020879; counts: 899095
iclh 0.15181 0 0 0 #avg: 3.70883e-05; avg_err: 2.37668e-06; sd: 0.00225358; counts: 899095
iclh 0.156873 0 0 0 #avg: 3.91194e-05; avg_err: 1.77534e-06; sd: 0.00168339; counts: 899095
iclh 0.161935 0 0 0 #avg: 4.10873e-05; avg_err: 1.59e-06; sd: 0.00150765; counts: 899095
iclh 0.166998 0 0 0 #avg: 4.26144e-05; avg_err: 2.27744e-06; sd: 0.00215948; counts: 899095
iclh 0.17206 0 0 0 #avg: 3.99267e-05; avg_err: 1.97973e-06; sd: 0.0018772; counts: 899095
iclh 0.177123 0 0 0 #avg: 3.74105e-05; avg_err: 1.60173e-06; sd: 0.00151877; counts: 899095
iclh 0.182185 0 0 0 #avg: 3.53608e-05; avg_err: 1.46928e-06; sd: 0.00139318; counts: 899095
iclh 0.187248 0 0 0 #avg: 3.53249e-05; avg_err: 1.98988e-06; sd: 0.00188682; counts: 899095
iclh 0.19231 0 0 0 #avg: 3.29115e-05; avg_err: 1.45342e-06; sd: 0.00137814; counts: 899095
iclh 0.197373 0 0 0 #avg: 3.06268e-05; avg_err: 1.29348e-06; sd: 0.00122648; counts: 899095
iclh 0.202435 0 0 0 #avg: 2.84189e-05; avg_err: 1.12594e-06; sd: 0.00106762; counts: 899095
iclh 0.207498 0 0 0 #avg: 2.60148e-05; avg_err: 1.09811e-06; sd: 0.00104123; counts: 899095
iclh 0.21256 0 0 0 #avg: 2.43558e-05; avg_err: 1.15419e-06; sd: 0.00109441; counts: 899095
iclh 0.217623 0 0 0 #avg: 2.28588e-05; avg_err: 1.32301e-06; sd: 0.00125448; counts: 899095
iclh 0.222685 0 0 0 #avg: 2.04314e-05; avg_err: 1.42517e-06; sd: 0.00135136; counts: 899095
iclh 0.227748 0 0 0 #avg: 1.73138e-05; avg_err: 8.71045e-07; sd: 0.00082593; counts: 899095
