#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.2696 0.10637 0.122805 0.00039605 0 0 0 0.0494868 0.000100441 0 0.118844 0 917438
62.4713 0.113244 0.129859 0.000569769 0 0 0 0.0615726 0.000148402 0 0.154284 0 461209
79.1043 0.129301 0.145869 0.000751287 0 0 0 0.0835344 0.000216687 0.0213324 0.183892 0.0213324 284282
98.6225 0.162962 0.184703 0.00108275 0 1 0 0.115015 0.000326048 0.0633579 0.202097 0.0633579 168438
124.135 0.222078 0.259444 0.00184189 0 1 0 0.1577 0.000545047 0.122788 0.212181 0.122788 80715
156.144 0.319928 0.400335 0.00336154 0 1 0 0.229032 0.000936694 0.218245 0.214046 0.209686 37596
196.571 0.446175 0.606275 0.00602979 0 1 0 0.335012 0.00159392 0.345169 0.215924 0.265523 17083
247.338 0.481457 0.681932 0.00975406 0 1 0 0.444703 0.0023869 0.471445 0.191339 0.266897 7577
311.164 0.410682 0.54828 0.0131922 0 1 0 0.522947 0.00327871 0.552039 0.158879 0.228774 3314
391.679 0.341194 0.448784 0.0192475 0 1 0 0.546076 0.00484777 0.571152 0.153402 0.201301 1357
491.338 0.313093 0.370019 0.0261009 0 1 0 0.539458 0.0073229 0.552459 0.153946 0.189249 527
620.108 0.290476 0.338095 0.0402191 0 1 0 0.542126 0.0106743 0.530959 0.182059 0.131097 210
767.545 0.215385 0.261538 0.070291 0 1 0 0.481031 0.0216909 0.460857 0.209876 0.182654 65
961.47 0.454545 0.545455 0.207305 0 1 0 0.545787 0.0333027 0.491345 0.239045 0.00801617 11
1234.8 0 0 0 0 0 0 0.185354 0.185354 0.185354 0 0 1
