#Delta_Time Ranked_Correl Ignore Ignore Ranked_Error Pearson_Correl Ignore Ignore Pearson_Error Counts
#mpeak range: 9.75 - 10.25
#HM   Stats: 1.572060e+10 (median) + 1.147001e+09  / - 5.144100e+09
#SM   Stats: 2.399760e+07 (median) + 2.964764e+08  / - 1.685531e+07
#VMP  Stats: 7.360000e+01 (median) + 1.893000e+01  / - 2.057000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 4.330927e-12 (median) + 2.812586e-12  / - 2.666516e-12
3.06847e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
3.04039e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
3.02594e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
3.01123e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.99626e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.98104e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.96557e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.94986e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.9339e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.9177e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.90127e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.88462e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.8592e+09 -0.475524 0 0 #SE: 0.278186 #Pearson correl: -0.363575 0 0 #SE: 0.294587 #counts: 12
2.83328e+09 -0.0979021 0 0 #SE: 0.314709 #Pearson correl: 0.994251 0 0 #SE: 0.0338598 #counts: 12
