#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.11667 - 2.28333
#HM   Stats: 5.822060e+11 (median) + 4.230840e+11  / - 2.367650e+11
#SM   Stats: 1.915660e+10 (median) + 2.486360e+10  / - 1.096436e+10
#VMP  Stats: 1.507100e+02 (median) + 2.359000e+01  / - 1.457001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.418051e-12 (median) + 2.572143e-12  / - 9.116668e-13
sfh 0.055623 0 0 0 #avg: 5.19329e-05; avg_err: 3.09613e-05; sd: 0.00647112; counts: 43685
sfh 0.060123 0 0 0 #avg: 0.000575889; avg_err: 0.000294058; sd: 0.0614601; counts: 43685
sfh 0.062373 0 0 0 #avg: 0.0012962; avg_err: 0.000576929; sd: 0.120582; counts: 43685
sfh 0.064623 0 0 0 #avg: 0.00141692; avg_err: 0.000341106; sd: 0.0712935; counts: 43685
sfh 0.066873 0 0 0 #avg: 0.00247634; avg_err: 0.000401978; sd: 0.0840163; counts: 43685
sfh 0.069123 0 0 0 #avg: 0.00441871; avg_err: 0.000706889; sd: 0.147745; counts: 43685
sfh 0.071373 0 0 0 #avg: 0.00778048; avg_err: 0.000993657; sd: 0.207681; counts: 43685
sfh 0.073623 0 0 0 #avg: 0.011373; avg_err: 0.00104441; sd: 0.218289; counts: 43685
sfh 0.075873 0 0 0 #avg: 0.0156324; avg_err: 0.00129229; sd: 0.270098; counts: 43685
sfh 0.078123 0 0 0 #avg: 0.0208697; avg_err: 0.00133612; sd: 0.279258; counts: 43685
sfh 0.080373 0 0 0 #avg: 0.0268922; avg_err: 0.00133341; sd: 0.278692; counts: 43685
sfh 0.082623 0 0 0 #avg: 0.031068; avg_err: 0.00118335; sd: 0.247329; counts: 43685
sfh 0.085998 0 0.00627872 0 #avg: 0.0475784; avg_err: 0.00158929; sd: 0.332172; counts: 43685
sfh 0.089373 0 0.0302556 0 #avg: 0.0633358; avg_err: 0.00189612; sd: 0.396302; counts: 43685
sfh 0.092748 0 0.0651586 0 #avg: 0.0791721; avg_err: 0.00213139; sd: 0.445476; counts: 43685
sfh 0.096123 0 0.102925 0 #avg: 0.0964003; avg_err: 0.00224425; sd: 0.469065; counts: 43685
sfh 0.099498 0.000367305 0.137784 0.000367305 #avg: 0.113743; avg_err: 0.00294626; sd: 0.61579; counts: 43685
sfh 0.102873 0.00663384 0.159946 0.00663384 #avg: 0.130696; avg_err: 0.0033326; sd: 0.696538; counts: 43685
sfh 0.106248 0.015249 0.183014 0.015249 #avg: 0.148978; avg_err: 0.0032461; sd: 0.678458; counts: 43685
sfh 0.109623 0.0245348 0.200897 0.0245348 #avg: 0.168864; avg_err: 0.00370784; sd: 0.774965; counts: 43685
sfh 0.112998 0.0331349 0.221703 0.0331349 #avg: 0.186488; avg_err: 0.00326477; sd: 0.682361; counts: 43685
sfh 0.116373 0.0407649 0.240959 0.0407649 #avg: 0.209051; avg_err: 0.00362807; sd: 0.758292; counts: 43685
sfh 0.119748 0.0485563 0.260539 0.048171 #avg: 0.233895; avg_err: 0.00420122; sd: 0.878084; counts: 43685
sfh 0.123123 0.0561453 0.287336 0.0542731 #avg: 0.254427; avg_err: 0.00475648; sd: 0.994138; counts: 43685
sfh 0.126498 0.0653463 0.309169 0.0616998 #avg: 0.27669; avg_err: 0.00496932; sd: 1.03862; counts: 43685
sfh 0.129873 0.075202 0.341224 0.0695979 #avg: 0.302015; avg_err: 0.00505768; sd: 1.05709; counts: 43685
sfh 0.133248 0.0858224 0.367089 0.0780459 #avg: 0.332452; avg_err: 0.00585312; sd: 1.22334; counts: 43685
sfh 0.136623 0.0955557 0.405975 0.0853771 #avg: 0.364913; avg_err: 0.00636333; sd: 1.32998; counts: 43685
sfh 0.141685 0.11212 0.451993 0.0981566 #avg: 0.407206; avg_err: 0.00664966; sd: 1.38983; counts: 43685
sfh 0.146748 0.131063 0.51846 0.112945 #avg: 0.448058; avg_err: 0.00666026; sd: 1.39204; counts: 43685
sfh 0.15181 0.150047 0.570135 0.127396 #avg: 0.496568; avg_err: 0.00799178; sd: 1.67034; counts: 43685
sfh 0.156873 0.168686 0.620557 0.14135 #avg: 0.551276; avg_err: 0.0089981; sd: 1.88067; counts: 43685
sfh 0.161935 0.191929 0.678891 0.160328 #avg: 0.605437; avg_err: 0.00997456; sd: 2.08475; counts: 43685
sfh 0.166998 0.21363 0.749282 0.176676 #avg: 0.653842; avg_err: 0.0104299; sd: 2.17991; counts: 43685
sfh 0.17206 0.232853 0.810087 0.191346 #avg: 0.719055; avg_err: 0.0134029; sd: 2.80131; counts: 43685
sfh 0.177123 0.255031 0.861719 0.208332 #avg: 0.772616; avg_err: 0.014026; sd: 2.93153; counts: 43685
