#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.65353e+07 0.00256569 0.00258331 5.53928e-05 0 0 0 0.00214963 1.74954e-05 0 0 0 851232
1.56939e+08 0.00365025 0.00368856 0.000114311 0 0 0 0.00284248 3.56014e-05 0 0 0 287104
2.48633e+08 0.00499704 0.00504226 0.000151975 0 0 0 0.00363262 4.78597e-05 0 0 0 221131
3.94195e+08 0.00667751 0.00674799 0.000200477 0 0 0 0.00461303 6.46686e-05 0 0 0 170273
6.2461e+08 0.00824797 0.00837028 0.000255574 0 0 0 0.00554428 8.23337e-05 0 0 0 130820
9.89232e+08 0.00949335 0.00956375 0.000310926 0 0 0 0.0065343 0.000102525 0 0 0 99438
1.56853e+09 0.0116613 0.0117801 0.000395855 0 0 0 0.00766016 0.000126734 0 0 0 75806
2.48175e+09 0.0127409 0.012935 0.000481832 0 0 0 0.00858697 0.000158009 0 0 0 56668
3.93594e+09 0.0151826 0.0153256 0.000605397 0 0 0 0.0104327 0.000199776 0 0 0 41956
6.24322e+09 0.0176199 0.0178445 0.00075956 0 0 0 0.012392 0.000258627 0 0 0 31158
9.89719e+09 0.0203037 0.0204327 0.000933875 0 0 0 0.0131424 0.000292698 0 0.00554477 0 23247
1.57025e+10 0.021648 0.021818 0.00110851 0 0 0 0.0148586 0.000362086 0 0.0174254 0 17646
2.48767e+10 0.0250566 0.0254219 0.00136506 0 0 0 0.0169474 0.000440689 0 0.0223333 0 13689
3.93248e+10 0.0259274 0.0266071 0.00162703 0 0 0 0.0173787 0.000502559 0 0.0238329 0 10298
6.21886e+10 0.0251129 0.0252458 0.00181812 0 0 0 0.0165875 0.000545187 0 0.023813 0 7526
9.81855e+10 0.0223368 0.0227186 0.00209412 0 0 0 0.0147635 0.000600498 0 0.0227035 0 5238
1.54797e+11 0.01664 0.01664 0.00228864 0 0 0 0.0129537 0.00069071 0 0.0221871 0 3125
2.41847e+11 0.00990854 0.00990854 0.00273553 0 0 0 0.00922786 0.000791059 0 0.00543533 0 1312
3.81786e+11 0.00294985 0.00294985 0.00294985 0 0 0 0.0086456 0.00147186 0 0 0 339
5.86364e+11 0 0 0 0 0 0 0.00585787 0.00203447 0 0.0210603 0 54
8.62061e+11 0 0 0 0 0 0 0 0 0 0 0 3
