#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 9.75 - 10.25
#HM   Stats: 1.029560e+12 (median) + 1.005730e+12  / - 3.944130e+11
#SM   Stats: 1.026310e+10 (median) + 4.893100e+09  / - 3.456561e+09
#VMP  Stats: 2.240900e+02 (median) + 4.804001e+01  / - 2.441000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.678660e-12 (median) + 3.273225e-12  / - 1.651501e-12
sfh 0.055623 0 0 0 #avg: 0.00100402; avg_err: 0.00100402; sd: 0.0776088; counts: 5976
sfh 0.060123 0 0 0 #avg: 0.011446; avg_err: 0.00499179; sd: 0.385856; counts: 5976
sfh 0.062373 0 0 0 #avg: 0.0279856; avg_err: 0.0122892; sd: 0.949933; counts: 5976
sfh 0.064623 0 0 0 #avg: 0.0519118; avg_err: 0.015506; sd: 1.19859; counts: 5976
sfh 0.066873 0 0 0 #avg: 0.053987; avg_err: 0.00966175; sd: 0.746835; counts: 5976
sfh 0.069123 0 0 0 #avg: 0.0658875; avg_err: 0.00883371; sd: 0.682829; counts: 5976
sfh 0.071373 0 0 0 #avg: 0.0964962; avg_err: 0.0105834; sd: 0.818077; counts: 5976
sfh 0.073623 0 0.00976426 0 #avg: 0.14113; avg_err: 0.0127695; sd: 0.987058; counts: 5976
sfh 0.075873 0 0.0499763 0 #avg: 0.186785; avg_err: 0.0125881; sd: 0.97304; counts: 5976
sfh 0.078123 0 0.132877 0 #avg: 0.249356; avg_err: 0.0171487; sd: 1.32556; counts: 5976
sfh 0.080373 0 0.232084 0 #avg: 0.312357; avg_err: 0.0209479; sd: 1.61923; counts: 5976
sfh 0.082623 0 0.320552 0 #avg: 0.343022; avg_err: 0.0261498; sd: 2.02133; counts: 5976
sfh 0.085998 0.00741675 0.502119 0.00741675 #avg: 0.453799; avg_err: 0.0330084; sd: 2.55148; counts: 5976
sfh 0.089373 0.0343437 0.66034 0.0343437 #avg: 0.558694; avg_err: 0.036793; sd: 2.84403; counts: 5976
sfh 0.092748 0.0716758 0.812827 0.0716758 #avg: 0.624316; avg_err: 0.0264814; sd: 2.04696; counts: 5976
sfh 0.096123 0.116048 0.947242 0.116048 #avg: 0.780414; avg_err: 0.0337574; sd: 2.60939; counts: 5976
sfh 0.099498 0.165233 1.06627 0.165192 #avg: 0.961873; avg_err: 0.0429807; sd: 3.32233; counts: 5976
sfh 0.102873 0.204343 1.18843 0.197577 #avg: 1.16139; avg_err: 0.0627076; sd: 4.84718; counts: 5976
sfh 0.106248 0.247867 1.39727 0.231382 #avg: 1.28459; avg_err: 0.0624604; sd: 4.82807; counts: 5976
sfh 0.109623 0.299163 1.62601 0.271193 #avg: 1.38296; avg_err: 0.0526464; sd: 4.06947; counts: 5976
sfh 0.112998 0.35597 1.8538 0.316925 #avg: 1.49659; avg_err: 0.0490986; sd: 3.79523; counts: 5976
sfh 0.116373 0.417498 2.16215 0.367366 #avg: 1.70748; avg_err: 0.0553587; sd: 4.27912; counts: 5976
sfh 0.119748 0.494457 2.45173 0.432315 #avg: 1.91638; avg_err: 0.0611342; sd: 4.72556; counts: 5976
sfh 0.123123 0.564548 2.73858 0.491362 #avg: 2.16306; avg_err: 0.0684764; sd: 5.29309; counts: 5976
sfh 0.126498 0.638238 2.99808 0.553498 #avg: 2.4065; avg_err: 0.0810075; sd: 6.26173; counts: 5976
sfh 0.129873 0.730074 3.3316 0.626655 #avg: 2.64851; avg_err: 0.0865391; sd: 6.68931; counts: 5976
sfh 0.133248 0.827002 3.62825 0.709011 #avg: 2.92423; avg_err: 0.0901722; sd: 6.97014; counts: 5976
sfh 0.136623 0.944971 3.94145 0.806051 #avg: 3.14102; avg_err: 0.0943916; sd: 7.29629; counts: 5976
sfh 0.141685 1.08681 4.59567 0.920107 #avg: 3.44951; avg_err: 0.0960754; sd: 7.42644; counts: 5976
sfh 0.146748 1.25703 5.35817 1.05771 #avg: 3.79637; avg_err: 0.098801; sd: 7.63713; counts: 5976
sfh 0.15181 1.45625 5.64559 1.22117 #avg: 4.2216; avg_err: 0.106446; sd: 8.22811; counts: 5976
sfh 0.156873 1.65021 6.06662 1.38485 #avg: 4.58451; avg_err: 0.11348; sd: 8.77179; counts: 5976
sfh 0.161935 1.86885 6.51677 1.55898 #avg: 4.8854; avg_err: 0.112575; sd: 8.7018; counts: 5976
sfh 0.166998 2.07935 7.05508 1.74319 #avg: 5.21053; avg_err: 0.115754; sd: 8.94758; counts: 5976
sfh 0.17206 2.38701 7.35058 2.01347 #avg: 5.63493; avg_err: 0.121049; sd: 9.35689; counts: 5976
sfh 0.177123 2.63369 7.97421 2.20937 #avg: 6.03324; avg_err: 0.125866; sd: 9.72919; counts: 5976
sfh 0.182185 2.83518 8.64222 2.3727 #avg: 6.31094; avg_err: 0.126192; sd: 9.75439; counts: 5976
sfh 0.187248 3.08711 9.01969 2.61031 #avg: 6.64688; avg_err: 0.131887; sd: 10.1946; counts: 5976
