#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.75423e+07 0.206395 0.238684 0.0011694 0 1 0 0.127814 0.000244388 0.101998 0.128837 0.0719881 185421
1.57576e+08 0.197396 0.226692 0.00182112 0 1 0 0.138474 0.000416936 0.110876 0.141277 0.0804984 72433
2.49941e+08 0.201431 0.230461 0.00194887 0 1 0 0.146905 0.000451891 0.122198 0.143715 0.0900304 63451
3.96922e+08 0.203999 0.232602 0.00204162 0 1 0 0.152118 0.000472491 0.129163 0.141684 0.0907995 57721
6.27381e+08 0.204855 0.233987 0.00219766 0 1 0 0.154837 0.000515304 0.131841 0.144442 0.0933303 50255
9.94778e+08 0.212561 0.243793 0.00240117 0 1 0 0.160641 0.000569587 0.136078 0.150682 0.0966327 43738
1.57447e+09 0.228202 0.264366 0.00269683 0 1 0 0.169057 0.000638743 0.144532 0.153115 0.0983918 37607
2.50113e+09 0.238847 0.276885 0.00293773 0 1 0 0.176604 0.00070966 0.151938 0.158667 0.105194 32862
3.96367e+09 0.259186 0.305518 0.00324382 0 1 0 0.190243 0.000803516 0.165122 0.166723 0.114942 29720
6.28063e+09 0.278014 0.333836 0.00362244 0 1 0 0.206682 0.000921698 0.179706 0.177356 0.124057 26531
9.97396e+09 0.310649 0.382143 0.00410016 0 1 0 0.230791 0.00108566 0.201289 0.193967 0.137145 23834
1.58183e+10 0.352941 0.44877 0.00462386 0 1 0 0.261177 0.00124638 0.229008 0.216357 0.156188 22321
2.50641e+10 0.396957 0.529167 0.0051796 0 1 0 0.297018 0.00141896 0.262791 0.255633 0.181833 21360
3.97111e+10 0.432853 0.597165 0.00561663 0 1 0 0.336545 0.00156308 0.308254 0.280056 0.211595 20455
6.27305e+10 0.471734 0.66703 0.00622711 0 1 0 0.36561 0.0017468 0.348428 0.290803 0.24962 18326
9.90728e+10 0.481914 0.686205 0.00688526 0 2 0 0.395075 0.00206557 0.388089 0.301929 0.292538 15150
1.5534e+11 0.478877 0.681161 0.0082495 0 2 0 0.446546 0.00260234 0.472642 0.270496 0.363681 10510
2.44676e+11 0.454206 0.637212 0.0107612 0 1 0 0.54011 0.0032863 0.6062 0.18872 0.408444 5896
3.84106e+11 0.372204 0.505591 0.0151151 0 1 0 0.666907 0.0040561 0.733324 0.10628 0.288428 2504
6.0537e+11 0.268403 0.334088 0.0204734 0 1 0 0.763438 0.00448209 0.797408 0.0754192 0.136327 883
9.61668e+11 0.217054 0.282946 0.0381187 0 1 0 0.803729 0.00641602 0.822417 0.0660434 0.0802277 258
1.47577e+12 0.0652174 0.0652174 0.036807 0 0 0 0.848788 0.00985562 0.863208 0.0390209 0.069499 46
