#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.92439e+09 4.7555e+08 4.86513e+06 4.2435e+08 2.10042e+08 9.66948e+07 1.56039e+09 9.81696e+06 1.57905e+09 3.50221e+08 3.73398e+08 1297
1.59064e+10 4.32738e+08 5.04763e+06 3.90856e+08 1.49291e+08 6.82307e+07 1.73274e+09 1.26587e+07 1.75696e+09 3.37367e+08 3.61789e+08 756
2.4991e+10 4.28104e+08 5.52803e+06 3.77135e+08 1.76941e+08 6.34706e+07 1.75531e+09 1.49161e+07 1.81553e+09 3.32289e+08 4.82918e+08 668
3.9667e+10 4.28272e+08 5.96373e+06 3.77135e+08 1.76941e+08 5.82617e+07 1.77015e+09 1.72976e+07 1.81553e+09 3.32289e+08 4.20356e+08 558
6.28902e+10 4.37601e+08 6.36729e+06 3.79655e+08 1.81835e+08 6.38144e+07 1.68659e+09 1.74285e+07 1.75696e+09 3.90856e+08 5.51314e+08 650
1.01095e+11 4.61175e+08 6.47943e+06 4.04754e+08 2.05127e+08 8.58811e+07 1.52765e+09 1.86734e+07 1.57905e+09 4.61019e+08 5.68287e+08 680
1.59405e+11 4.86227e+08 7.26809e+06 4.07939e+08 2.59172e+08 8.6086e+07 1.3998e+09 1.71389e+07 1.39517e+09 5.89866e+08 5.17181e+08 834
2.51704e+11 5.07392e+08 6.64502e+06 4.37086e+08 2.70367e+08 1.09431e+08 1.29633e+09 1.54867e+07 1.26943e+09 6.03326e+08 5.26385e+08 1050
4.00651e+11 5.30839e+08 7.30748e+06 4.42101e+08 3.00948e+08 1.11622e+08 1.19533e+09 1.50156e+07 1.14127e+09 6.74262e+08 5.35262e+08 1234
6.30772e+11 5.53796e+08 7.53474e+06 4.626e+08 3.26568e+08 1.29347e+08 1.08622e+09 1.38392e+07 1.0763e+09 5.62728e+08 5.39586e+08 1341
9.92415e+11 5.62994e+08 8.08376e+06 4.73473e+08 3.22425e+08 1.34825e+08 1.02836e+09 1.4512e+07 9.44654e+08 6.34393e+08 4.07939e+08 1171
1.55881e+12 5.8565e+08 9.42775e+06 4.82917e+08 3.515e+08 1.39073e+08 9.9507e+08 1.596e+07 9.44654e+08 5.73748e+08 4.42474e+08 913
2.46103e+12 5.78526e+08 1.19047e+07 4.7771e+08 3.2478e+08 1.36432e+08 9.96768e+08 2.1025e+07 8.77994e+08 6.40409e+08 4.1105e+08 531
3.81876e+12 6.20763e+08 1.90441e+07 5.30864e+08 3.73398e+08 1.72442e+08 9.23691e+08 2.72858e+07 8.10788e+08 5.84386e+08 3.43845e+08 266
6.10789e+12 6.00889e+08 3.09999e+07 5.17828e+08 4.46416e+08 1.7655e+08 8.8545e+08 4.42663e+07 7.43049e+08 6.52126e+08 2.76105e+08 98
9.68796e+12 6.11839e+08 4.1563e+07 4.77585e+08 5.98717e+08 1.36307e+08 8.18495e+08 5.71718e+07 7.38705e+08 5.30729e+08 2.71761e+08 47
1.54756e+13 5.43889e+08 7.25319e+07 4.7771e+08 1.97075e+08 1.33866e+08 9.99396e+08 1.66477e+08 7.43049e+08 5.89564e+08 2.76105e+08 13
2.55242e+13 5.55882e+08 9.11434e+07 6.06006e+08 2.29992e+08 2.70031e+08 1.15941e+09 2.69521e+08 1.0763e+09 1.32682e+09 4.01517e+08 6
3.70162e+13 4.75118e+08 1.30889e+08 6.06006e+08 0 2.61777e+08 1.64939e+09 4.98431e+08 2.14782e+09 0 9.96862e+08 2
5.40147e+13 1.19797e+09 1.19797e+09 1.19797e+09 0 0 6.74785e+08 6.74785e+08 6.74785e+08 0 0 1
