#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.96179e+09 0.993828 0.000107622 1.61733e+09 1.92593e+06 1.28215e+09 1.75756e+09 1.28215e+09 0.465904 0.00017884 0.46031 0.132258 0.122442 0.665897 0.000166323 0.679676 0.103059 0.136357 0.843636 0.000140306 0.868388 0.0683525 0.119266 529619
1.56337e+10 0.994177 0.000174037 1.28449e+09 2.81213e+06 9.41735e+08 1.50235e+09 9.41735e+08 0.385131 0.000265284 0.376262 0.116117 0.104496 0.642862 0.000271553 0.655343 0.104525 0.132504 0.86018 0.000203182 0.881689 0.0567442 0.0974841 191134
2.47301e+10 0.995213 0.000192402 1.24585e+09 3.39546e+06 9.41735e+08 1.50235e+09 9.41735e+08 0.35049 0.000298693 0.342043 0.10749 0.0986393 0.637808 0.000321349 0.650766 0.0992985 0.128905 0.863091 0.000239019 0.883674 0.0548229 0.0938821 128689
3.91284e+10 0.995359 0.000229216 1.24673e+09 4.11379e+06 9.41735e+08 1.50235e+09 9.41735e+08 0.338351 0.000341724 0.330084 0.102024 0.0916197 0.641475 0.000360818 0.652949 0.0907202 0.114669 0.863742 0.000279816 0.883772 0.0535012 0.093472 87918
6.22013e+10 0.995797 0.000262676 1.30504e+09 5.06068e+06 9.41735e+08 1.62073e+09 9.41735e+08 0.342595 0.000397483 0.335153 0.0986618 0.0876872 0.646041 0.000403445 0.65535 0.0855029 0.104979 0.861644 0.000338816 0.881405 0.0548819 0.0948724 60665
9.8859e+10 0.995325 0.000324987 1.38671e+09 6.20536e+06 1.05478e+09 1.62645e+09 1.05478e+09 0.358127 0.000456532 0.352016 0.095871 0.0869454 0.65298 0.000460117 0.661806 0.0811891 0.101815 0.857412 0.000408257 0.87811 0.0567551 0.0992522 44061
1.57107e+11 0.995752 0.000349604 1.48813e+09 7.2442e+06 1.05478e+09 1.86508e+09 1.05478e+09 0.379185 0.000501313 0.373111 0.0936502 0.0831852 0.658876 0.000492172 0.665542 0.0771956 0.0933117 0.848815 0.000460762 0.868198 0.0594026 0.100412 34607
2.49295e+11 0.994427 0.000444962 1.64413e+09 8.45058e+06 1.28215e+09 1.87775e+09 9.3663e+08 0.399972 0.000545074 0.394601 0.0916556 0.0819589 0.650856 0.0005126 0.652015 0.0772774 0.0801581 0.827766 0.00052574 0.843504 0.0682988 0.102453 27992
3.94606e+11 0.989475 0.000674438 1.88102e+09 1.02695e+07 1.51125e+09 2.01127e+09 1.0173e+09 0.410411 0.000583789 0.405641 0.0904684 0.0799924 0.621556 0.000547477 0.617833 0.0796511 0.0723553 0.788754 0.000629271 0.799604 0.0834959 0.108867 22897
6.25839e+11 0.969038 0.00128685 2.13802e+09 1.31642e+07 1.62642e+09 2.5066e+09 1.13248e+09 0.407592 0.000617787 0.404961 0.083339 0.0775228 0.581005 0.000613126 0.574415 0.0820295 0.0694258 0.737324 0.000782802 0.738292 0.109562 0.109491 18119
9.92286e+11 0.924607 0.00218688 2.35437e+09 1.6855e+07 1.74201e+09 2.88421e+09 1.24807e+09 0.393028 0.000658292 0.390582 0.0790925 0.073083 0.5365 0.000685636 0.528051 0.0814766 0.0651797 0.681047 0.000953398 0.669176 0.131061 0.0995482 14577
1.56877e+12 0.894006 0.00284043 2.79329e+09 2.24309e+07 1.97444e+09 3.66845e+09 1.48049e+09 0.368699 0.000701705 0.367526 0.0746985 0.0718332 0.495716 0.000829341 0.485181 0.0842513 0.0670567 0.634902 0.00120768 0.614896 0.155896 0.104269 11746
2.48533e+12 0.899534 0.00309326 3.5212e+09 3.01276e+07 2.56247e+09 4.6642e+09 1.84551e+09 0.341122 0.000776997 0.340351 0.0726952 0.0729358 0.460778 0.00111044 0.444992 0.0945316 0.0726048 0.603607 0.00163516 0.574404 0.204882 0.123963 9446
3.93948e+12 0.912028 0.00337974 4.38919e+09 4.05909e+07 3.30175e+09 5.48002e+09 2.4274e+09 0.317631 0.000927026 0.315451 0.0745633 0.0733126 0.441073 0.00159541 0.413006 0.115945 0.0770423 0.595323 0.00223131 0.557974 0.259879 0.151672 7025
6.22408e+12 0.927429 0.00366854 5.68693e+09 5.32141e+07 6.14335e+09 3.73553e+09 4.9751e+09 0.295508 0.00109603 0.290684 0.075217 0.0674482 0.43768 0.0023131 0.391506 0.192105 0.08351 0.606689 0.00299 0.590296 0.272444 0.217613 5002
9.86669e+12 0.938974 0.00398743 6.77788e+09 6.45813e+07 8.45923e+09 2.09105e+09 7.06274e+09 0.279128 0.00130778 0.273512 0.0711781 0.0663681 0.440808 0.00308693 0.375076 0.265968 0.088335 0.634877 0.00372602 0.633903 0.268107 0.266075 3605
1.56545e+13 0.954583 0.00423174 7.72651e+09 7.74763e+07 9.49357e+09 1.48523e+09 7.63555e+09 0.269996 0.00176589 0.258333 0.0741955 0.06153 0.459665 0.00422855 0.379016 0.329723 0.102921 0.668956 0.00466012 0.702919 0.222215 0.333112 2422
2.469e+13 0.958234 0.0048881 8.46599e+09 8.86486e+07 1.00306e+10 1.22426e+09 7.34942e+09 0.261587 0.00204827 0.249063 0.0728567 0.0576381 0.489785 0.00524381 0.439013 0.296993 0.163228 0.711844 0.00532261 0.752804 0.193335 0.302545 1676
3.93942e+13 0.976534 0.00454974 9.1598e+09 1.04307e+08 1.05503e+10 1.03788e+09 5.79545e+09 0.25482 0.00300838 0.235623 0.0716876 0.0569809 0.49941 0.00636397 0.482528 0.25118 0.212564 0.733601 0.00621646 0.771331 0.180174 0.260849 1108
6.18857e+13 0.97851 0.00549268 9.84248e+09 1.13665e+08 1.09085e+10 8.72755e+08 2.44931e+09 0.249173 0.00355695 0.230239 0.0757597 0.0577272 0.527881 0.00793336 0.537199 0.218943 0.255275 0.77668 0.00682661 0.803786 0.168917 0.203653 698
9.73421e+13 0.973747 0.00782032 1.02019e+10 1.33567e+08 1.10486e+10 7.32719e+08 1.47731e+09 0.25081 0.00502387 0.225606 0.0741677 0.0466052 0.553992 0.0100611 0.55751 0.212202 0.250625 0.797581 0.00763709 0.8192 0.142273 0.182003 419
1.53967e+14 0.989011 0.00632114 1.04853e+10 1.60605e+08 1.12549e+10 8.35999e+08 1.22426e+09 0.247059 0.00620927 0.22437 0.106583 0.0634265 0.56456 0.012241 0.568235 0.201325 0.232159 0.802475 0.00944519 0.821736 0.145335 0.172524 273
2.44852e+14 1 0 1.06225e+10 2.00062e+08 1.14565e+10 5.73749e+08 1.50157e+09 0.251129 0.00893634 0.216966 0.121586 0.0543574 0.57076 0.0150486 0.54529 0.222659 0.171101 0.83102 0.0120441 0.867983 0.109431 0.195504 147
3.86367e+14 1 0 1.0657e+10 2.74934e+08 1.13898e+10 7.01054e+08 1.43491e+09 0.254282 0.0122348 0.233384 0.0973381 0.0544858 0.604075 0.0211032 0.630851 0.144988 0.219912 0.869051 0.01666 0.904389 0.0851684 0.146099 63
6.02926e+14 1 0 1.13143e+10 2.96182e+08 1.18445e+10 4.2435e+08 1.01577e+09 0.270815 0.0189895 0.236223 0.191871 0.0742314 0.682026 0.0269944 0.711405 0.174658 0.179086 0.888448 0.0170135 0.908721 0.0853298 0.104655 39
