#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
40.0496 6.5838e+08 6.30176e+07 6.6446e+08 3.73006e+08 3.4648e+08 1.37043e+09 2.32359e+08 1.093e+09 7.81121e+08 6.43252e+08 22
102.53 8.53413e+08 8.53413e+08 8.53413e+08 0 0 8.6689e+08 8.6689e+08 8.6689e+08 0 0 1
127.951 9.5998e+08 4.48938e+08 1.40892e+09 0 8.97877e+08 1.84243e+09 4.84766e+08 2.3272e+09 0 9.69533e+08 2
162.574 8.23571e+08 8.3945e+07 5.92175e+08 7.55453e+08 2.67395e+08 1.75775e+09 1.91675e+08 1.48721e+09 1.27937e+09 9.47836e+08 41
202.305 7.57851e+08 3.20272e+07 6.31703e+08 5.45729e+08 2.28035e+08 1.29701e+09 7.44e+07 9.59173e+08 1.21846e+09 4.79359e+08 157
250.283 8.29713e+08 3.44105e+07 6.92559e+08 5.58931e+08 2.42813e+08 1.00927e+09 4.27034e+07 8.53413e+08 6.33798e+08 3.22537e+08 183
311.371 8.94921e+08 4.39725e+07 7.73094e+08 6.35825e+08 3.23348e+08 8.8861e+08 6.02094e+07 7.73094e+08 4.78397e+08 3.72655e+08 113
389.161 1.28181e+09 1.20049e+08 1.17743e+09 4.44706e+08 6.25593e+08 7.73272e+08 6.20828e+07 7.18525e+08 2.94849e+08 2.5715e+08 38
492.629 1.23961e+09 1.28342e+08 1.3136e+09 4.06701e+08 5.40508e+08 7.7598e+08 1.06997e+08 6.96246e+08 3.96752e+08 2.92578e+08 21
644.617 5.66719e+08 6.76319e+07 6.74828e+08 1.77306e+07 2.25083e+08 8.10463e+08 3.56592e+08 5.63628e+08 1.31049e+09 1.63189e+08 4
996.91 6.92559e+08 6.92559e+08 6.92559e+08 0 0 3.20815e+08 3.20815e+08 3.20815e+08 0 0 1
