#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.8741 2.09571e-05 4.27781e-06 156035 8270.11 0 0 0 0.220512 4.32666e-05 0.216071 0.0556365 0.0430059 0.259084 3.92238e-05 0.261686 0.0437618 0.0473499 0.310037 2.03419e-05 0.315871 0.0126492 0.0234624 1145197
62.8009 4.33696e-06 2.50394e-06 347236 16281.2 0 0 0 0.192482 5.14403e-05 0.186754 0.0487798 0.0354494 0.242478 5.03471e-05 0.24304 0.0437682 0.043979 0.306801 2.50338e-05 0.311642 0.0130109 0.0218916 691729
79.6168 9.46573e-06 4.23319e-06 1.60779e+06 44188 0 0 0 0.175018 5.67552e-05 0.17005 0.0443723 0.0347661 0.235735 5.51964e-05 0.236978 0.0390196 0.0415042 0.306358 2.58654e-05 0.310536 0.011604 0.0194058 528221
98.2988 0.000115307 1.94894e-05 4.93653e+06 108771 0 0 0 0.171945 7.47483e-05 0.167992 0.0437853 0.0365346 0.23642 7.04498e-05 0.237922 0.037174 0.0402442 0.307623 3.16812e-05 0.311517 0.0104091 0.0176511 303537
123.671 0.00149891 0.000110419 1.54489e+07 323678 0 0 0 0.177998 0.000117585 0.174895 0.0429087 0.0374749 0.241839 0.000105398 0.243602 0.0345855 0.0387022 0.309665 4.7647e-05 0.313493 0.00929576 0.0162109 122756
155.159 0.00827685 0.000428513 4.09317e+07 905636 0 0 0 0.18582 0.000192095 0.183413 0.0419973 0.0379582 0.249219 0.000169128 0.251546 0.0330223 0.0381541 0.31232 8.08784e-05 0.316645 0.00815061 0.0152265 44703
194.839 0.0297451 0.00144353 7.54513e+07 2.22338e+06 0 0 0 0.199702 0.000353743 0.197514 0.0434249 0.0396915 0.263435 0.000294563 0.266709 0.0310337 0.0372645 0.317022 0.000145197 0.321719 0.00613409 0.012773 13851
244.11 0.0723468 0.00447991 1.07134e+08 5.20738e+06 0 0 0 0.21304 0.000710078 0.210627 0.0449957 0.0394039 0.272663 0.000567002 0.276606 0.0288188 0.0368251 0.316881 0.000315076 0.322502 0.00642645 0.0149506 3345
306.679 0.15674 0.0144046 1.50975e+08 1.40093e+07 0 4.01517e+08 0 0.21564 0.00170626 0.211537 0.0486089 0.0371453 0.268787 0.00147182 0.274099 0.032869 0.0411787 0.308432 0.00106275 0.317112 0.0112892 0.0288332 638
382.095 0.25 0.042666 2.86591e+08 4.71143e+07 0 7.01053e+08 0 0.208744 0.00412827 0.208818 0.0453676 0.0459618 0.25782 0.00381322 0.258278 0.0427911 0.039356 0.30307 0.00282407 0.313339 0.0125809 0.036763 104
491.504 0.636364 0.15212 3.84754e+08 1.96735e+08 0 1.0763e+09 0 0.198781 0.0170431 0.211496 0.033271 0.0990534 0.252808 0.0146271 0.260588 0.0332129 0.0889166 0.293882 0.00991846 0.300343 0.0183631 0.0380189 11
719.45 1 1 1.69834e+09 1.69834e+09 1.69834e+09 0 0 0.138708 0.138708 0.138708 0 0 0.152278 0.152278 0.152278 0 0 0.202469 0.202469 0.202469 0 0 1
