#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5115 0.0673592 0.0784488 0.000145303 0 0 0 0.0102303 1.70354e-05 0 0.007489 0 4594383
62.13 0.0634637 0.0746604 0.000269616 0 0 0 0.00939961 2.77328e-05 0 0.00892527 0 1297971
78.4319 0.0817651 0.0955717 0.000440944 0 0 0 0.0122115 4.78795e-05 0 0.0169818 0 601883
98.5153 0.12235 0.144056 0.000770461 0 0 0 0.0187396 9.03168e-05 0 0.0338442 0 288590
123.827 0.20667 0.253486 0.00152471 0 1 0 0.0329385 0.000190728 0 0.0721918 0 126922
155.798 0.365226 0.49378 0.00325705 0 1 0 0.0668276 0.000448007 0.0134143 0.143257 0.0134143 52655
196.035 0.633694 1.00071 0.00667709 1 1 1 0.15859 0.00110736 0.107147 0.228429 0.100983 21179
246.854 0.848574 1.49805 0.0112164 1 1 0 0.329921 0.00227891 0.321244 0.240935 0.226155 8202
310.036 0.897251 1.48757 0.0164538 1 1 0 0.495884 0.00355737 0.518239 0.178094 0.233643 3056
389.51 0.823792 1.24419 0.0261251 1 1 1 0.615932 0.00515876 0.652362 0.124041 0.196744 1118
491.276 0.720798 1.11111 0.0507708 1 1 1 0.689993 0.00828669 0.721638 0.101579 0.159836 351
610.832 0.617647 0.911765 0.0871282 1 1 1 0.723657 0.0157793 0.758078 0.0911221 0.140546 102
776.984 0.592593 0.814815 0.169102 1 0 1 0.770404 0.0324536 0.817421 0.0883695 0.160048 27
1017.8 0.6 0.6 0.244949 1 0 1 0.849 0.0242121 0.824662 0.116485 0.0183538 5
1227.55 0.333333 0.333333 0.333333 0 1 0 0.653501 0.212054 0.821515 0.0852179 0.589257 3
