#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.72656e+07 8.02697e+08 2.78171e+06 5.83345e+08 6.74133e+08 2.36573e+08 1.51985e+09 6.01917e+06 1.05478e+09 1.38931e+09 4.87418e+08 48051
1.57676e+08 8.27105e+08 4.72671e+06 5.89973e+08 6.92179e+08 2.41955e+08 1.50521e+09 1.0016e+07 1.05478e+09 1.2713e+09 4.74774e+08 18214
2.50182e+08 8.75073e+08 5.52127e+06 6.09032e+08 7.85186e+08 2.59788e+08 1.48295e+09 1.05847e+07 1.05478e+09 1.2713e+09 4.49546e+08 15632
3.97684e+08 9.09859e+08 5.99331e+06 6.79528e+08 8.06491e+08 3.29079e+08 1.50832e+09 1.1256e+07 1.16825e+09 1.27584e+09 5.63017e+08 13964
6.28521e+08 9.41433e+08 6.61933e+06 6.87229e+08 8.25746e+08 3.34393e+08 1.55519e+09 1.24681e+07 1.16825e+09 1.27584e+09 5.63017e+08 12695
9.95234e+08 9.85344e+08 7.42689e+06 7.07836e+08 9.12898e+08 3.51563e+08 1.57339e+09 1.27226e+07 1.16825e+09 1.27584e+09 5.63017e+08 11293
1.57877e+09 1.00819e+09 8.18316e+06 7.1696e+08 9.2626e+08 3.59653e+08 1.65958e+09 1.46426e+07 1.28215e+09 1.29554e+09 6.76918e+08 10250
2.51132e+09 1.04471e+09 8.80394e+06 7.24166e+08 1.00918e+09 3.62548e+08 1.67794e+09 1.50615e+07 1.28215e+09 1.39907e+09 6.76918e+08 9518
3.97533e+09 1.09376e+09 9.75322e+06 7.91253e+08 1.01686e+09 4.26731e+08 1.80423e+09 1.66798e+07 1.39649e+09 1.52337e+09 7.91253e+08 9109
6.31626e+09 1.17234e+09 1.09721e+07 8.29125e+08 1.10594e+09 4.5953e+08 1.85642e+09 1.70974e+07 1.39649e+09 1.64322e+09 7.91253e+08 8886
9.98641e+09 1.27514e+09 1.26728e+07 8.45988e+08 1.27319e+09 3.98195e+08 1.95135e+09 1.73498e+07 1.51125e+09 1.64866e+09 7.94287e+08 8754
1.588e+10 1.41151e+09 1.48352e+07 9.23002e+08 1.40308e+09 4.71711e+08 2.16204e+09 1.90978e+07 1.62645e+09 1.89607e+09 9.09486e+08 8917
2.51482e+10 1.59149e+09 1.66814e+07 1.0173e+09 1.68499e+09 5.59136e+08 2.32045e+09 2.01317e+07 1.74201e+09 2.14595e+09 1.02505e+09 9330
3.98609e+10 1.79365e+09 1.89941e+07 1.0905e+09 2.05973e+09 6.22432e+08 2.59132e+09 2.14846e+07 1.97444e+09 2.52813e+09 1.18015e+09 9467
6.27799e+10 2.0126e+09 2.2166e+07 1.19994e+09 2.50421e+09 7.19851e+08 2.76806e+09 2.37e+07 2.09125e+09 2.65883e+09 1.26213e+09 8703
9.8201e+10 2.30752e+09 2.86975e+07 1.35163e+09 3.18157e+09 8.54066e+08 2.84508e+09 2.70942e+07 2.20847e+09 2.89363e+09 1.37934e+09 6611
1.52927e+11 2.7468e+09 4.61195e+07 1.50514e+09 4.45025e+09 9.23089e+08 2.74897e+09 3.54336e+07 2.20847e+09 2.66568e+09 1.37934e+09 3413
2.3833e+11 3.153e+09 8.77786e+07 1.83023e+09 5.29858e+09 1.21562e+09 2.44556e+09 5.49256e+07 1.85802e+09 2.52113e+09 1.0893e+09 1159
3.7513e+11 3.39523e+09 1.92776e+08 2.09125e+09 5.13903e+09 1.26213e+09 1.92619e+09 1.05893e+08 1.26673e+09 2.13459e+09 6.76759e+08 246
5.86855e+11 4.90319e+09 6.20883e+08 2.80036e+09 6.92537e+09 1.60275e+09 1.42425e+09 2.2644e+08 1.0327e+09 1.24882e+09 6.73161e+08 35
8.52131e+11 7.69454e+09 9.30508e+08 8.94173e+09 3.16968e+08 3.75655e+09 8.49241e+08 2.80801e+08 1.29158e+09 8.38566e+07 9.74613e+08 4
