#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.56093e+07 0.0900901 0.0900901 0.0157133 0 0 0 0.275881 0.0108001 0.236278 0.259538 0.16807 333
1.63265e+08 0.0692042 0.0692042 0.0149554 0 0 0 0.26082 0.0105403 0.231993 0.21835 0.15098 289
2.53843e+08 0.0586797 0.0586797 0.0116354 0 0 0 0.273373 0.00958667 0.227503 0.261467 0.15606 409
4.02611e+08 0.0551948 0.0551948 0.00920837 0 0 0 0.257709 0.00783305 0.222682 0.254516 0.159668 616
6.34878e+08 0.0816092 0.0827586 0.00948674 0 0 0 0.243765 0.00627291 0.210513 0.231366 0.151588 870
1.01056e+09 0.0623256 0.064186 0.00770663 0 0 0 0.240713 0.00540192 0.206494 0.223754 0.146225 1075
1.60603e+09 0.0541667 0.0548611 0.00608261 0 0 0 0.232944 0.00456421 0.199706 0.213704 0.136692 1440
2.51369e+09 0.0571429 0.0583333 0.00584246 0 0 0 0.2358 0.00406018 0.206009 0.20554 0.142995 1680
4.00609e+09 0.0531426 0.0536536 0.00514597 0 0 0 0.228287 0.00379745 0.192322 0.216536 0.129766 1957
6.31181e+09 0.0376588 0.0381125 0.00412951 0 0 0 0.224767 0.00341642 0.196388 0.198572 0.134187 2204
1.00125e+10 0.0467091 0.0475584 0.0044681 0 0 0 0.216481 0.00310474 0.186957 0.192069 0.123944 2355
1.59207e+10 0.0483372 0.0494973 0.00437009 0 0 0 0.212849 0.00298985 0.183652 0.196626 0.121798 2586
2.52729e+10 0.0450909 0.0454545 0.00400598 0 0 0 0.206018 0.0027257 0.182646 0.176195 0.120445 2750
3.98174e+10 0.0475687 0.0475687 0.00399621 0 0 0 0.20147 0.00267647 0.177906 0.172906 0.117353 2838
6.31389e+10 0.0396975 0.0400756 0.00385172 0 0 0 0.188585 0.00255094 0.158813 0.164963 0.0972968 2645
9.93003e+10 0.0299048 0.0299048 0.0036264 0 0 0 0.183331 0.00270002 0.160342 0.154677 0.101179 2207
1.54923e+11 0.0165453 0.0165453 0.00328266 0 0 0 0.179959 0.00326223 0.156275 0.15734 0.0961713 1511
2.41887e+11 0.0109589 0.0109589 0.00385591 0 0 0 0.178303 0.00438781 0.156275 0.153486 0.0950887 730
3.75307e+11 0.0041841 0.0041841 0.0041841 0 0 0 0.172613 0.0071869 0.156767 0.136144 0.0962144 239
5.79017e+11 0 0 0 0 0 0 0.165904 0.0186502 0.178804 0.109628 0.119557 25
8.19085e+11 0 0 0 0 0 0 0.141761 0.0572454 0.199006 0 0.114491 2
