#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.1631 0.000191933 0.000193881 5.66649e-06 0 0 0 7.65044e-05 9.2296e-07 0 0 0 6158401
61.9802 0.000364662 0.00036518 1.37803e-05 0 0 0 0.000225903 2.13512e-06 0 0 0 1927815
78.2971 0.000623097 0.000625476 2.73671e-05 0 0 0 0.000474594 4.46297e-06 0 0 0 840960
98.6181 0.00136004 0.0013651 5.89217e-05 0 0 0 0.000820692 9.17212e-06 0 0 0 395576
124.239 0.00371707 0.0037944 0.000142426 0 0 0 0.00147456 2.07403e-05 0 0 0 193970
156.422 0.0136255 0.0141125 0.000393031 0 0 0 0.00547832 8.5826e-05 0 0 0 96510
196.896 0.0584704 0.0617522 0.00116011 0 0 0 0.0413604 0.00038796 0 0.0970254 0 48144
247.712 0.10382 0.10891 0.00214519 0 0 0 0.151623 0.000966234 0.115428 0.191451 0.115428 23377
311.52 0.0886215 0.092295 0.00289295 0 0 0 0.261946 0.0015569 0.253812 0.176587 0.171492 10889
392.069 0.0824825 0.0864865 0.00417419 0 0 0 0.311633 0.00233606 0.311129 0.174308 0.185185 4995
492.859 0.102654 0.104657 0.00699663 0 0 0 0.318461 0.00372813 0.321472 0.176019 0.190261 1997
617.368 0.0925926 0.0965608 0.0112275 0 0 0 0.29649 0.00619993 0.293729 0.18307 0.193195 756
781.606 0.0864198 0.0946502 0.0213571 0 0 0 0.276524 0.0105522 0.276879 0.187805 0.196283 243
960.333 0.0930233 0.0930233 0.0448197 0 0 0 0.216473 0.0234741 0.195459 0.164866 0.143782 43
1164.59 0 0 0 0 0 0 0.08005 0.0287987 0.108849 0 0.0575974 2
1455.08 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
