#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63185e+09 0.000208456 0.000208938 5.80764e-06 0 0 0 0.000194458 1.783e-06 0 0 0 6221951
1.56281e+10 0.000406601 0.000406601 1.47849e-05 0 0 0 0.000452795 4.49036e-06 0 0 0 1859315
2.46747e+10 0.00054993 0.00054993 2.12716e-05 0 0 0 0.000736287 6.77119e-06 0 0 0 1214699
3.90625e+10 0.000712329 0.000714882 3.03062e-05 0 0 0 0.00105809 9.85311e-06 0 0 0 783346
6.19324e+10 0.00129727 0.00129927 5.09675e-05 0 0 0 0.00153938 1.54617e-05 0 0 0 501051
9.82543e+10 0.00215332 0.00215649 8.26692e-05 0 0 0 0.00226254 2.4856e-05 0 0 0 315791
1.55707e+11 0.00420864 0.00424396 0.000147249 0 0 0 0.0035346 4.23175e-05 0 0 0 198164
2.46557e+11 0.00843746 0.00851782 0.000262974 0 0 0 0.00599587 7.65024e-05 0 0 0 124445
3.9046e+11 0.0160635 0.0162718 0.000462381 0 0 0 0.0102603 0.000138835 0 0 0 76820
6.17799e+11 0.0290002 0.029649 0.00080638 0 0 0 0.017865 0.000253291 0 0.0226174 0 46241
9.77834e+11 0.0450679 0.0461456 0.00133306 0 0 0 0.0277998 0.000430177 0 0.0512332 0 25983
1.54375e+12 0.0661882 0.0674206 0.00217651 0 0 0 0.0413182 0.000740363 0 0.0911755 0 13794
2.42988e+12 0.0829947 0.0851829 0.00358691 0 0 0 0.0566781 0.00130943 0 0.128399 0 6398
3.83452e+12 0.0981188 0.100701 0.00594328 0 0 0 0.0745549 0.00233094 0.0129127 0.158588 0.0129127 2711
6.07805e+12 0.105717 0.106796 0.0102637 0 0 0 0.0905759 0.00411432 0.0379243 0.172775 0.0379243 927
9.61805e+12 0.132768 0.132768 0.0180604 0 0 0 0.133099 0.00830204 0.0711466 0.213597 0.0711466 354
1.52947e+13 0.110169 0.118644 0.0322274 0 0 0 0.19711 0.0174107 0.150014 0.227169 0.133059 118
2.46187e+13 0.15 0.15 0.0571772 0 0 0 0.223268 0.0275079 0.209868 0.182283 0.184231 40
3.75291e+13 0.2 0.2 0.133333 0 1 0 0.257823 0.0436316 0.290701 0.164146 0.176957 10
5.56231e+13 0.5 0.5 0.5 1 0 1 0.329238 0.0859148 0.415152 0 0.17183 2
