#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.316 0 0 105121 2931.74 0 0 0 0.30412 2.77852e-05 0.301883 0.0843313 0.0798568 0.391481 2.14261e-05 0.396496 0.0549232 0.0612534 0.474121 7.3352e-06 0.478236 0.0134661 0.0204856 7332604
62.1114 0 0 173842 5706.95 0 0 0 0.247893 3.95147e-05 0.240746 0.0702705 0.0566588 0.364566 3.34479e-05 0.368097 0.0480645 0.0560097 0.471175 1.10082e-05 0.47453 0.0123006 0.0185911 2606042
78.7008 0 0 380667 12474.9 0 0 0 0.233397 5.22911e-05 0.227319 0.0632924 0.0519271 0.367788 4.53085e-05 0.371215 0.0459286 0.0537733 0.473345 1.36743e-05 0.476055 0.011127 0.0161477 1285965
98.5573 0 0 1.1142e+06 32222.7 0 0 0 0.241846 7.36191e-05 0.236626 0.0630362 0.0531567 0.375427 5.95786e-05 0.378192 0.0435176 0.0498213 0.475281 1.71759e-05 0.477585 0.0101696 0.0144687 660435
124.108 0 0 3.64879e+06 92428.2 0 0 0 0.264163 0.000112114 0.259323 0.066449 0.0567183 0.396465 8.08441e-05 0.40003 0.0402196 0.0473542 0.481933 1.94517e-05 0.483841 0.00763193 0.0111674 311036
155.913 0 0 1.58431e+07 330159 0 0 0 0.299669 0.00016662 0.297888 0.0647343 0.0610965 0.422349 9.02452e-05 0.424567 0.0298389 0.0326981 0.485739 2.36984e-05 0.487114 0.00614429 0.00840369 140002
194.647 0 0 6.85334e+07 1.20874e+06 0 0 0 0.314034 0.000250354 0.313253 0.0554949 0.0537291 0.415942 0.00015469 0.416629 0.0337345 0.0324486 0.478835 7.3607e-05 0.482405 0.00932616 0.0145868 48952
241.87 0 0 1.81678e+08 4.51394e+06 0 4.73838e+08 0 0.298406 0.000555096 0.296663 0.0550382 0.0498367 0.389294 0.000443955 0.389761 0.0442306 0.0414128 0.461416 0.000302366 0.469186 0.017331 0.0336453 9243
303.394 0 0 3.54148e+08 2.04498e+07 0 9.43961e+08 0 0.277504 0.00178128 0.276324 0.0506953 0.0522361 0.360785 0.00160054 0.360513 0.0493693 0.047031 0.43523 0.00141982 0.447037 0.0284933 0.0569953 929
387.906 0 0 7.51961e+08 6.08283e+07 5.62121e+08 1.15818e+09 5.62121e+08 0.243481 0.00392513 0.23509 0.0634239 0.0443527 0.316758 0.00361697 0.316576 0.0502001 0.0512 0.38297 0.00351049 0.382802 0.0551627 0.0498597 198
496.184 0 0 1.12297e+09 1.19392e+08 9.83734e+08 1.1939e+09 9.83734e+08 0.224046 0.00676498 0.224087 0.0335525 0.0487714 0.290802 0.00685836 0.286863 0.0360927 0.0364025 0.349982 0.00694259 0.345208 0.0548918 0.0378267 65
612.151 0 0 9.73399e+08 1.79916e+08 1.17237e+09 7.78153e+08 1.17237e+09 0.193005 0.00785976 0.189684 0.0481007 0.0344357 0.250203 0.00879896 0.255876 0.0401322 0.0394038 0.323743 0.00860952 0.335688 0.026062 0.0606917 22
769.489 0 0 8.35355e+08 2.05225e+08 8.53413e+08 7.18004e+08 5.33509e+08 0.180907 0.00861333 0.183988 0.019784 0.0431301 0.244127 0.00696133 0.247831 0.0250643 0.021608 0.297652 0.00955034 0.292897 0.038267 0.0243556 6
