#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.25 - 8.75
#HM   Stats: 9.935290e+10 (median) + 4.604410e+10  / - 3.326471e+10
#SM   Stats: 2.901780e+08 (median) + 1.539010e+08  / - 8.511598e+07
#VMP  Stats: 9.275000e+01 (median) + 8.900002e+00  / - 7.930000e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 6.072722e-10 (median) + 5.330159e-10  / - 2.734177e-10
sfh 0.055623 0 0 0 #avg: 9.81205e-10; avg_err: 9.81205e-10; sd: 7.58049e-07; counts: 596865
sfh 0.060123 0 0 0 #avg: 4.61495e-08; avg_err: 3.78119e-08; sd: 2.92123e-05; counts: 596865
sfh 0.062373 0 0 0 #avg: 4.40368e-07; avg_err: 4.24849e-07; sd: 0.000328226; counts: 596865
sfh 0.064623 0 0 0 #avg: 1.04737e-06; avg_err: 4.8716e-07; sd: 0.000376365; counts: 596865
sfh 0.066873 0 0 0 #avg: 4.1907e-06; avg_err: 1.62531e-06; sd: 0.00125566; counts: 596865
sfh 0.069123 0 0 0 #avg: 1.11033e-05; avg_err: 2.44265e-06; sd: 0.00188711; counts: 596865
sfh 0.071373 0 0 0 #avg: 4.35448e-05; avg_err: 1.16166e-05; sd: 0.00897463; counts: 596865
sfh 0.073623 0 0 0 #avg: 8.97427e-05; avg_err: 1.4197e-05; sd: 0.0109682; counts: 596865
sfh 0.075873 0 0 0 #avg: 0.000153349; avg_err: 1.41383e-05; sd: 0.0109229; counts: 596865
sfh 0.078123 0 0 0 #avg: 0.000279785; avg_err: 1.89907e-05; sd: 0.0146717; counts: 596865
sfh 0.080373 0 0 0 #avg: 0.000497219; avg_err: 2.33201e-05; sd: 0.0180164; counts: 596865
