#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.61793e+07 0.0012874 0.00129638 4.85483e-05 0 0 0 0.00148026 1.56875e-05 0 0 0 556935
1.57036e+08 0.00211576 0.00213199 0.000108109 0 0 0 0.0021461 3.50405e-05 0 0 0 184804
2.48795e+08 0.00302982 0.00305057 0.000146031 0 0 0 0.00280531 5.05502e-05 0 0 0 144563
3.94427e+08 0.00445103 0.00447763 0.000199989 0 0 0 0.00370402 6.70757e-05 0 0 0 112783
6.24894e+08 0.00639253 0.00647187 0.000273274 0 0 0 0.00513806 9.81579e-05 0 0 0 88228
9.9041e+08 0.00838185 0.0085135 0.000356832 0 0 0 0.00690802 0.000138971 0 0 0 68362
1.57003e+09 0.012706 0.0130037 0.000499844 0 0 0 0.00980877 0.000197108 0 0 0 53754
2.48412e+09 0.0152476 0.0154637 0.000613154 0 0 0 0.0134427 0.000276302 0 0 0 41646
3.93938e+09 0.0210832 0.0216454 0.00083462 0 0 0 0.0199387 0.000405389 0 0.0164942 0 32016
6.25491e+09 0.0271301 0.0276117 0.00105653 0 0 0 0.0281892 0.000555377 0 0.0285903 0 24917
9.91987e+09 0.0341593 0.0346691 0.00132603 0 0 0 0.0367261 0.000723535 0 0.0513929 0 19614
1.57475e+10 0.0420941 0.0429697 0.00163763 0 0 0 0.0482129 0.000908715 0 0.0899405 0 15988
2.49649e+10 0.0555345 0.0565938 0.00204943 0 0 0 0.0611603 0.00109697 0 0.136029 0 13217
3.9463e+10 0.064008 0.0653738 0.00241089 0 0 0 0.0750999 0.00129571 0 0.181196 0 10983
6.24772e+10 0.0668881 0.0684916 0.00277048 0 0 0 0.0824467 0.00146247 0 0.201411 0 8731
9.85914e+10 0.0588944 0.0599488 0.00296773 0 0 0 0.0890655 0.00171692 0.012312 0.210044 0.012312 6639
1.54967e+11 0.0383333 0.0385714 0.00299081 0 0 0 0.0897866 0.00215607 0.0130359 0.201005 0.0130359 4200
2.42072e+11 0.0285714 0.0285714 0.00379812 0 0 0 0.0917553 0.0031252 0.0186241 0.197707 0.0186241 1925
3.78398e+11 0.0136286 0.0136286 0.00478958 0 0 0 0.100548 0.00578447 0.0303424 0.202068 0.0303424 587
5.85904e+11 0 0 0 0 0 0 0.0830371 0.0137515 0.0169558 0.206881 0.0169558 84
8.71754e+11 0 0 0 0 0 0 0.0659532 0.0288197 0.0313144 0.148413 0.0313144 8
