#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
3.49859e+08 1.40892e+09 1.40892e+09 1.40892e+09 0 0 1.35766e+09 1.35766e+09 1.35766e+09 0 0 1
1.15742e+09 8.56898e+08 8.56898e+08 8.56898e+08 0 0 2.40139e+09 2.40139e+09 2.40139e+09 0 0 1
1.5069e+09 1.09101e+09 3.17912e+08 1.40892e+09 0 6.35825e+08 1.59782e+09 4.37136e+07 1.64153e+09 0 8.74272e+07 2
2.48944e+09 8.76855e+08 2.44121e+08 7.11799e+08 1.23873e+09 3.36474e+08 1.84552e+09 6.60481e+08 2.10229e+09 2.62903e+09 1.72562e+09 6
4.21574e+09 7.9398e+08 1.43731e+08 6.11817e+08 7.02005e+08 2.8928e+08 1.15695e+09 2.34646e+08 9.3351e+08 1.46788e+09 4.52329e+08 13
6.46626e+09 1.00804e+09 1.7212e+08 1.01337e+09 5.63468e+08 6.28385e+08 1.77284e+09 4.34721e+08 1.56521e+09 2.53669e+09 1.03434e+09 11
1.02267e+10 1.01243e+09 2.79037e+08 6.37783e+08 3.67482e+08 1.74469e+08 1.58574e+09 3.51511e+08 1.17237e+09 1.66586e+09 4.79814e+08 13
1.53192e+10 1.04701e+09 1.51267e+08 9.56335e+08 7.52497e+08 4.91135e+08 1.16093e+09 2.01203e+08 8.53413e+08 1.24888e+09 4.03668e+08 17
2.60655e+10 8.02298e+08 7.51928e+07 6.92559e+08 5.58931e+08 2.29245e+08 1.30408e+09 1.50304e+08 1.093e+09 8.57528e+08 4.25115e+08 28
3.85995e+10 8.6667e+08 1.32379e+08 7.07453e+08 5.90003e+08 2.65591e+08 1.48107e+09 2.23118e+08 1.01337e+09 2.10685e+09 4.82497e+08 23
6.11272e+10 6.5792e+08 7.23085e+07 5.43777e+08 2.63372e+08 7.15616e+07 1.01448e+09 1.41571e+08 8.53413e+08 6.33798e+08 3.72233e+08 13
9.57918e+10 1.00006e+09 2.31961e+08 6.29539e+08 1.77185e+09 2.31462e+08 1.12273e+09 1.52576e+08 1.01337e+09 6.29539e+08 4.51253e+08 12
1.60474e+11 7.51693e+08 6.07416e+07 6.92559e+08 2.40951e+08 5.87604e+07 1.0873e+09 2.44637e+08 8.63865e+08 7.37607e+08 4.63426e+08 13
2.41052e+11 6.99229e+08 1.97808e+08 5.30876e+08 9.56335e+08 8.1131e+07 8.14631e+08 1.03161e+08 7.73094e+08 3.19904e+08 2.90596e+08 5
