#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 2.95 - 3.11667
#HM   Stats: 3.561760e+14 (median) + 1.982360e+14  / - 9.720501e+13
#SM   Stats: 9.133530e+11 (median) + 4.816169e+11  / - 3.583770e+11
#VMP  Stats: 9.861900e+02 (median) + 1.817300e+02  / - 7.456000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.749459e-12 (median) + 3.114759e-12  / - 1.015162e-12
sfh 0.055623 0 0 0 #avg: 1.83318e-14; avg_err: 1.32603e-14; sd: 1.74411e-13; counts: 174
sfh 0.060123 0 1.22275e-13 0 #avg: 7.10298e-13; avg_err: 3.04925e-13; sd: 4.01066e-12; counts: 174
sfh 0.062373 0 6.85648e-13 0 #avg: 1.98028e-12; avg_err: 6.68113e-13; sd: 8.78766e-12; counts: 174
sfh 0.064623 8.8437e-14 2.45635e-12 8.8437e-14 #avg: 1.89247e-12; avg_err: 4.56691e-13; sd: 6.00683e-12; counts: 174
sfh 0.066873 3.01159e-13 4.05062e-12 3.01159e-13 #avg: 2.90808e-12; avg_err: 5.64779e-13; sd: 7.42851e-12; counts: 174
sfh 0.069123 6.66969e-13 6.70168e-12 6.58118e-13 #avg: 4.38848e-12; avg_err: 8.05527e-13; sd: 1.05951e-11; counts: 174
sfh 0.071373 1.26942e-12 9.63095e-12 1.13644e-12 #avg: 5.50401e-12; avg_err: 8.56373e-13; sd: 1.12638e-11; counts: 174
sfh 0.073623 2.44598e-12 8.70565e-12 1.95638e-12 #avg: 7.82048e-12; avg_err: 1.43448e-12; sd: 1.88677e-11; counts: 174
sfh 0.075873 4.04794e-12 1.07921e-11 3.06526e-12 #avg: 9.80384e-12; avg_err: 1.42506e-12; sd: 1.87438e-11; counts: 174
sfh 0.078123 5.97442e-12 1.2552e-11 4.37404e-12 #avg: 1.18904e-11; avg_err: 1.32207e-12; sd: 1.73891e-11; counts: 174
sfh 0.080373 7.501e-12 1.23542e-11 4.47214e-12 #avg: 1.35346e-11; avg_err: 1.46557e-12; sd: 1.92765e-11; counts: 174
sfh 0.082623 8.06564e-12 1.32674e-11 4.81977e-12 #avg: 1.42056e-11; avg_err: 1.68234e-12; sd: 2.21278e-11; counts: 174
sfh 0.085998 1.23245e-11 1.87247e-11 7.04399e-12 #avg: 2.04247e-11; avg_err: 2.45965e-12; sd: 3.23517e-11; counts: 174
sfh 0.089373 1.47452e-11 2.71194e-11 7.96126e-12 #avg: 2.90871e-11; avg_err: 5.96916e-12; sd: 7.8512e-11; counts: 174
sfh 0.092748 1.91152e-11 2.9161e-11 9.98377e-12 #avg: 3.72326e-11; avg_err: 5.34816e-12; sd: 7.03441e-11; counts: 174
sfh 0.096123 2.27913e-11 4.17771e-11 1.14086e-11 #avg: 4.83642e-11; avg_err: 7.45109e-12; sd: 9.80037e-11; counts: 174
sfh 0.099498 2.7656e-11 5.26096e-11 1.34066e-11 #avg: 7.16418e-11; avg_err: 1.44228e-11; sd: 1.89702e-10; counts: 174
sfh 0.102873 3.3786e-11 8.31574e-11 1.644e-11 #avg: 8.30129e-11; avg_err: 1.47933e-11; sd: 1.94575e-10; counts: 174
sfh 0.106248 4.02503e-11 8.12512e-11 1.84219e-11 #avg: 9.15214e-11; avg_err: 1.57588e-11; sd: 2.07274e-10; counts: 174
sfh 0.109623 4.67314e-11 9.19335e-11 2.12927e-11 #avg: 9.31267e-11; avg_err: 1.24655e-11; sd: 1.63958e-10; counts: 174
sfh 0.112998 5.79178e-11 1.14081e-10 3.17144e-11 #avg: 1.21871e-10; avg_err: 1.74603e-11; sd: 2.29654e-10; counts: 174
sfh 0.116373 7.00786e-11 1.10632e-10 4.06794e-11 #avg: 1.49179e-10; avg_err: 2.24483e-11; sd: 2.95262e-10; counts: 174
sfh 0.119748 7.92292e-11 1.47347e-10 4.54286e-11 #avg: 1.61281e-10; avg_err: 2.11227e-11; sd: 2.77826e-10; counts: 174
sfh 0.123123 9.22138e-11 1.8251e-10 5.46267e-11 #avg: 1.81073e-10; avg_err: 2.61882e-11; sd: 3.44452e-10; counts: 174
sfh 0.126498 1.16891e-10 1.74636e-10 7.60385e-11 #avg: 1.88029e-10; avg_err: 2.16213e-11; sd: 2.84384e-10; counts: 174
sfh 0.129873 1.38461e-10 2.06146e-10 9.30566e-11 #avg: 2.1179e-10; avg_err: 2.05248e-11; sd: 2.69962e-10; counts: 174
sfh 0.133248 1.6057e-10 2.27084e-10 1.07661e-10 #avg: 2.45681e-10; avg_err: 2.36013e-11; sd: 3.10426e-10; counts: 174
sfh 0.136623 1.72558e-10 2.75422e-10 1.11186e-10 #avg: 2.71347e-10; avg_err: 2.40799e-11; sd: 3.16721e-10; counts: 174
sfh 0.141685 1.86914e-10 3.90839e-10 1.16913e-10 #avg: 3.0664e-10; avg_err: 2.77409e-11; sd: 3.64874e-10; counts: 174
sfh 0.146748 2.04897e-10 3.20979e-10 1.21867e-10 #avg: 3.10939e-10; avg_err: 2.87861e-11; sd: 3.78622e-10; counts: 174
sfh 0.15181 2.25381e-10 3.12394e-10 1.3245e-10 #avg: 3.21934e-10; avg_err: 2.26915e-11; sd: 2.98461e-10; counts: 174
sfh 0.156873 2.38691e-10 3.52342e-10 1.50957e-10 #avg: 3.4474e-10; avg_err: 2.36219e-11; sd: 3.10697e-10; counts: 174
sfh 0.161935 2.87408e-10 4.44076e-10 1.71176e-10 #avg: 4.06703e-10; avg_err: 2.64004e-11; sd: 3.47243e-10; counts: 174
sfh 0.166998 3.12949e-10 4.75468e-10 1.66981e-10 #avg: 4.52126e-10; avg_err: 3.02004e-11; sd: 3.97224e-10; counts: 174
sfh 0.17206 3.64568e-10 4.43937e-10 1.92305e-10 #avg: 4.93039e-10; avg_err: 2.93165e-11; sd: 3.85598e-10; counts: 174
sfh 0.177123 4.33761e-10 4.73845e-10 2.44264e-10 #avg: 5.2831e-10; avg_err: 2.97856e-11; sd: 3.91768e-10; counts: 174
sfh 0.182185 4.49203e-10 3.99635e-10 2.42752e-10 #avg: 5.58607e-10; avg_err: 3.21585e-11; sd: 4.22979e-10; counts: 174
sfh 0.187248 4.73284e-10 5.64817e-10 2.41491e-10 #avg: 5.9654e-10; avg_err: 3.17981e-11; sd: 4.18238e-10; counts: 174
sfh 0.19231 5.50714e-10 4.0764e-10 3.14298e-10 #avg: 5.96388e-10; avg_err: 2.76416e-11; sd: 3.63568e-10; counts: 174
sfh 0.197373 5.52828e-10 4.82929e-10 3.03755e-10 #avg: 6.2828e-10; avg_err: 2.78656e-11; sd: 3.66514e-10; counts: 174
sfh 0.202435 5.84519e-10 4.06491e-10 2.97171e-10 #avg: 6.39354e-10; avg_err: 2.77228e-11; sd: 3.64637e-10; counts: 174
sfh 0.207498 5.72733e-10 4.29469e-10 2.65494e-10 #avg: 6.46581e-10; avg_err: 2.68547e-11; sd: 3.53218e-10; counts: 174
sfh 0.21256 5.98073e-10 3.75616e-10 3.02419e-10 #avg: 6.49715e-10; avg_err: 2.57381e-11; sd: 3.38532e-10; counts: 174
sfh 0.217623 6.50518e-10 3.37704e-10 3.21624e-10 #avg: 6.73697e-10; avg_err: 2.72563e-11; sd: 3.58501e-10; counts: 174
sfh 0.222685 6.44645e-10 3.83372e-10 2.85455e-10 #avg: 6.92192e-10; avg_err: 2.96624e-11; sd: 3.90148e-10; counts: 174
sfh 0.227748 6.70006e-10 3.32877e-10 3.35109e-10 #avg: 6.91738e-10; avg_err: 2.90515e-11; sd: 3.82112e-10; counts: 174
sfh 0.23281 6.52486e-10 2.65929e-10 2.98956e-10 #avg: 6.76994e-10; avg_err: 2.59814e-11; sd: 3.41732e-10; counts: 174
sfh 0.237873 6.33914e-10 2.85974e-10 2.57942e-10 #avg: 6.54404e-10; avg_err: 2.15963e-11; sd: 2.84055e-10; counts: 174
sfh 0.242935 6.71482e-10 3.02721e-10 3.14575e-10 #avg: 6.76358e-10; avg_err: 2.34655e-11; sd: 3.08641e-10; counts: 174
sfh 0.247998 6.35262e-10 3.07028e-10 3.18419e-10 #avg: 6.56182e-10; avg_err: 2.43616e-11; sd: 3.20427e-10; counts: 174
sfh 0.25306 5.72512e-10 3.65964e-10 2.6698e-10 #avg: 6.15334e-10; avg_err: 2.4778e-11; sd: 3.25904e-10; counts: 174
sfh 0.258123 5.361e-10 3.27775e-10 2.43123e-10 #avg: 5.80303e-10; avg_err: 2.29904e-11; sd: 3.02391e-10; counts: 174
sfh 0.263185 5.1848e-10 3.08439e-10 2.50138e-10 #avg: 5.70031e-10; avg_err: 2.45713e-11; sd: 3.23185e-10; counts: 174
sfh 0.268248 5.18427e-10 2.96296e-10 2.46839e-10 #avg: 5.45048e-10; avg_err: 2.19304e-11; sd: 2.88449e-10; counts: 174
sfh 0.27331 5.15204e-10 2.18818e-10 2.56656e-10 #avg: 5.28257e-10; avg_err: 2.17153e-11; sd: 2.8562e-10; counts: 174
sfh 0.278373 4.83237e-10 2.49157e-10 2.36473e-10 #avg: 5.06797e-10; avg_err: 2.13048e-11; sd: 2.80221e-10; counts: 174
sfh 0.283435 4.39877e-10 3.03643e-10 2.15098e-10 #avg: 4.7791e-10; avg_err: 2.0102e-11; sd: 2.64401e-10; counts: 174
sfh 0.288498 4.09043e-10 2.90492e-10 1.91717e-10 #avg: 4.47738e-10; avg_err: 1.79646e-11; sd: 2.36287e-10; counts: 174
sfh 0.29356 4.08854e-10 2.76017e-10 2.05882e-10 #avg: 4.4444e-10; avg_err: 1.78081e-11; sd: 2.34228e-10; counts: 174
sfh 0.298623 4.04335e-10 2.7007e-10 2.17576e-10 #avg: 4.27634e-10; avg_err: 1.72604e-11; sd: 2.27025e-10; counts: 174
sfh 0.303685 3.89183e-10 2.63862e-10 2.28199e-10 #avg: 4.15576e-10; avg_err: 1.7985e-11; sd: 2.36556e-10; counts: 174
sfh 0.308748 3.61583e-10 2.64211e-10 1.98141e-10 #avg: 3.97568e-10; avg_err: 1.76961e-11; sd: 2.32756e-10; counts: 174
sfh 0.31381 3.55404e-10 2.56096e-10 1.83574e-10 #avg: 3.86717e-10; avg_err: 1.73169e-11; sd: 2.27769e-10; counts: 174
sfh 0.318873 3.319e-10 2.78076e-10 1.88157e-10 #avg: 3.69883e-10; avg_err: 1.7196e-11; sd: 2.26179e-10; counts: 174
sfh 0.323935 3.1129e-10 2.53874e-10 1.826e-10 #avg: 3.47334e-10; avg_err: 1.69614e-11; sd: 2.23092e-10; counts: 174
sfh 0.328997 3.04678e-10 2.29723e-10 1.85469e-10 #avg: 3.29652e-10; avg_err: 1.62535e-11; sd: 2.13782e-10; counts: 174
sfh 0.33406 3.01028e-10 1.96105e-10 1.85995e-10 #avg: 3.13573e-10; avg_err: 1.55987e-11; sd: 2.05169e-10; counts: 174
sfh 0.339122 2.73353e-10 2.16749e-10 1.60222e-10 #avg: 3.03586e-10; avg_err: 1.41223e-11; sd: 1.8575e-10; counts: 174
sfh 0.344185 2.73068e-10 1.94694e-10 1.66345e-10 #avg: 3.01159e-10; avg_err: 1.42502e-11; sd: 1.87432e-10; counts: 174
sfh 0.349247 2.56606e-10 1.94663e-10 1.56192e-10 #avg: 2.76241e-10; avg_err: 1.29464e-11; sd: 1.70283e-10; counts: 174
sfh 0.35431 2.38099e-10 1.70559e-10 1.29624e-10 #avg: 2.56701e-10; avg_err: 1.20457e-11; sd: 1.58436e-10; counts: 174
sfh 0.359372 2.17206e-10 1.68824e-10 1.15369e-10 #avg: 2.44272e-10; avg_err: 1.12474e-11; sd: 1.47936e-10; counts: 174
