#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.0382 9.03205e+08 1.33551e+06 6.87229e+08 7.16645e+08 3.28748e+08 1.93852e+09 2.83451e+06 1.51125e+09 1.90482e+09 8.31719e+08 262280
62.2307 7.88182e+08 2.39329e+06 5.80006e+08 6.16428e+08 2.33234e+08 1.54381e+09 5.45592e+06 1.13677e+09 1.30731e+09 5.71583e+08 60747
78.7727 8.48123e+08 3.51386e+06 6.05234e+08 7.20261e+08 2.5599e+08 1.51459e+09 7.26285e+06 1.16825e+09 1.27584e+09 5.8022e+08 33383
99.5582 9.35353e+08 4.63905e+06 6.99664e+08 8.11583e+08 3.43392e+08 1.65928e+09 9.62605e+06 1.28215e+09 1.38353e+09 6.76918e+08 23488
125.267 1.10459e+09 6.43482e+06 8.1198e+08 1.03353e+09 4.41046e+08 1.91989e+09 1.21363e+07 1.51125e+09 1.64866e+09 8.34329e+08 18663
157.685 1.34071e+09 9.25995e+06 9.42342e+08 1.3192e+09 4.84174e+08 2.36859e+09 1.63269e+07 1.85802e+09 2.15234e+09 1.14106e+09 14686
197.931 1.82817e+09 1.57717e+07 1.22757e+09 2.13252e+09 7.33624e+08 2.84038e+09 2.07368e+07 2.20847e+09 2.78993e+09 1.37934e+09 10872
247.75 2.78514e+09 3.28251e+07 1.75161e+09 3.98271e+09 1.14895e+09 2.75006e+09 2.63415e+07 2.20847e+09 2.66568e+09 1.37934e+09 5835
309.727 4.10715e+09 6.55747e+07 3.11534e+09 4.98397e+09 2.30916e+09 2.41175e+09 3.54508e+07 1.97124e+09 2.16179e+09 1.14211e+09 2379
389.551 5.41758e+09 1.27193e+08 6.10054e+09 3.32588e+09 5.15881e+09 1.99265e+09 5.00299e+07 1.62642e+09 1.77491e+09 9.0946e+08 832
490.044 5.67413e+09 2.58055e+08 6.35636e+09 3.63009e+09 5.30158e+09 1.67354e+09 8.32897e+07 1.28215e+09 1.51821e+09 6.76918e+08 225
605.568 6.00397e+09 5.22653e+08 7.14361e+09 3.22996e+09 5.86146e+09 1.37648e+09 1.44752e+08 1.04532e+09 8.12702e+08 3.60633e+08 57
780.895 8.03447e+09 8.01227e+08 9.21138e+09 1.74079e+09 4.15281e+09 1.61329e+09 3.20655e+08 1.28215e+09 8.09101e+08 5.1152e+08 14
1013.68 4.96139e+09 3.23156e+09 2.32608e+09 9.06377e+09 1.15783e+09 6.03226e+08 2.36422e+08 3.91441e+08 6.838e+08 4.84449e+07 3
1132.3 3.23486e+09 3.23485e+09 3.23485e+09 0 0 6.64402e+09 6.64402e+09 6.64402e+09 0 0 1
